,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,Judges Scientific PLC - Rating: 1% - Upside: 139%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2023,12/19/2023,9.500,00,,,,,,,,,,0.91%,9.500,00,86.00,10.952,80,4.524,13,7.980,00,77%,15%,0.79%,1.90%,0.91%,-51.68%,-51.68%,0,1.08%,-6.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/20/2023,9.500,00,,,,,,,,,,0.91%,9.500,00,86.00,10.952,80,4.524,13,7.980,00,77%,15%,0.79%,1.90%,0.91%,-51.68%,-51.68%,0,1.08%,-6.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/21/2023,9.480,00,,,,,,,,,,0.91%,9.480,00,86.00,10.952,80,4.524,13,7.980,00,77%,16%,0.79%,1.90%,0.91%,-51.58%,-51.58%,0,1.08%,-7.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/22/2023,9.400,00,,,,,,,,,,0.91%,9.400,00,86.00,10.952,80,4.524,13,7.980,00,76%,17%,0.79%,1.90%,0.91%,-51.17%,-51.17%,0,1.08%,-7.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/26/2023,,,,,,,,,,,0.91%,9.400,00,86.00,10.952,80,4.524,13,7.980,00,76%,17%,0.79%,1.90%,0.91%,-51.17%,-51.17%,0,1.08%,-7.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/27/2023,9.300,00,,,,,,,,,,0.92%,9.300,00,86.00,10.952,80,4.524,13,7.980,00,74%,18%,0.79%,1.90%,0.92%,-50.65%,-50.65%,0,1.08%,-8.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/28/2023,9.200,00,,,,,,,,,,0.93%,9.200,00,86.00,10.952,80,4.524,13,7.980,00,73%,19%,0.79%,1.90%,0.93%,-50.11%,-50.11%,0,1.08%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/29/2023,9.120,00,,,,,,,,,,0.94%,9.120,00,86.00,10.952,80,4.524,13,7.980,00,71%,20%,0.79%,1.90%,0.94%,-49.67%,-49.67%,0,1.08%,-10.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/2/2024,9.400,00,,,,,,,,,,0.91%,9.400,00,86.00,10.952,80,4.524,13,7.980,00,76%,17%,0.79%,1.90%,0.91%,-51.17%,-51.17%,0,1.08%,-7.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/3/2024,9.300,00,,,,,,,,,,0.92%,9.300,00,86.00,10.952,80,4.524,13,7.980,00,74%,18%,0.79%,1.90%,0.92%,-50.65%,-50.65%,0,1.08%,-8.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/4/2024,9.500,00,,,,,,,,,,0.91%,9.500,00,86.00,10.952,80,4.524,13,7.980,00,77%,15%,0.79%,1.90%,0.91%,-51.68%,-51.68%,0,1.08%,-6.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/5/2024,9.400,00,,,,,,,,,,0.91%,9.400,00,86.00,10.952,80,4.524,13,7.980,00,76%,17%,0.79%,1.90%,0.91%,-51.17%,-51.17%,0,1.08%,-7.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/8/2024,9.360,00,,,,,,,,,,0.92%,9.360,00,86.00,10.952,80,4.524,13,7.980,00,75%,17%,0.79%,1.90%,0.92%,-50.96%,-50.96%,0,1.08%,-8.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/9/2024,9.640,00,,,,,,,,,,0.89%,9.640,00,86.00,10.952,80,4.524,13,7.980,00,80%,14%,0.79%,1.90%,0.89%,-52.39%,-52.39%,0,1.08%,-5.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/10/2024,9.660,00,,,,,,,,,,0.89%,9.660,00,86.00,10.952,80,4.524,13,7.980,00,80%,13%,0.79%,1.90%,0.89%,-52.48%,-52.48%,0,1.08%,-5.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/11/2024,9.620,00,,,,,,,,,,0.89%,9.620,00,86.00,10.952,80,4.524,13,7.980,00,79%,14%,0.79%,1.90%,0.89%,-52.29%,-52.29%,0,1.08%,-5.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/12/2024,9.580,00,,,,,,,,,,0.90%,9.580,00,86.00,10.952,80,4.524,13,7.980,00,79%,14%,0.79%,1.90%,0.90%,-52.09%,-52.09%,0,1.08%,-6.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/15/2024,9.480,00,,,,,,,,,,0.91%,9.480,00,86.00,10.952,80,4.524,13,7.980,00,77%,16%,0.79%,1.90%,0.91%,-51.58%,-51.58%,0,1.08%,-7.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/16/2024,9.440,00,,,,,,,,,,0.91%,9.440,00,86.00,10.952,80,4.524,13,7.980,00,76%,16%,0.79%,1.90%,0.91%,-51.38%,-51.38%,0,1.08%,-7.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/17/2024,9.300,00,,,,,,,,,,0.92%,9.300,00,86.00,10.952,80,4.524,13,7.980,00,74%,18%,0.79%,1.90%,0.92%,-50.65%,-50.65%,0,1.08%,-8.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/18/2024,9.500,00,,,,,,,,,,0.91%,9.500,00,86.00,10.952,80,4.524,13,7.980,00,77%,15%,0.79%,1.90%,0.91%,-51.68%,-51.68%,0,1.08%,-6.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/19/2024,9.500,00,,,,,,,,,,0.91%,9.500,00,86.00,10.952,80,4.524,13,7.980,00,77%,15%,0.79%,1.90%,0.91%,-51.68%,-51.68%,0,1.08%,-6.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/22/2024,9.500,00,,,,,,,,,,0.91%,9.500,00,86.00,10.952,80,4.524,13,7.980,00,77%,15%,0.79%,1.90%,0.91%,-51.68%,-51.68%,0,1.08%,-6.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/23/2024,9.500,00,,,,,,,,,,0.91%,9.500,00,86.00,10.952,80,4.524,13,7.980,00,77%,15%,0.79%,1.90%,0.91%,-51.68%,-51.68%,0,1.08%,-6.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/24/2024,9.400,00,,,,,,,,,,0.91%,9.400,00,86.00,10.952,80,4.524,13,7.980,00,76%,17%,0.79%,1.90%,0.91%,-51.17%,-51.17%,0,1.08%,-7.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/25/2024,9.600,00,,,,,,,,,,0.90%,9.600,00,86.00,10.952,80,4.524,13,7.980,00,79%,14%,0.79%,1.90%,0.90%,-52.19%,-52.19%,0,1.08%,-5.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/26/2024,9.380,00,,,,,,,,,,0.92%,9.380,00,86.00,10.952,80,4.524,13,7.980,00,76%,17%,0.79%,1.90%,0.92%,-51.07%,-51.07%,0,1.08%,-8.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/29/2024,9.440,00,,,,,,,,,,0.91%,9.440,00,86.00,10.952,80,4.524,13,7.980,00,76%,16%,0.79%,1.90%,0.91%,-51.38%,-51.38%,0,1.08%,-7.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/30/2024,9.420,00,,,,,,,,,,0.91%,9.420,00,86.00,10.952,80,4.524,13,7.980,00,76%,16%,0.79%,1.90%,0.91%,-51.27%,-51.27%,0,1.08%,-7.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/31/2024,9.200,00,,,,,,,,,,0.93%,9.200,00,86.00,10.952,80,4.524,13,7.980,00,73%,19%,0.79%,1.90%,0.93%,-50.11%,-50.11%,0,1.08%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/1/2024,9.500,00,,,,,,,,,,0.91%,9.500,00,86.00,10.952,80,4.524,13,7.980,00,77%,15%,0.79%,1.90%,0.91%,-51.68%,-51.68%,0,1.08%,-6.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/2/2024,9.480,00,,,,,,,,,,0.91%,9.480,00,86.00,10.952,80,4.524,13,7.980,00,77%,16%,0.79%,1.90%,0.91%,-51.58%,-51.58%,0,1.08%,-7.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/5/2024,9.700,00,,,,,,,,,,0.89%,9.700,00,86.00,10.952,80,4.524,13,7.980,00,81%,13%,0.79%,1.90%,0.89%,-52.68%,-52.68%,0,1.08%,-4.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/6/2024,9.700,00,,,,,,,,,,0.89%,9.700,00,86.00,10.952,80,4.524,13,7.980,00,81%,13%,0.79%,1.90%,0.89%,-52.68%,-52.68%,0,1.08%,-4.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/7/2024,9.620,00,,,,,,,,,,0.89%,9.620,00,86.00,10.952,80,4.524,13,7.980,00,79%,14%,0.79%,1.90%,0.89%,-52.29%,-52.29%,0,1.08%,-5.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/8/2024,9.640,00,,,,,,,,,,0.89%,9.640,00,86.00,10.952,80,4.524,13,7.980,00,80%,14%,0.79%,1.90%,0.89%,-52.39%,-52.39%,0,1.08%,-5.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/9/2024,9.800,00,,,,,,,,,,0.88%,9.800,00,86.00,10.952,80,4.524,13,7.980,00,82%,12%,0.79%,1.90%,0.88%,-53.16%,-53.16%,0,1.08%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/12/2024,9.800,00,,,,,,,,,,0.88%,9.800,00,86.00,10.952,80,4.524,13,7.980,00,82%,12%,0.79%,1.90%,0.88%,-53.16%,-53.16%,0,1.08%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/13/2024,9.860,00,,,,,,,,,,0.87%,9.860,00,86.00,10.952,80,4.524,13,7.980,00,83%,11%,0.79%,1.90%,0.87%,-53.45%,-53.45%,0,1.08%,-3.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/14/2024,9.840,00,,,,,,,,,,0.87%,9.840,00,86.00,10.952,80,4.524,13,7.980,00,83%,11%,0.79%,1.90%,0.87%,-53.35%,-53.35%,0,1.08%,-3.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/15/2024,9.980,00,,,,,,,,,,0.86%,9.980,00,86.00,10.952,80,4.524,13,7.980,00,85%,10%,0.79%,1.90%,0.86%,-54.01%,-54.01%,0,1.08%,-2.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/16/2024,10.250,00,,,,,,,,,,0.84%,10.250,00,86.00,10.952,80,4.524,13,7.980,00,89%,7%,0.79%,1.90%,0.84%,-55.22%,-55.22%,0,1.08%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/19/2024,10.200,00,,,,,,,,,,0.84%,10.200,00,86.00,10.952,80,4.524,13,7.980,00,88%,7%,0.79%,1.90%,0.84%,-55.00%,-55.00%,0,1.08%,-0.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/20/2024,10.300,00,,,,,,,,,,0.83%,10.300,00,86.00,10.952,80,4.524,13,7.980,00,90%,6%,0.79%,1.90%,0.83%,-55.44%,-55.44%,0,1.08%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/21/2024,10.150,00,,,,,,,,,,0.85%,10.150,00,86.00,10.952,80,4.524,13,7.980,00,88%,8%,0.79%,1.90%,0.85%,-54.78%,-54.78%,0,1.08%,-1.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/22/2024,10.150,00,,,,,,,,,,0.85%,10.150,00,86.00,10.952,80,4.524,13,7.980,00,88%,8%,0.79%,1.90%,0.85%,-54.78%,-54.78%,0,1.08%,-1.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/23/2024,10.400,00,,,,,,,,,,0.83%,10.400,00,86.00,10.952,80,4.524,13,7.980,00,91%,5%,0.79%,1.90%,0.83%,-55.87%,-55.87%,0,1.08%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/26/2024,10.450,00,,,,,,,,,,0.82%,10.450,00,86.00,10.952,80,4.524,13,7.980,00,92%,5%,0.79%,1.90%,0.82%,-56.08%,-56.08%,0,1.08%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/27/2024,10.700,00,,,,,,,,,,0.80%,10.700,00,86.00,10.952,80,4.524,13,7.980,00,96%,2%,0.79%,1.90%,0.80%,-57.10%,-57.10%,0,1.08%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/28/2024,10.550,00,,,,,,,,,,0.82%,10.550,00,86.00,10.952,80,4.524,13,7.980,00,94%,4%,0.79%,1.90%,0.82%,-56.49%,-56.49%,0,1.08%,-1.40%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/29/2024,10.700,00,,,,,,,,,,0.80%,10.700,00,86.00,10.952,80,4.524,13,7.980,00,96%,2%,0.79%,1.90%,0.80%,-57.10%,-57.10%,0,1.08%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/1/2024,10.650,00,,,,,,,,,,0.81%,10.650,00,86.00,10.952,80,4.524,13,7.980,00,95%,3%,0.79%,1.90%,0.81%,-56.90%,-56.90%,0,1.08%,-0.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/4/2024,10.700,00,,,,,,,,,,0.80%,10.700,00,86.00,10.952,80,4.524,13,7.980,00,96%,2%,0.79%,1.90%,0.80%,-57.10%,-57.10%,0,1.08%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/5/2024,10.950,00,,,,,,,,,,0.79%,10.950,00,86.00,10.952,80,4.524,13,7.980,00,100%,0%,0.79%,1.90%,0.79%,-58.08%,-58.08%,0,1.08%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/6/2024,11.150,00,,,,,,,,,,0.77%,11.150,00,86.00,10.952,80,4.524,13,7.980,00,103%,-2%,0.79%,1.90%,0.77%,-58.83%,-58.83%,0,1.08%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/7/2024,11.200,00,,,,,,,,,,0.77%,11.200,00,86.00,10.952,80,4.524,13,7.980,00,104%,-2%,0.79%,1.90%,0.77%,-59.02%,-59.02%,0,1.08%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/8/2024,11.350,00,,,,,,,,,,0.76%,11.350,00,86.00,10.952,80,4.524,13,7.980,00,106%,-3%,0.79%,1.90%,0.76%,-59.56%,-59.56%,0,1.08%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/11/2024,11.400,00,,,,,,,,,,0.75%,11.400,00,86.00,10.952,80,4.524,13,7.980,00,107%,-4%,0.79%,1.90%,0.75%,-59.74%,-59.74%,0,1.08%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/12/2024,11.500,00,,,,,,,,,,0.75%,11.500,00,86.00,10.952,80,4.524,13,7.980,00,109%,-5%,0.79%,1.90%,0.75%,-60.09%,-60.09%,0,1.08%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/13/2024,11.800,00,,,,,,,,,,0.73%,11.800,00,86.00,10.952,80,4.524,13,7.980,00,113%,-7%,0.79%,1.90%,0.73%,-61.10%,-61.10%,0,1.08%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/14/2024,11.700,00,,,,,,,,,,0.74%,11.700,00,86.00,10.952,80,4.524,13,7.980,00,112%,-6%,0.79%,1.90%,0.74%,-60.77%,-60.77%,0,1.08%,-0.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/15/2024,11.500,00,,,,,,,,,,0.75%,11.500,00,86.00,10.952,80,4.524,13,7.980,00,109%,-5%,0.79%,1.90%,0.75%,-60.09%,-60.09%,0,1.08%,-2.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/18/2024,11.400,00,,,,,,,,,,0.75%,11.400,00,86.00,10.952,80,4.524,13,7.980,00,107%,-4%,0.79%,1.90%,0.75%,-59.74%,-59.74%,0,1.08%,-3.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/19/2024,11.350,00,,,,,,,,,,0.76%,11.350,00,86.00,10.952,80,4.524,13,7.980,00,106%,-3%,0.79%,1.90%,0.76%,-59.56%,-59.56%,0,1.08%,-3.81%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/20/2024,11.600,00,,,,,,,,,,0.74%,11.600,00,86.00,10.952,80,4.524,13,7.980,00,110%,-6%,0.79%,1.90%,0.74%,-60.43%,-60.43%,0,1.08%,-1.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/21/2024,11.200,00,,,,,,,,,,0.77%,11.200,00,86.00,10.952,80,4.524,13,7.980,00,104%,-2%,0.79%,1.90%,0.77%,-59.02%,-59.02%,0,1.08%,-5.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/22/2024,10.900,00,,,,,,,,,,0.79%,10.900,00,86.00,10.952,80,4.524,13,7.980,00,99%,0%,0.79%,1.90%,0.79%,-57.89%,-57.89%,0,1.08%,-7.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/25/2024,10.200,00,,,,,,,,,,0.84%,10.200,00,86.00,10.952,80,4.524,13,7.980,00,88%,7%,0.79%,1.90%,0.84%,-55.00%,-55.00%,0,1.08%,-13.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/26/2024,10.400,00,,,,,,,,,,0.83%,10.400,00,86.00,10.952,80,4.524,13,7.980,00,91%,5%,0.79%,1.90%,0.83%,-55.87%,-55.87%,0,1.08%,-11.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/27/2024,10.300,00,,,,,,,,,,0.83%,10.300,00,86.00,10.952,80,4.524,13,7.980,00,90%,6%,0.79%,1.90%,0.83%,-55.44%,-55.44%,0,1.08%,-12.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/28/2024,10.200,00,,,,,,,,,,0.84%,10.200,00,86.00,10.952,80,4.524,13,7.980,00,88%,7%,0.79%,1.90%,0.84%,-55.00%,-55.00%,0,1.08%,-13.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/2/2024,10.600,00,,,,,,,,,,0.81%,10.600,00,86.00,10.952,80,4.524,13,7.980,00,95%,3%,0.79%,1.90%,0.81%,-56.70%,-56.70%,0,1.08%,-10.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/3/2024,10.450,00,,,,,,,,,,0.82%,10.450,00,86.00,10.952,80,4.524,13,7.980,00,92%,5%,0.79%,1.90%,0.82%,-56.08%,-56.08%,0,1.08%,-11.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/4/2024,10.700,00,,,,,,,,,,0.80%,10.700,00,86.00,10.952,80,4.524,13,7.980,00,96%,2%,0.79%,1.90%,0.80%,-57.10%,-57.10%,0,1.08%,-9.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/5/2024,10.750,00,,,,,,,,,,0.80%,10.750,00,86.00,10.952,80,4.524,13,7.980,00,97%,2%,0.79%,1.90%,0.80%,-57.30%,-57.30%,0,1.08%,-8.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/8/2024,11.000,00,,,,,,,,,,0.78%,11.000,00,86.00,10.952,80,4.524,13,7.980,00,101%,0%,0.79%,1.90%,0.78%,-58.27%,-58.27%,0,1.08%,-6.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/9/2024,11.100,00,,,,,,,,,,0.77%,11.100,00,86.00,10.952,80,4.524,13,7.980,00,102%,-1%,0.79%,1.90%,0.77%,-58.65%,-58.65%,0,1.08%,-5.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/10/2024,11.200,00,,,,,,,,,,0.77%,11.200,00,86.00,10.952,80,4.524,13,7.980,00,104%,-2%,0.79%,1.90%,0.77%,-59.02%,-59.02%,0,1.08%,-5.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/11/2024,11.300,00,,,,,,,,,,0.76%,11.300,00,86.00,10.952,80,4.524,13,7.980,00,105%,-3%,0.79%,1.90%,0.76%,-59.38%,-59.38%,0,1.08%,-4.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/12/2024,11.500,00,,,,,,,,,,0.75%,11.500,00,86.00,10.952,80,4.524,13,7.980,00,109%,-5%,0.79%,1.90%,0.75%,-60.09%,-60.09%,0,1.08%,-2.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/15/2024,11.350,00,,,,,,,,,,0.76%,11.350,00,86.00,10.952,80,4.524,13,7.980,00,106%,-3%,0.79%,1.90%,0.76%,-59.56%,-59.56%,0,1.08%,-3.81%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/16/2024,10.900,00,,,,,,,,,,0.79%,10.900,00,86.00,10.952,80,4.524,13,7.980,00,99%,0%,0.79%,1.90%,0.79%,-57.89%,-57.89%,0,1.08%,-7.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/17/2024,10.950,00,,,,,,,,,,0.79%,10.950,00,86.00,10.952,80,4.524,13,7.980,00,100%,0%,0.79%,1.90%,0.79%,-58.08%,-58.08%,0,1.08%,-7.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/18/2024,10.950,00,,,,,,,,,,0.79%,10.950,00,86.00,10.952,80,4.524,13,7.980,00,100%,0%,0.79%,1.90%,0.79%,-58.08%,-58.08%,0,1.08%,-7.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/19/2024,10.800,00,,,,,,,,,,0.80%,10.800,00,86.00,10.952,80,4.524,13,7.980,00,98%,1%,0.79%,1.90%,0.80%,-57.50%,-57.50%,0,1.08%,-8.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/22/2024,10.450,00,,,,,,,,,,0.82%,10.450,00,86.00,10.952,80,4.524,13,7.980,00,92%,5%,0.79%,1.90%,0.82%,-56.08%,-56.08%,0,1.08%,-11.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/23/2024,11.000,00,,,,,,,,,,0.78%,11.000,00,86.00,10.952,80,4.524,13,7.980,00,101%,0%,0.79%,1.90%,0.78%,-58.27%,-58.27%,0,1.08%,-6.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/24/2024,10.900,00,,,,,,,,,,0.79%,10.900,00,86.00,10.952,80,4.524,13,7.980,00,99%,0%,0.79%,1.90%,0.79%,-57.89%,-57.89%,0,1.08%,-7.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/25/2024,10.900,00,,,,,,,,,,0.79%,10.900,00,86.00,10.952,80,4.524,13,7.980,00,99%,0%,0.79%,1.90%,0.79%,-57.89%,-57.89%,0,1.08%,-7.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/26/2024,11.150,00,,,,,,,,,,0.77%,11.150,00,86.00,10.952,80,4.524,13,7.980,00,103%,-2%,0.79%,1.90%,0.77%,-58.83%,-58.83%,0,1.08%,-5.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/29/2024,11.200,00,,,,,,,,,,0.77%,11.200,00,86.00,10.952,80,4.524,13,7.980,00,104%,-2%,0.79%,1.90%,0.77%,-59.02%,-59.02%,0,1.08%,-5.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/30/2024,11.200,00,,,,,,,,,,0.77%,11.200,00,86.00,10.952,80,4.524,13,7.980,00,104%,-2%,0.79%,1.90%,0.77%,-59.02%,-59.02%,0,1.08%,-5.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/1/2024,11.200,00,,,,,,,,,,0.77%,11.200,00,86.00,10.952,80,4.524,13,7.980,00,104%,-2%,0.79%,1.90%,0.77%,-59.02%,-59.02%,0,1.08%,-5.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/2/2024,11.300,00,,,,,,,,,,0.76%,11.300,00,86.00,10.952,80,4.524,13,7.980,00,105%,-3%,0.79%,1.90%,0.76%,-59.38%,-59.38%,0,1.08%,-4.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/3/2024,11.200,00,,,,,,,,,,0.77%,11.200,00,86.00,10.952,80,4.524,13,7.980,00,104%,-2%,0.79%,1.90%,0.77%,-59.02%,-59.02%,0,1.08%,-5.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/6/2024,,,,,,,,,,,0.77%,11.200,00,86.00,10.952,80,4.524,13,7.980,00,104%,-2%,0.79%,1.90%,0.77%,-59.02%,-59.02%,0,1.08%,-5.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/7/2024,11.300,00,,,,,,,,,,0.76%,11.300,00,86.00,10.952,80,4.524,13,7.980,00,105%,-3%,0.79%,1.90%,0.76%,-59.38%,-59.38%,0,1.08%,-4.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/8/2024,11.400,00,,,,,,,,,,0.75%,11.400,00,86.00,10.952,80,4.524,13,7.980,00,107%,-4%,0.79%,1.90%,0.75%,-59.74%,-59.74%,0,1.08%,-3.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/9/2024,11.750,00,,,,,,,,,,0.73%,11.750,00,86.00,10.952,80,4.524,13,7.980,00,112%,-7%,0.79%,1.90%,0.73%,-60.94%,-60.94%,0,1.08%,-0.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/10/2024,12.000,00,,,,,,,,,,0.72%,12.000,00,86.00,10.952,80,4.524,13,7.980,00,116%,-9%,0.79%,1.90%,0.72%,-61.75%,-61.75%,0,1.08%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/13/2024,12.000,00,,,,,,,,,,0.72%,12.000,00,86.00,10.952,80,4.524,13,7.980,00,116%,-9%,0.79%,1.90%,0.72%,-61.75%,-61.75%,0,1.08%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/14/2024,12.250,00,,,,,,,,,,0.70%,12.250,00,86.00,10.952,80,4.524,13,7.980,00,120%,-11%,0.79%,1.90%,0.70%,-62.53%,-62.53%,0,1.08%,0.00%,,,,,,,,,,,,
