,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,,2020,11/20/2020,106.80 CHF,,,,,,,,,,74.91%,106.80 CHF,80.00,2.328,20,88.75,107.80,1%,2080%,3.44%,90.14%,3.00%,-11.20%,-11.20%,0,74.21%,-6.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/23/2020,106.40 CHF,,,,,,,,,,75.19%,106.40 CHF,80.00,2.328,20,88.75,107.80,1%,2088%,3.44%,90.14%,3.01%,-10.86%,-10.86%,0,74.21%,-6.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/24/2020,104.52 CHF,,,,,,,,,,76.54%,104.52 CHF,80.00,2.328,20,88.75,107.80,1%,2128%,3.44%,90.14%,3.06%,-9.26%,-9.26%,0,74.21%,-8.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/25/2020,104.00 CHF,,,,,,,,,,76.92%,104.00 CHF,80.00,2.328,20,88.75,107.80,1%,2139%,3.44%,90.14%,3.08%,-8.81%,-8.81%,0,74.21%,-8.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/26/2020,103.48 CHF,,,,,,,,,,77.31%,103.48 CHF,80.00,2.328,20,88.75,107.80,1%,2150%,3.44%,90.14%,3.09%,-8.35%,-8.35%,0,74.21%,-9.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/27/2020,103.52 CHF,,,,,,,,,,77.28%,103.52 CHF,80.00,2.328,20,88.75,107.80,1%,2149%,3.44%,90.14%,3.09%,-8.38%,-8.38%,0,74.21%,-8.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/30/2020,103.56 CHF,,,,,,,,,,77.25%,103.56 CHF,80.00,2.328,20,88.75,107.80,1%,2148%,3.44%,90.14%,3.09%,-8.42%,-8.42%,0,74.21%,-8.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/1/2020,102.84 CHF,,,,,,,,,,77.79%,102.84 CHF,80.00,2.328,20,88.75,107.80,1%,2164%,3.44%,90.14%,3.11%,-7.78%,-7.78%,0,74.21%,-9.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/2/2020,102.52 CHF,,,,,,,,,,78.03%,102.52 CHF,80.00,2.328,20,88.75,107.80,1%,2171%,3.44%,90.14%,3.12%,-7.49%,-7.49%,0,74.21%,-9.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/3/2020,102.20 CHF,,,,,,,,,,78.28%,102.20 CHF,80.00,2.328,20,88.75,107.80,1%,2178%,3.44%,90.14%,3.13%,-7.20%,-7.20%,0,74.21%,-10.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/4/2020,101.56 CHF,,,,,,,,,,78.77%,101.56 CHF,80.00,2.328,20,88.75,107.80,1%,2192%,3.44%,90.14%,3.15%,-6.62%,-6.62%,0,74.21%,-10.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/7/2020,102.24 CHF,,,,,,,,,,78.25%,102.24 CHF,80.00,2.328,20,88.75,107.80,1%,2177%,3.44%,90.14%,3.13%,-7.24%,-7.24%,0,74.21%,-10.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/8/2020,104.64 CHF,,,,,,,,,,76.45%,104.64 CHF,80.00,2.328,20,88.75,107.80,1%,2125%,3.44%,90.14%,3.06%,-9.37%,-9.37%,0,74.21%,-7.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/9/2020,105.04 CHF,,,,,,,,,,76.16%,105.04 CHF,80.00,2.328,20,88.75,107.80,1%,2116%,3.44%,90.14%,3.05%,-9.71%,-9.71%,0,74.21%,-7.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/10/2020,103.56 CHF,,,,,,,,,,77.25%,103.56 CHF,80.00,2.328,20,88.75,107.80,1%,2148%,3.44%,90.14%,3.09%,-8.42%,-8.42%,0,74.21%,-8.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/11/2020,104.88 CHF,,,,,,,,,,76.28%,104.88 CHF,80.00,2.328,20,88.75,107.80,1%,2120%,3.44%,90.14%,3.05%,-9.57%,-9.57%,0,74.21%,-7.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/14/2020,104.00 CHF,,,,,,,,,,76.92%,104.00 CHF,80.00,2.328,20,88.75,107.80,1%,2139%,3.44%,90.14%,3.08%,-8.81%,-8.81%,0,74.21%,-8.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/15/2020,104.48 CHF,,,,,,,,,,76.57%,104.48 CHF,80.00,2.328,20,88.75,107.80,1%,2128%,3.44%,90.14%,3.06%,-9.23%,-9.23%,0,74.21%,-8.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/16/2020,105.00 CHF,,,,,,,,,,76.19%,105.00 CHF,80.00,2.328,20,88.75,107.80,1%,2117%,3.44%,90.14%,3.05%,-9.68%,-9.68%,0,74.21%,-7.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/17/2020,105.36 CHF,,,,,,,,,,75.93%,105.36 CHF,80.00,2.328,20,88.75,107.80,1%,2110%,3.44%,90.14%,3.04%,-9.98%,-9.98%,0,74.21%,-7.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/18/2020,105.72 CHF,,,,,,,,,,75.67%,105.72 CHF,80.00,2.328,20,88.75,107.80,1%,2102%,3.44%,90.14%,3.03%,-10.29%,-10.29%,0,74.21%,-7.03%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/21/2020,104.28 CHF,,,,,,,,,,76.72%,104.28 CHF,80.00,2.328,20,88.75,107.80,1%,2133%,3.44%,90.14%,3.07%,-9.05%,-9.05%,0,74.21%,-8.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/22/2020,105.24 CHF,,,,,,,,,,76.02%,105.24 CHF,80.00,2.328,20,88.75,107.80,1%,2112%,3.44%,90.14%,3.04%,-9.88%,-9.88%,0,74.21%,-7.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/23/2020,105.72 CHF,,,,,,,,,,75.67%,105.72 CHF,80.00,2.328,20,88.75,107.80,1%,2102%,3.44%,90.14%,3.03%,-10.29%,-10.29%,0,74.21%,-7.03%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/28/2020,106.40 CHF,,,,,,,,,,75.19%,106.40 CHF,80.00,2.328,20,88.75,107.80,1%,2088%,3.44%,90.14%,3.01%,-10.86%,-10.86%,0,74.21%,-6.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/29/2020,106.88 CHF,,,,,,,,,,74.85%,106.88 CHF,80.00,2.328,20,88.75,107.80,1%,2078%,3.44%,90.14%,2.99%,-11.26%,-11.26%,0,74.21%,-6.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/30/2020,106.80 CHF,,,,,,,,,,74.91%,106.80 CHF,80.00,2.328,20,88.75,107.80,1%,2080%,3.44%,90.14%,3.00%,-11.20%,-11.20%,0,74.21%,-6.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/4/2021,106.84 CHF,,,,,,,,,,74.88%,106.84 CHF,80.00,2.328,20,88.75,107.80,1%,2079%,3.44%,90.14%,3.00%,-11.23%,-11.23%,0,74.21%,-6.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/5/2021,105.88 CHF,,,,,,,,,,75.56%,105.88 CHF,80.00,2.328,20,88.75,107.80,1%,2099%,3.44%,90.14%,3.02%,-10.43%,-10.43%,0,74.21%,-6.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/6/2021,107.00 CHF,,,,,,,,,,74.77%,107.00 CHF,80.00,2.328,20,88.75,107.80,1%,2076%,3.44%,90.14%,2.99%,-11.36%,-11.36%,0,74.21%,-5.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/7/2021,107.24 CHF,,,,,,,,,,74.60%,107.24 CHF,80.00,2.328,20,88.75,107.80,1%,2071%,3.44%,90.14%,2.98%,-11.56%,-11.56%,0,74.21%,-5.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/8/2021,107.40 CHF,,,,,,,,,,74.49%,107.40 CHF,80.00,2.328,20,88.75,107.80,1%,2068%,3.44%,90.14%,2.98%,-11.69%,-11.69%,0,74.21%,-5.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/11/2021,107.96 CHF,,,,,,,,,,74.10%,107.96 CHF,80.00,2.328,20,88.75,107.80,1%,2057%,3.44%,90.14%,2.96%,-12.15%,-12.15%,0,74.21%,-5.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/12/2021,107.96 CHF,,,,,,,,,,74.10%,107.96 CHF,80.00,2.328,20,88.75,107.80,1%,2057%,3.44%,90.14%,2.96%,-12.15%,-12.15%,0,74.21%,-5.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/13/2021,108.48 CHF,,,,,,,,,,73.75%,108.48 CHF,80.00,2.328,20,88.75,107.80,1%,2046%,3.44%,90.14%,2.95%,-12.57%,-12.57%,0,74.21%,-4.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/14/2021,108.96 CHF,,,,,,,,,,73.42%,108.96 CHF,80.00,2.328,20,88.75,107.80,1%,2037%,3.44%,90.14%,2.94%,-12.96%,-12.96%,0,74.21%,-4.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/15/2021,108.44 CHF,,,,,,,,,,73.77%,108.44 CHF,80.00,2.328,20,88.75,107.80,1%,2047%,3.44%,90.14%,2.95%,-12.54%,-12.54%,0,74.21%,-4.64%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/18/2021,108.88 CHF,,,,,,,,,,73.48%,108.88 CHF,80.00,2.328,20,88.75,107.80,1%,2038%,3.44%,90.14%,2.94%,-12.89%,-12.89%,0,74.21%,-4.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/19/2021,108.12 CHF,,,,,,,,,,73.99%,108.12 CHF,80.00,2.328,20,88.75,107.80,1%,2053%,3.44%,90.14%,2.96%,-12.28%,-12.28%,0,74.21%,-4.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/20/2021,109.32 CHF,,,,,,,,,,73.18%,109.32 CHF,80.00,2.328,20,88.75,107.80,1%,2030%,3.44%,90.14%,2.93%,-13.25%,-13.25%,0,74.21%,-3.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/21/2021,109.68 CHF,,,,,,,,,,72.94%,109.68 CHF,80.00,2.328,20,88.75,107.80,1%,2023%,3.44%,90.14%,2.92%,-13.53%,-13.53%,0,74.21%,-3.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/22/2021,109.56 CHF,,,,,,,,,,73.02%,109.56 CHF,80.00,2.328,20,88.75,107.80,1%,2025%,3.44%,90.14%,2.92%,-13.44%,-13.44%,0,74.21%,-3.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/25/2021,109.88 CHF,,,,,,,,,,72.81%,109.88 CHF,80.00,2.328,20,88.75,107.80,1%,2019%,3.44%,90.14%,2.91%,-13.69%,-13.69%,0,74.21%,-3.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/26/2021,110.60 CHF,,,,,,,,,,72.33%,110.60 CHF,80.00,2.328,20,88.75,107.80,1%,2005%,3.44%,90.14%,2.89%,-14.25%,-14.25%,0,74.21%,-2.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/27/2021,109.80 CHF,,,,,,,,,,72.86%,109.80 CHF,80.00,2.328,20,88.75,107.80,1%,2020%,3.44%,90.14%,2.91%,-13.62%,-13.62%,0,74.21%,-3.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/28/2021,109.36 CHF,,,,,,,,,,73.15%,109.36 CHF,80.00,2.328,20,88.75,107.80,1%,2029%,3.44%,90.14%,2.93%,-13.28%,-13.28%,0,74.21%,-3.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/29/2021,108.36 CHF,,,,,,,,,,73.83%,108.36 CHF,80.00,2.328,20,88.75,107.80,1%,2049%,3.44%,90.14%,2.95%,-12.48%,-12.48%,0,74.21%,-4.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/1/2021,108.28 CHF,,,,,,,,,,73.88%,108.28 CHF,80.00,2.328,20,88.75,107.80,1%,2050%,3.44%,90.14%,2.96%,-12.41%,-12.41%,0,74.21%,-4.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/2/2021,109.04 CHF,,,,,,,,,,73.37%,109.04 CHF,80.00,2.328,20,88.75,107.80,1%,2035%,3.44%,90.14%,2.93%,-13.02%,-13.02%,0,74.21%,-4.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/3/2021,109.08 CHF,,,,,,,,,,73.34%,109.08 CHF,80.00,2.328,20,88.75,107.80,1%,2034%,3.44%,90.14%,2.93%,-13.05%,-13.05%,0,74.21%,-4.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/4/2021,110.20 CHF,,,,,,,,,,72.60%,110.20 CHF,80.00,2.328,20,88.75,107.80,1%,2013%,3.44%,90.14%,2.90%,-13.94%,-13.94%,0,74.21%,-3.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/5/2021,109.36 CHF,,,,,,,,,,73.15%,109.36 CHF,80.00,2.328,20,88.75,107.80,1%,2029%,3.44%,90.14%,2.93%,-13.28%,-13.28%,0,74.21%,-3.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/8/2021,109.64 CHF,,,,,,,,,,72.97%,109.64 CHF,80.00,2.328,20,88.75,107.80,1%,2023%,3.44%,90.14%,2.92%,-13.50%,-13.50%,0,74.21%,-3.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/9/2021,108.92 CHF,,,,,,,,,,73.45%,108.92 CHF,80.00,2.328,20,88.75,107.80,1%,2038%,3.44%,90.14%,2.94%,-12.93%,-12.93%,0,74.21%,-4.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/10/2021,108.92 CHF,,,,,,,,,,73.45%,108.92 CHF,80.00,2.328,20,88.75,107.80,1%,2038%,3.44%,90.14%,2.94%,-12.93%,-12.93%,0,74.21%,-4.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/11/2021,108.28 CHF,,,,,,,,,,73.88%,108.28 CHF,80.00,2.328,20,88.75,107.80,1%,2050%,3.44%,90.14%,2.96%,-12.41%,-12.41%,0,74.21%,-4.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/12/2021,109.16 CHF,,,,,,,,,,73.29%,109.16 CHF,80.00,2.328,20,88.75,107.80,1%,2033%,3.44%,90.14%,2.93%,-13.12%,-13.12%,0,74.21%,-4.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/15/2021,110.44 CHF,,,,,,,,,,72.44%,110.44 CHF,80.00,2.328,20,88.75,107.80,1%,2008%,3.44%,90.14%,2.90%,-14.13%,-14.13%,0,74.21%,-2.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/16/2021,110.60 CHF,,,,,,,,,,72.33%,110.60 CHF,80.00,2.328,20,88.75,107.80,1%,2005%,3.44%,90.14%,2.89%,-14.25%,-14.25%,0,74.21%,-2.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/17/2021,109.80 CHF,,,,,,,,,,72.86%,109.80 CHF,80.00,2.328,20,88.75,107.80,1%,2020%,3.44%,90.14%,2.91%,-13.62%,-13.62%,0,74.21%,-3.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/18/2021,108.60 CHF,,,,,,,,,,73.66%,108.60 CHF,80.00,2.328,20,88.75,107.80,1%,2044%,3.44%,90.14%,2.95%,-12.67%,-12.67%,0,74.21%,-4.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/19/2021,108.20 CHF,,,,,,,,,,73.94%,108.20 CHF,80.00,2.328,20,88.75,107.80,1%,2052%,3.44%,90.14%,2.96%,-12.35%,-12.35%,0,74.21%,-4.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/22/2021,106.04 CHF,,,,,,,,,,75.44%,106.04 CHF,80.00,2.328,20,88.75,107.80,1%,2096%,3.44%,90.14%,3.02%,-10.56%,-10.56%,0,74.21%,-6.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/23/2021,106.32 CHF,,,,,,,,,,75.24%,106.32 CHF,80.00,2.328,20,88.75,107.80,1%,2090%,3.44%,90.14%,3.01%,-10.80%,-10.80%,0,74.21%,-6.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/24/2021,107.00 CHF,,,,,,,,,,74.77%,107.00 CHF,80.00,2.328,20,88.75,107.80,1%,2076%,3.44%,90.14%,2.99%,-11.36%,-11.36%,0,74.21%,-5.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/25/2021,106.48 CHF,,,,,,,,,,75.13%,106.48 CHF,80.00,2.328,20,88.75,107.80,1%,2087%,3.44%,90.14%,3.01%,-10.93%,-10.93%,0,74.21%,-6.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/26/2021,103.80 CHF,,,,,,,,,,77.07%,103.80 CHF,80.00,2.328,20,88.75,107.80,1%,2143%,3.44%,90.14%,3.08%,-8.63%,-8.63%,0,74.21%,-8.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/1/2021,105.68 CHF,,,,,,,,,,75.70%,105.68 CHF,80.00,2.328,20,88.75,107.80,1%,2103%,3.44%,90.14%,3.03%,-10.26%,-10.26%,0,74.21%,-7.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/2/2021,105.84 CHF,,,,,,,,,,75.59%,105.84 CHF,80.00,2.328,20,88.75,107.80,1%,2100%,3.44%,90.14%,3.02%,-10.39%,-10.39%,0,74.21%,-6.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/3/2021,106.08 CHF,,,,,,,,,,75.41%,106.08 CHF,80.00,2.328,20,88.75,107.80,1%,2095%,3.44%,90.14%,3.02%,-10.60%,-10.60%,0,74.21%,-6.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/4/2021,106.00 CHF,,,,,,,,,,75.47%,106.00 CHF,80.00,2.328,20,88.75,107.80,1%,2096%,3.44%,90.14%,3.02%,-10.53%,-10.53%,0,74.21%,-6.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/5/2021,104.64 CHF,,,,,,,,,,76.45%,104.64 CHF,80.00,2.328,20,88.75,107.80,1%,2125%,3.44%,90.14%,3.06%,-9.37%,-9.37%,0,74.21%,-7.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/8/2021,105.52 CHF,,,,,,,,,,75.82%,105.52 CHF,80.00,2.328,20,88.75,107.80,1%,2106%,3.44%,90.14%,3.03%,-10.12%,-10.12%,0,74.21%,-7.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/9/2021,106.84 CHF,,,,,,,,,,74.88%,106.84 CHF,80.00,2.328,20,88.75,107.80,1%,2079%,3.44%,90.14%,3.00%,-11.23%,-11.23%,0,74.21%,-6.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/10/2021,108.20 CHF,,,,,,,,,,73.94%,108.20 CHF,80.00,2.328,20,88.75,107.80,1%,2052%,3.44%,90.14%,2.96%,-12.35%,-12.35%,0,74.21%,-4.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/11/2021,109.04 CHF,,,,,,,,,,73.37%,109.04 CHF,80.00,2.328,20,88.75,107.80,1%,2035%,3.44%,90.14%,2.93%,-13.02%,-13.02%,0,74.21%,-4.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/12/2021,109.24 CHF,,,,,,,,,,73.23%,109.24 CHF,80.00,2.328,20,88.75,107.80,1%,2031%,3.44%,90.14%,2.93%,-13.18%,-13.18%,0,74.21%,-3.94%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/15/2021,109.44 CHF,,,,,,,,,,73.10%,109.44 CHF,80.00,2.328,20,88.75,107.80,1%,2027%,3.44%,90.14%,2.92%,-13.34%,-13.34%,0,74.21%,-3.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/16/2021,108.88 CHF,,,,,,,,,,73.48%,108.88 CHF,80.00,2.328,20,88.75,107.80,1%,2038%,3.44%,90.14%,2.94%,-12.89%,-12.89%,0,74.21%,-4.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/17/2021,109.24 CHF,,,,,,,,,,73.23%,109.24 CHF,80.00,2.328,20,88.75,107.80,1%,2031%,3.44%,90.14%,2.93%,-13.18%,-13.18%,0,74.21%,-3.94%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/18/2021,108.64 CHF,,,,,,,,,,73.64%,108.64 CHF,80.00,2.328,20,88.75,107.80,1%,2043%,3.44%,90.14%,2.95%,-12.70%,-12.70%,0,74.21%,-4.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/19/2021,107.60 CHF,,,,,,,,,,74.35%,107.60 CHF,80.00,2.328,20,88.75,107.80,1%,2064%,3.44%,90.14%,2.97%,-11.86%,-11.86%,0,74.21%,-5.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/22/2021,108.84 CHF,,,,,,,,,,73.50%,108.84 CHF,80.00,2.328,20,88.75,107.80,1%,2039%,3.44%,90.14%,2.94%,-12.86%,-12.86%,0,74.21%,-4.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/23/2021,110.12 CHF,,,,,,,,,,72.65%,110.12 CHF,80.00,2.328,20,88.75,107.80,1%,2014%,3.44%,90.14%,2.91%,-13.88%,-13.88%,0,74.21%,-3.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/24/2021,110.28 CHF,,,,,,,,,,72.54%,110.28 CHF,80.00,2.328,20,88.75,107.80,1%,2011%,3.44%,90.14%,2.90%,-14.00%,-14.00%,0,74.21%,-3.02%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/25/2021,107.72 CHF,,,,,,,,,,74.27%,107.72 CHF,80.00,2.328,20,88.75,107.80,1%,2061%,3.44%,90.14%,2.97%,-11.96%,-11.96%,0,74.21%,-5.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/26/2021,106.64 CHF,,,,,,,,,,75.02%,106.64 CHF,80.00,2.328,20,88.75,107.80,1%,2083%,3.44%,90.14%,3.00%,-11.07%,-11.07%,0,74.21%,-6.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/29/2021,108.16 CHF,,,,,,,,,,73.96%,108.16 CHF,80.00,2.328,20,88.75,107.80,1%,2053%,3.44%,90.14%,2.96%,-12.32%,-12.32%,0,74.21%,-4.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/30/2021,108.80 CHF,,,,,,,,,,73.53%,108.80 CHF,80.00,2.328,20,88.75,107.80,1%,2040%,3.44%,90.14%,2.94%,-12.83%,-12.83%,0,74.21%,-4.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/31/2021,107.24 CHF,,,,,,,,,,74.60%,107.24 CHF,80.00,2.328,20,88.75,107.80,1%,2071%,3.44%,90.14%,2.98%,-11.56%,-11.56%,0,74.21%,-5.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/1/2021,108.56 CHF,,,,,,,,,,73.69%,108.56 CHF,80.00,2.328,20,88.75,107.80,1%,2045%,3.44%,90.14%,2.95%,-12.64%,-12.64%,0,74.21%,-4.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/6/2021,109.24 CHF,,,,,,,,,,73.23%,109.24 CHF,80.00,2.328,20,88.75,107.80,1%,2031%,3.44%,90.14%,2.93%,-13.18%,-13.18%,0,74.21%,-3.94%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/7/2021,108.48 CHF,,,,,,,,,,73.75%,108.48 CHF,80.00,2.328,20,88.75,107.80,1%,2046%,3.44%,90.14%,2.95%,-12.57%,-12.57%,0,74.21%,-4.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/8/2021,109.64 CHF,,,,,,,,,,72.97%,109.64 CHF,80.00,2.328,20,88.75,107.80,1%,2023%,3.44%,90.14%,2.92%,-13.50%,-13.50%,0,74.21%,-3.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/9/2021,110.24 CHF,,,,,,,,,,72.57%,110.24 CHF,80.00,2.328,20,88.75,107.80,1%,2012%,3.44%,90.14%,2.90%,-13.97%,-13.97%,0,74.21%,-3.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/12/2021,109.36 CHF,,,,,,,,,,73.15%,109.36 CHF,80.00,2.328,20,88.75,107.80,1%,2029%,3.44%,90.14%,2.93%,-13.28%,-13.28%,0,74.21%,-3.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/13/2021,108.68 CHF,,,,,,,,,,73.61%,108.68 CHF,80.00,2.328,20,88.75,107.80,1%,2042%,3.44%,90.14%,2.94%,-12.73%,-12.73%,0,74.21%,-4.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/14/2021,107.80 CHF,,,,,,,,,,74.21%,107.80 CHF,80.00,2.328,20,88.75,107.80,1%,2060%,3.44%,90.14%,2.97%,-12.02%,-12.02%,0,74.21%,-5.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/15/2021,107.28 CHF,,,,,,,,,,74.57%,107.28 CHF,80.00,2.328,20,88.75,107.80,1%,2070%,3.44%,90.14%,2.98%,-11.60%,-11.60%,0,74.21%,-5.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/16/2021,108.20 CHF,,,,,,,,,,73.94%,108.20 CHF,80.00,2.328,20,88.75,107.80,1%,2052%,3.44%,90.14%,2.96%,-12.35%,-12.35%,0,74.21%,-4.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/19/2021,109.24 CHF,,,,,,,,,,73.23%,109.24 CHF,80.00,2.328,20,88.75,107.80,1%,2031%,3.44%,90.14%,2.93%,-13.18%,-13.18%,0,74.21%,-3.94%,,,,,,,,,,,,
