,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,,2018,3/9/2018,98.04 CHF,,,7/28/2025,,7/28/2025,,,,,76.50%,98.04 CHF,75.00,2.182,69,83.20,101.06,1%,2126%,3.44%,90.14%,3.26%,-3.26%,152.79%,153,74.21%,-6.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/12/2018,98.84 CHF,,,8/4/2025,,8/4/2025,,,,,75.88%,98.84 CHF,75.00,2.182,69,83.20,101.06,1%,2108%,3.44%,90.14%,3.24%,-4.05%,150.75%,153,74.21%,-6.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/13/2018,97.52 CHF,,,8/11/2025,,8/11/2025,,,,,76.91%,97.52 CHF,75.00,2.182,69,83.20,101.06,1%,2138%,3.44%,90.14%,3.28%,-2.75%,154.14%,153,74.21%,-7.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/14/2018,97.48 CHF,,,8/18/2025,,8/18/2025,,,,,76.94%,97.48 CHF,75.00,2.182,69,83.20,101.06,1%,2139%,3.44%,90.14%,3.28%,-2.71%,154.25%,153,74.21%,-7.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/15/2018,98.28 CHF,,,8/25/2025,,8/25/2025,,,,,76.31%,98.28 CHF,75.00,2.182,69,83.20,101.06,1%,2121%,3.44%,90.14%,3.26%,-3.50%,152.18%,153,74.21%,-6.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/16/2018,98.32 CHF,,,9/1/2025,,9/2/2025,,,,,76.28%,98.32 CHF,75.00,2.182,69,83.20,101.06,1%,2120%,3.44%,90.14%,3.25%,-3.54%,152.07%,153,74.21%,-6.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/19/2018,98.32 CHF,,,9/8/2025,,9/8/2025,,,,,76.28%,98.32 CHF,75.00,2.182,69,83.20,101.06,1%,2120%,3.44%,90.14%,3.25%,-3.54%,152.07%,153,74.21%,-6.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/20/2018,98.08 CHF,,,9/15/2025,,9/15/2025,,,,,76.47%,98.08 CHF,75.00,2.182,69,83.20,101.06,1%,2125%,3.44%,90.14%,3.26%,-3.30%,152.69%,153,74.21%,-6.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/21/2018,95.08 CHF,,,9/22/2025,,9/22/2025,,,,,78.88%,95.08 CHF,75.00,2.182,69,83.20,101.06,1%,2196%,3.44%,90.14%,3.37%,-0.25%,160.66%,153,74.21%,-9.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/22/2018,93.80 CHF,,,9/29/2025,,9/29/2025,,,,,79.96%,93.80 CHF,75.00,2.182,69,83.20,101.06,1%,2227%,3.44%,90.14%,3.41%,1.11%,164.22%,153,74.21%,-10.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/23/2018,92.80 CHF,,,10/6/2025,,10/6/2025,,,,,80.82%,92.80 CHF,75.00,2.182,69,83.20,101.06,0%,2252%,3.44%,90.14%,3.45%,2.20%,167.07%,153,74.21%,-11.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/26/2018,91.72 CHF,,,10/13/2025,,10/13/2025,,,,,81.77%,91.72 CHF,75.00,2.182,69,83.20,101.06,0%,2280%,3.44%,90.14%,3.49%,3.40%,170.21%,153,74.21%,-12.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/27/2018,93.04 CHF,,,10/20/2025,,10/20/2025,,,,,80.61%,93.04 CHF,75.00,2.182,69,83.20,101.06,0%,2246%,3.44%,90.14%,3.44%,1.93%,166.38%,153,74.21%,-11.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/28/2018,93.92 CHF,,,10/27/2025,,10/27/2025,,,,,79.86%,93.92 CHF,75.00,2.182,69,83.20,101.06,1%,2224%,3.44%,90.14%,3.41%,0.98%,163.88%,153,74.21%,-10.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/29/2018,93.92 CHF,,,11/3/2025,,11/3/2025,,,,,79.86%,93.92 CHF,75.00,2.182,69,83.20,101.06,1%,2224%,3.44%,90.14%,3.41%,0.98%,163.88%,153,74.21%,-10.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/3/2018,92.88 CHF,,,11/10/2025,,11/10/2025,,,,,80.75%,92.88 CHF,75.00,2.182,69,83.20,101.06,0%,2250%,3.44%,90.14%,3.45%,2.11%,166.84%,153,74.21%,-11.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/4/2018,92.48 CHF,,,11/17/2025,,11/17/2025,,,,,81.10%,92.48 CHF,75.00,2.182,69,83.20,101.06,0%,2260%,3.44%,90.14%,3.46%,2.55%,167.99%,153,74.21%,-12.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/5/2018,94.60 CHF,,,11/24/2025,,11/24/2025,,,,,79.28%,94.60 CHF,75.00,2.182,69,83.20,101.06,1%,2207%,3.44%,90.14%,3.38%,0.25%,161.99%,153,74.21%,-10.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/6/2018,94.32 CHF,,,12/1/2025,,12/1/2025,,,,,79.52%,94.32 CHF,75.00,2.182,69,83.20,101.06,1%,2214%,3.44%,90.14%,3.39%,0.55%,162.77%,153,74.21%,-10.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/9/2018,94.60 CHF,,,12/8/2025,,12/8/2025,,,,,79.28%,94.60 CHF,75.00,2.182,69,83.20,101.06,1%,2207%,3.44%,90.14%,3.38%,0.25%,161.99%,153,74.21%,-10.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/10/2018,95.48 CHF,,,12/15/2025,,12/15/2025,,,,,78.55%,95.48 CHF,75.00,2.182,69,83.20,101.06,1%,2186%,3.44%,90.14%,3.35%,-0.67%,159.57%,153,74.21%,-9.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/11/2018,94.72 CHF,,,12/22/2025,,12/22/2025,,,,,79.18%,94.72 CHF,75.00,2.182,69,83.20,101.06,1%,2204%,3.44%,90.14%,3.38%,0.13%,161.66%,153,74.21%,-9.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/12/2018,94.92 CHF,,,12/29/2025,,12/29/2025,,,,,79.01%,94.92 CHF,75.00,2.182,69,83.20,101.06,1%,2200%,3.44%,90.14%,3.37%,-0.08%,161.10%,153,74.21%,-9.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/13/2018,95.12 CHF,,,1/5/2026,,1/5/2026,,,,,78.85%,95.12 CHF,75.00,2.182,69,83.20,101.06,1%,2195%,3.44%,90.14%,3.36%,-0.29%,160.56%,153,74.21%,-9.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/16/2018,95.04 CHF,,,1/12/2026,,1/12/2026,,,,,78.91%,95.04 CHF,75.00,2.182,69,83.20,101.06,1%,2197%,3.44%,90.14%,3.37%,-0.21%,160.77%,153,74.21%,-9.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/17/2018,96.08 CHF,,,1/19/2026,,1/20/2026,,,,,78.06%,96.08 CHF,75.00,2.182,69,83.20,101.06,1%,2172%,3.44%,90.14%,3.33%,-1.29%,157.95%,153,74.21%,-8.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/18/2018,96.40 CHF,,,1/26/2026,,1/26/2026,,,,,77.80%,96.40 CHF,75.00,2.182,69,83.20,101.06,1%,2164%,3.44%,90.14%,3.32%,-1.62%,157.10%,153,74.21%,-8.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/19/2018,97.04 CHF,,,2/2/2026,,2/2/2026,,,,,77.29%,97.04 CHF,75.00,2.182,69,83.20,101.06,1%,2149%,3.44%,90.14%,3.30%,-2.27%,155.40%,153,74.21%,-7.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/20/2018,96.64 CHF,,,2/9/2026,,2/9/2026,,,,,77.61%,96.64 CHF,75.00,2.182,69,83.20,101.06,1%,2159%,3.44%,90.14%,3.31%,-1.86%,156.46%,153,74.21%,-8.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/23/2018,96.64 CHF,,,2/16/2026,,2/17/2026,,,,,77.61%,96.64 CHF,75.00,2.182,69,83.20,101.06,1%,2159%,3.44%,90.14%,3.31%,-1.86%,156.46%,153,74.21%,-8.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/24/2018,96.24 CHF,,,2/23/2026,,2/23/2026,,,,,77.93%,96.24 CHF,75.00,2.182,69,83.20,101.06,1%,2168%,3.44%,90.14%,3.33%,-1.45%,157.52%,153,74.21%,-8.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/25/2018,94.68 CHF,,,3/2/2026,,3/2/2026,,,,,79.21%,94.68 CHF,75.00,2.182,69,83.20,101.06,1%,2205%,3.44%,90.14%,3.38%,0.17%,161.77%,153,74.21%,-9.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/26/2018,96.28 CHF,,,3/9/2026,,3/9/2026,,,,,77.90%,96.28 CHF,75.00,2.182,69,83.20,101.06,1%,2167%,3.44%,90.14%,3.32%,-1.50%,157.42%,153,74.21%,-8.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/27/2018,96.76 CHF,,,3/16/2026,,3/16/2026,,,,,77.51%,96.76 CHF,75.00,2.182,69,83.20,101.06,1%,2156%,3.44%,90.14%,3.31%,-1.98%,156.14%,153,74.21%,-7.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/30/2018,96.68 CHF,,,3/23/2026,,3/23/2026,,,,,77.58%,96.68 CHF,75.00,2.182,69,83.20,101.06,1%,2158%,3.44%,90.14%,3.31%,-1.90%,156.35%,153,74.21%,-8.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/2/2018,97.12 CHF,,,3/30/2026,,3/30/2026,,,,,77.22%,97.12 CHF,75.00,2.182,69,83.20,101.06,1%,2147%,3.44%,90.14%,3.29%,-2.35%,155.19%,153,74.21%,-7.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/3/2018,96.92 CHF,,,4/7/2026,,4/6/2026,,,,,77.38%,96.92 CHF,75.00,2.182,69,83.20,101.06,1%,2152%,3.44%,90.14%,3.30%,-2.15%,155.72%,153,74.21%,-7.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/4/2018,97.48 CHF,,,4/13/2026,,4/13/2026,,,,,76.94%,97.48 CHF,75.00,2.182,69,83.20,101.06,1%,2139%,3.44%,90.14%,3.28%,-2.71%,154.25%,153,74.21%,-7.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/7/2018,98.24 CHF,,,4/20/2026,,4/20/2026,,,,,76.34%,98.24 CHF,75.00,2.182,69,83.20,101.06,1%,2122%,3.44%,90.14%,3.26%,-3.46%,152.28%,153,74.21%,-6.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/8/2018,99.28 CHF,,,4/27/2026,,4/27/2026,,,,,75.54%,99.28 CHF,75.00,2.182,69,83.20,101.06,1%,2099%,3.44%,90.14%,3.22%,-4.47%,149.64%,153,74.21%,-5.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/9/2018,100.24 CHF,,,5/4/2026,,5/4/2026,,,,,74.82%,100.24 CHF,75.00,2.182,69,83.20,101.06,1%,2077%,3.44%,90.14%,3.19%,-5.39%,147.25%,153,74.21%,-4.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/11/2018,100.60 CHF,,,5/11/2026,,5/11/2026,,,,,74.55%,100.60 CHF,75.00,2.182,69,83.20,101.06,1%,2070%,3.44%,90.14%,3.18%,-5.73%,146.36%,153,74.21%,-4.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/14/2018,100.36 CHF,,,5/18/2026,,5/18/2026,,,,,74.73%,100.36 CHF,75.00,2.182,69,83.20,101.06,1%,2075%,3.44%,90.14%,3.19%,-5.50%,146.95%,153,74.21%,-4.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/15/2018,99.60 CHF,,,5/26/2026,,5/26/2026,,,,,75.30%,99.60 CHF,75.00,2.182,69,83.20,101.06,1%,2091%,3.44%,90.14%,3.21%,-4.78%,148.84%,153,74.21%,-5.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/16/2018,100.00 CHF,,,6/1/2026,,6/1/2026,,,,,75.00%,100.00 CHF,75.00,2.182,69,83.20,101.06,1%,2083%,3.44%,90.14%,3.20%,-5.16%,147.84%,153,74.21%,-4.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/17/2018,101.08 CHF,,,6/8/2026,,6/8/2026,,,,,74.20%,101.08 CHF,75.00,2.182,69,83.20,101.06,1%,2059%,3.44%,90.14%,3.17%,-6.17%,145.19%,153,74.21%,-3.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/18/2018,102.36 CHF,,,6/15/2026,,6/15/2026,,,,,73.27%,102.36 CHF,75.00,2.182,69,83.20,101.06,1%,2032%,3.44%,90.14%,3.13%,-7.35%,142.13%,153,74.21%,-2.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/22/2018,102.80 CHF,,,6/22/2026,,6/22/2026,,,,,72.96%,102.80 CHF,75.00,2.182,69,83.20,101.06,1%,2023%,3.44%,90.14%,3.11%,-7.74%,141.09%,153,74.21%,-2.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/23/2018,101.64 CHF,,,6/29/2026,,6/29/2026,,,,,73.79%,101.64 CHF,75.00,2.182,69,83.20,101.06,1%,2047%,3.44%,90.14%,3.15%,-6.69%,143.84%,153,74.21%,-3.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/24/2018,101.84 CHF,,,7/6/2026,,7/6/2026,,,,,73.64%,101.84 CHF,75.00,2.182,69,83.20,101.06,1%,2043%,3.44%,90.14%,3.14%,-6.87%,143.36%,153,74.21%,-3.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/25/2018,102.76 CHF,,,7/13/2026,,7/13/2026,,,,,72.99%,102.76 CHF,75.00,2.182,69,83.20,101.06,1%,2024%,3.44%,90.14%,3.11%,-7.71%,141.18%,153,74.21%,-2.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/28/2018,102.92 CHF,,,7/20/2026,,7/20/2026,,,,,72.87%,102.92 CHF,75.00,2.182,69,83.20,101.06,1%,2021%,3.44%,90.14%,3.11%,-7.85%,140.81%,153,74.21%,-2.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/29/2018,102.80 CHF,,,7/27/2026,,7/27/2026,,,,,72.96%,102.80 CHF,75.00,2.182,69,83.20,101.06,1%,2023%,3.44%,90.14%,3.11%,-7.74%,141.09%,153,74.21%,-2.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/30/2018,102.04 CHF,,,,,,,,,,73.50%,102.04 CHF,75.00,2.182,69,83.20,101.06,1%,2039%,3.44%,90.14%,3.14%,-7.06%,142.89%,153,74.21%,-2.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/31/2018,101.96 CHF,,,,,,,,,,73.56%,101.96 CHF,75.00,2.182,69,83.20,101.06,1%,2041%,3.44%,90.14%,3.14%,-6.98%,143.08%,153,74.21%,-3.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/1/2018,104.04 CHF,,,,,,,,,,72.09%,104.04 CHF,75.00,2.182,69,83.20,101.06,1%,1998%,3.44%,90.14%,3.08%,-8.84%,138.22%,153,74.21%,-1.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/4/2018,104.20 CHF,,,,,,,,,,71.98%,104.20 CHF,75.00,2.182,69,83.20,101.06,1%,1995%,3.44%,90.14%,3.07%,-8.98%,137.85%,153,74.21%,-0.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/5/2018,103.80 CHF,,,,,,,,,,72.25%,103.80 CHF,75.00,2.182,69,83.20,101.06,1%,2003%,3.44%,90.14%,3.08%,-8.63%,138.77%,153,74.21%,-1.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/6/2018,104.52 CHF,,,,,,,,,,71.76%,104.52 CHF,75.00,2.182,69,83.20,101.06,1%,1988%,3.44%,90.14%,3.06%,-9.26%,137.12%,153,74.21%,-0.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/7/2018,104.12 CHF,,,,,,,,,,72.03%,104.12 CHF,75.00,2.182,69,83.20,101.06,1%,1996%,3.44%,90.14%,3.07%,-8.91%,138.03%,153,74.21%,-0.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/8/2018,104.44 CHF,,,,,,,,,,71.81%,104.44 CHF,75.00,2.182,69,83.20,101.06,1%,1990%,3.44%,90.14%,3.06%,-9.19%,137.30%,153,74.21%,-0.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/11/2018,105.80 CHF,,,,,,,,,,70.89%,105.80 CHF,75.00,2.182,69,83.20,101.06,1%,1963%,3.44%,90.14%,3.02%,-10.36%,134.25%,153,74.21%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/12/2018,106.16 CHF,,,,,,,,,,70.65%,106.16 CHF,75.00,2.182,69,83.20,101.06,1%,1956%,3.44%,90.14%,3.01%,-10.66%,133.46%,153,74.21%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/13/2018,105.12 CHF,,,,,,,,,,71.35%,105.12 CHF,75.00,2.182,69,83.20,101.06,1%,1976%,3.44%,90.14%,3.04%,-9.78%,135.77%,153,74.21%,-0.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/14/2018,106.60 CHF,,,,,,,,,,70.36%,106.60 CHF,75.00,2.182,69,83.20,101.06,1%,1948%,3.44%,90.14%,3.00%,-11.03%,132.50%,153,74.21%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/15/2018,105.12 CHF,,,,,,,,,,71.35%,105.12 CHF,75.00,2.182,69,83.20,101.06,1%,1976%,3.44%,90.14%,3.04%,-9.78%,135.77%,153,74.21%,-1.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/18/2018,104.28 CHF,,,,,,,,,,71.92%,104.28 CHF,75.00,2.182,69,83.20,101.06,1%,1993%,3.44%,90.14%,3.07%,-9.05%,137.67%,153,74.21%,-2.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/19/2018,102.20 CHF,,,,,,,,,,73.39%,102.20 CHF,75.00,2.182,69,83.20,101.06,1%,2036%,3.44%,90.14%,3.13%,-7.20%,142.50%,153,74.21%,-4.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/20/2018,102.92 CHF,,,,,,,,,,72.87%,102.92 CHF,75.00,2.182,69,83.20,101.06,1%,2021%,3.44%,90.14%,3.11%,-7.85%,140.81%,153,74.21%,-3.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/21/2018,102.00 CHF,,,,,,,,,,73.53%,102.00 CHF,75.00,2.182,69,83.20,101.06,1%,2040%,3.44%,90.14%,3.14%,-7.02%,142.98%,153,74.21%,-4.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/22/2018,103.76 CHF,,,,,,,,,,72.28%,103.76 CHF,75.00,2.182,69,83.20,101.06,1%,2004%,3.44%,90.14%,3.08%,-8.60%,138.86%,153,74.21%,-2.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/25/2018,101.60 CHF,,,,,,,,,,73.82%,101.60 CHF,75.00,2.182,69,83.20,101.06,1%,2048%,3.44%,90.14%,3.15%,-6.65%,143.94%,153,74.21%,-4.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/26/2018,102.32 CHF,,,,,,,,,,73.30%,102.32 CHF,75.00,2.182,69,83.20,101.06,1%,2033%,3.44%,90.14%,3.13%,-7.31%,142.22%,153,74.21%,-4.02%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/27/2018,104.80 CHF,,,,,,,,,,71.56%,104.80 CHF,75.00,2.182,69,83.20,101.06,1%,1983%,3.44%,90.14%,3.05%,-9.50%,136.49%,153,74.21%,-1.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/28/2018,103.64 CHF,,,,,,,,,,72.37%,103.64 CHF,75.00,2.182,69,83.20,101.06,1%,2006%,3.44%,90.14%,3.09%,-8.49%,139.14%,153,74.21%,-2.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/29/2018,105.68 CHF,,,,,,,,,,70.97%,105.68 CHF,75.00,2.182,69,83.20,101.06,1%,1965%,3.44%,90.14%,3.03%,-10.26%,134.52%,153,74.21%,-0.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/2/2018,104.24 CHF,,,,,,,,,,71.95%,104.24 CHF,75.00,2.182,69,83.20,101.06,1%,1994%,3.44%,90.14%,3.07%,-9.02%,137.76%,153,74.21%,-2.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/3/2018,105.40 CHF,,,,,,,,,,71.16%,105.40 CHF,75.00,2.182,69,83.20,101.06,1%,1971%,3.44%,90.14%,3.04%,-10.02%,135.14%,153,74.21%,-1.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/4/2018,104.68 CHF,,,,,,,,,,71.65%,104.68 CHF,75.00,2.182,69,83.20,101.06,1%,1985%,3.44%,90.14%,3.06%,-9.40%,136.76%,153,74.21%,-1.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/5/2018,104.92 CHF,,,,,,,,,,71.48%,104.92 CHF,75.00,2.182,69,83.20,101.06,1%,1980%,3.44%,90.14%,3.05%,-9.61%,136.22%,153,74.21%,-1.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/6/2018,104.92 CHF,,,,,,,,,,71.48%,104.92 CHF,75.00,2.182,69,83.20,101.06,1%,1980%,3.44%,90.14%,3.05%,-9.61%,136.22%,153,74.21%,-1.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/9/2018,106.08 CHF,,,,,,,,,,70.70%,106.08 CHF,75.00,2.182,69,83.20,101.06,1%,1958%,3.44%,90.14%,3.02%,-10.60%,133.63%,153,74.21%,-0.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/10/2018,107.32 CHF,,,,,,,,,,69.88%,107.32 CHF,75.00,2.182,69,83.20,101.06,1%,1934%,3.44%,90.14%,2.98%,-11.63%,130.94%,153,74.21%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/11/2018,105.84 CHF,,,,,,,,,,70.86%,105.84 CHF,75.00,2.182,69,83.20,101.06,1%,1962%,3.44%,90.14%,3.02%,-10.39%,134.16%,153,74.21%,-1.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/12/2018,106.48 CHF,,,,,,,,,,70.44%,106.48 CHF,75.00,2.182,69,83.20,101.06,1%,1950%,3.44%,90.14%,3.01%,-10.93%,132.76%,153,74.21%,-0.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/13/2018,106.28 CHF,,,,,,,,,,70.57%,106.28 CHF,75.00,2.182,69,83.20,101.06,1%,1954%,3.44%,90.14%,3.01%,-10.76%,133.20%,153,74.21%,-0.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/16/2018,105.48 CHF,,,,,,,,,,71.10%,105.48 CHF,75.00,2.182,69,83.20,101.06,1%,1969%,3.44%,90.14%,3.03%,-10.09%,134.96%,153,74.21%,-1.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/17/2018,104.60 CHF,,,,,,,,,,71.70%,104.60 CHF,75.00,2.182,69,83.20,101.06,1%,1987%,3.44%,90.14%,3.06%,-9.33%,136.94%,153,74.21%,-2.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/18/2018,100.72 CHF,,,,,,,,,,74.46%,100.72 CHF,75.00,2.182,69,83.20,101.06,1%,2067%,3.44%,90.14%,3.18%,-5.84%,146.07%,153,74.21%,-6.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/19/2018,100.52 CHF,,,,,,,,,,74.61%,100.52 CHF,75.00,2.182,69,83.20,101.06,1%,2071%,3.44%,90.14%,3.18%,-5.65%,146.56%,153,74.21%,-6.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/20/2018,102.08 CHF,,,,,,,,,,73.47%,102.08 CHF,75.00,2.182,69,83.20,101.06,1%,2038%,3.44%,90.14%,3.13%,-7.09%,142.79%,153,74.21%,-4.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/23/2018,101.76 CHF,,,,,,,,,,73.70%,101.76 CHF,75.00,2.182,69,83.20,101.06,1%,2045%,3.44%,90.14%,3.14%,-6.80%,143.55%,153,74.21%,-5.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/24/2018,102.76 CHF,,,,,,,,,,72.99%,102.76 CHF,75.00,2.182,69,83.20,101.06,1%,2024%,3.44%,90.14%,3.11%,-7.71%,141.18%,153,74.21%,-4.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/25/2018,103.08 CHF,,,,,,,,,,72.76%,103.08 CHF,75.00,2.182,69,83.20,101.06,1%,2017%,3.44%,90.14%,3.10%,-7.99%,140.43%,153,74.21%,-3.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/26/2018,104.20 CHF,,,,,,,,,,71.98%,104.20 CHF,75.00,2.182,69,83.20,101.06,1%,1995%,3.44%,90.14%,3.07%,-8.98%,137.85%,153,74.21%,-2.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/27/2018,103.88 CHF,,,,,,,,,,72.20%,103.88 CHF,75.00,2.182,69,83.20,101.06,1%,2001%,3.44%,90.14%,3.08%,-8.70%,138.58%,153,74.21%,-3.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/30/2018,103.60 CHF,,,,,,,,,,72.39%,103.60 CHF,75.00,2.182,69,83.20,101.06,1%,2007%,3.44%,90.14%,3.09%,-8.46%,139.23%,153,74.21%,-3.47%,,,,,,,,,,,,
