,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,DWHT LN,Dewhurst Group PLC,,,,,,,,,,4%,140%,$    850.00,$       800.00,$   1.088,24,$       2.710,00,$  2.037,74,2.31%,0.74%,1.37%,2.73%,54.55%,62.95%,179%,,,,,,,NO,,,2.07%,0.56%,1.51%,0.02%,75
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,0.00%,,Dewhurst Group PLC - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,90%,NO,1.88%,11/10/2017,,,,,,,,,,$   1.088,24,28%,1.76%,$  2.037,74,$       725.49,$          550.00,$       533.33,0.50%,1.88%,1.38%,0.55%,-68.63%,-68.63%,-12%,,,,5Y CAGR,2.13%,,Dewhurst Group PLC - Returns (%),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10Y CAGR,4.14%,,Dewhurst Group PLC - Yield On Cost (YOC),,,,,,,
,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,Dewhurst Group PLC - Rating: 4% - Upside: 140%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2020,5/4/2020,825.00,,,,,,,,,,1.58%,825.00,13.00,1.766,04,693.33,943.14,12%,114%,0.74%,1.88%,1.82%,3.03%,3.03%,0,1.38%,-32.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/5/2020,825.00,,,,,,,,,,1.58%,825.00,13.00,1.766,04,693.33,943.14,12%,114%,0.74%,1.88%,1.82%,3.03%,3.03%,0,1.38%,-32.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/6/2020,812.50,,,,,,,,,,1.60%,812.50,13.00,1.766,04,693.33,943.14,11%,117%,0.74%,1.88%,1.85%,4.62%,4.62%,0,1.38%,-33.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/7/2020,812.50,,,,,,,,,,1.60%,812.50,13.00,1.766,04,693.33,943.14,11%,117%,0.74%,1.88%,1.85%,4.62%,4.62%,0,1.38%,-33.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/8/2020,,,,,,,,,,,1.60%,812.50,13.00,1.766,04,693.33,943.14,11%,117%,0.74%,1.88%,1.85%,4.62%,4.62%,0,1.38%,-33.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/11/2020,812.50,,,,,,,,,,1.60%,812.50,13.00,1.766,04,693.33,943.14,11%,117%,0.74%,1.88%,1.85%,4.62%,4.62%,0,1.38%,-33.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/12/2020,812.50,,,,,,,,,,1.60%,812.50,13.00,1.766,04,693.33,943.14,11%,117%,0.74%,1.88%,1.85%,4.62%,4.62%,0,1.38%,-33.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/13/2020,812.50,,,,,,,,,,1.60%,812.50,13.00,1.766,04,693.33,943.14,11%,117%,0.74%,1.88%,1.85%,4.62%,4.62%,0,1.38%,-33.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/14/2020,812.50,,,,,,,,,,1.60%,812.50,13.00,1.766,04,693.33,943.14,11%,117%,0.74%,1.88%,1.85%,4.62%,4.62%,0,1.38%,-33.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/15/2020,812.50,,,,,,,,,,1.60%,812.50,13.00,1.766,04,693.33,943.14,11%,117%,0.74%,1.88%,1.85%,4.62%,4.62%,0,1.38%,-33.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/18/2020,812.50,,,,,,,,,,1.60%,812.50,13.00,1.766,04,693.33,943.14,11%,117%,0.74%,1.88%,1.85%,4.62%,4.62%,0,1.38%,-33.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/19/2020,812.50,,,,,,,,,,1.60%,812.50,13.00,1.766,04,693.33,943.14,11%,117%,0.74%,1.88%,1.85%,4.62%,4.62%,0,1.38%,-33.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/20/2020,812.50,,,,,,,,,,1.60%,812.50,13.00,1.766,04,693.33,943.14,11%,117%,0.74%,1.88%,1.85%,4.62%,4.62%,0,1.38%,-33.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/21/2020,812.50,,,,,,,,,,1.60%,812.50,13.00,1.766,04,693.33,943.14,11%,117%,0.74%,1.88%,1.85%,4.62%,4.62%,0,1.38%,-33.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/22/2020,812.50,,,,,,,,,,1.60%,812.50,13.00,1.766,04,693.33,943.14,11%,117%,0.74%,1.88%,1.85%,4.62%,4.62%,0,1.38%,-33.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/25/2020,,,,,,,,,,,1.60%,812.50,13.00,1.766,04,693.33,943.14,11%,117%,0.74%,1.88%,1.85%,4.62%,4.62%,0,1.38%,-33.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/26/2020,812.50,,,,,,,,,,1.60%,812.50,13.00,1.766,04,693.33,943.14,11%,117%,0.74%,1.88%,1.85%,4.62%,4.62%,0,1.38%,-33.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/27/2020,825.00,,,,,,,,,,1.58%,825.00,13.00,1.766,04,693.33,943.14,12%,114%,0.74%,1.88%,1.82%,3.03%,3.03%,0,1.38%,-32.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/28/2020,825.00,,,,,,,,,,1.58%,825.00,13.00,1.766,04,693.33,943.14,12%,114%,0.74%,1.88%,1.82%,3.03%,3.03%,0,1.38%,-32.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/29/2020,850.00,,,,,,,,,,1.53%,850.00,13.00,1.766,04,693.33,943.14,15%,108%,0.74%,1.88%,1.76%,0.00%,0.00%,0,1.38%,-30.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/1/2020,850.00,,,,,,,,,,1.53%,850.00,13.00,1.766,04,693.33,943.14,15%,108%,0.74%,1.88%,1.76%,0.00%,0.00%,0,1.38%,-30.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/2/2020,850.00,,,,,,,,,,1.53%,850.00,13.00,1.766,04,693.33,943.14,15%,108%,0.74%,1.88%,1.76%,0.00%,0.00%,0,1.38%,-30.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/3/2020,875.00,,,,,,,,,,1.49%,875.00,13.00,1.766,04,693.33,943.14,17%,102%,0.74%,1.88%,1.71%,-2.86%,-2.86%,0,1.38%,-28.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/4/2020,907.50,,,,,,,,,,1.43%,907.50,13.00,1.766,04,693.33,943.14,20%,95%,0.74%,1.88%,1.65%,-6.34%,-6.34%,0,1.38%,-25.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/5/2020,907.50,,,,,,,,,,1.43%,907.50,13.00,1.766,04,693.33,943.14,20%,95%,0.74%,1.88%,1.65%,-6.34%,-6.34%,0,1.38%,-25.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/8/2020,907.50,,,,,,,,,,1.43%,907.50,13.00,1.766,04,693.33,943.14,20%,95%,0.74%,1.88%,1.65%,-6.34%,-6.34%,0,1.38%,-25.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/9/2020,907.50,,,,,,,,,,1.43%,907.50,13.00,1.766,04,693.33,943.14,20%,95%,0.74%,1.88%,1.65%,-6.34%,-6.34%,0,1.38%,-25.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/10/2020,907.50,,,,,,,,,,1.43%,907.50,13.00,1.766,04,693.33,943.14,20%,95%,0.74%,1.88%,1.65%,-6.34%,-6.34%,0,1.38%,-25.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/11/2020,907.50,,,,,,,,,,1.43%,907.50,13.00,1.766,04,693.33,943.14,20%,95%,0.74%,1.88%,1.65%,-6.34%,-6.34%,0,1.38%,-25.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/12/2020,907.50,,,,,,,,,,1.43%,907.50,13.00,1.766,04,693.33,943.14,20%,95%,0.74%,1.88%,1.65%,-6.34%,-6.34%,0,1.38%,-25.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/15/2020,892.50,,,,,,,,,,1.46%,892.50,13.00,1.766,04,693.33,943.14,19%,98%,0.74%,1.88%,1.68%,-4.76%,-4.76%,0,1.38%,-27.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/16/2020,892.50,,,,,,,,,,1.46%,892.50,13.00,1.766,04,693.33,943.14,19%,98%,0.74%,1.88%,1.68%,-4.76%,-4.76%,0,1.38%,-27.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/17/2020,892.50,,,,,,,,,,1.46%,892.50,13.00,1.766,04,693.33,943.14,19%,98%,0.74%,1.88%,1.68%,-4.76%,-4.76%,0,1.38%,-27.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/18/2020,922.50,,,,,,,,,,1.41%,922.50,13.00,1.766,04,693.33,943.14,21%,91%,0.74%,1.88%,1.63%,-7.86%,-7.86%,0,1.38%,-24.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/19/2020,925.00,,,,,,,,,,1.41%,925.00,13.00,1.766,04,693.33,943.14,22%,91%,0.74%,1.88%,1.62%,-8.11%,-8.11%,0,1.38%,-24.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/22/2020,900.00,,,,,,,,,,1.44%,900.00,13.00,1.766,04,693.33,943.14,19%,96%,0.74%,1.88%,1.67%,-5.56%,-5.56%,0,1.38%,-26.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/23/2020,900.00,,,,,,,,,,1.44%,900.00,13.00,1.766,04,693.33,943.14,19%,96%,0.74%,1.88%,1.67%,-5.56%,-5.56%,0,1.38%,-26.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/24/2020,900.00,,,,,,,,,,1.44%,900.00,13.00,1.766,04,693.33,943.14,19%,96%,0.74%,1.88%,1.67%,-5.56%,-5.56%,0,1.38%,-26.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/25/2020,900.00,,,,,,,,,,1.44%,900.00,13.00,1.766,04,693.33,943.14,19%,96%,0.74%,1.88%,1.67%,-5.56%,-5.56%,0,1.38%,-26.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/26/2020,900.00,,,,,,,,,,1.44%,900.00,13.00,1.766,04,693.33,943.14,19%,96%,0.74%,1.88%,1.67%,-5.56%,-5.56%,0,1.38%,-26.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/29/2020,900.00,,,,,,,,,,1.44%,900.00,13.00,1.766,04,693.33,943.14,19%,96%,0.74%,1.88%,1.67%,-5.56%,-5.56%,0,1.38%,-26.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/30/2020,900.00,,,,,,,,,,1.44%,900.00,13.00,1.766,04,693.33,943.14,19%,96%,0.74%,1.88%,1.67%,-5.56%,-5.56%,0,1.38%,-26.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/1/2020,900.00,,,,,,,,,,1.44%,900.00,13.00,1.766,04,693.33,943.14,19%,96%,0.74%,1.88%,1.67%,-5.56%,-5.56%,0,1.38%,-26.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/2/2020,900.00,,,,,,,,,,1.44%,900.00,13.00,1.766,04,693.33,943.14,19%,96%,0.74%,1.88%,1.67%,-5.56%,-5.56%,0,1.38%,-26.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/3/2020,900.00,,,,,,,,,,1.44%,900.00,13.00,1.766,04,693.33,943.14,19%,96%,0.74%,1.88%,1.67%,-5.56%,-5.56%,0,1.38%,-26.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/6/2020,900.00,,,,,,,,,,1.44%,900.00,13.00,1.766,04,693.33,943.14,19%,96%,0.74%,1.88%,1.67%,-5.56%,-5.56%,0,1.38%,-26.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/7/2020,900.00,,,,,,,,,,1.44%,900.00,13.00,1.766,04,693.33,943.14,19%,96%,0.74%,1.88%,1.67%,-5.56%,-5.56%,0,1.38%,-26.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/8/2020,900.00,,,,,,,,,,1.44%,900.00,13.00,1.766,04,693.33,943.14,19%,96%,0.74%,1.88%,1.67%,-5.56%,-5.56%,0,1.38%,-26.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/9/2020,900.00,,,,,,,,,,1.44%,900.00,13.00,1.766,04,693.33,943.14,19%,96%,0.74%,1.88%,1.67%,-5.56%,-5.56%,0,1.38%,-26.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/10/2020,892.50,,,,,,,,,,1.46%,892.50,13.00,1.766,04,693.33,943.14,19%,98%,0.74%,1.88%,1.68%,-4.76%,-4.76%,0,1.38%,-27.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/13/2020,892.50,,,,,,,,,,1.46%,892.50,13.00,1.766,04,693.33,943.14,19%,98%,0.74%,1.88%,1.68%,-4.76%,-4.76%,0,1.38%,-27.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/14/2020,892.50,,,,,,,,,,1.46%,892.50,13.00,1.766,04,693.33,943.14,19%,98%,0.74%,1.88%,1.68%,-4.76%,-4.76%,0,1.38%,-27.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/15/2020,892.50,,,,,,,,,,1.46%,892.50,13.00,1.766,04,693.33,943.14,19%,98%,0.74%,1.88%,1.68%,-4.76%,-4.76%,0,1.38%,-27.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/16/2020,892.50,,,,,,,,,,1.46%,892.50,13.00,1.766,04,693.33,943.14,19%,98%,0.74%,1.88%,1.68%,-4.76%,-4.76%,0,1.38%,-27.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/17/2020,892.50,,,,,,,,,,1.46%,892.50,13.00,1.766,04,693.33,943.14,19%,98%,0.74%,1.88%,1.68%,-4.76%,-4.76%,0,1.38%,-27.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/20/2020,892.50,,,,,,,,,,1.46%,892.50,13.00,1.766,04,693.33,943.14,19%,98%,0.74%,1.88%,1.68%,-4.76%,-4.76%,0,1.38%,-27.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/21/2020,892.50,,,,,,,,,,1.46%,892.50,13.00,1.766,04,693.33,943.14,19%,98%,0.74%,1.88%,1.68%,-4.76%,-4.76%,0,1.38%,-27.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/22/2020,892.50,,,,,,,,,,1.46%,892.50,13.00,1.766,04,693.33,943.14,19%,98%,0.74%,1.88%,1.68%,-4.76%,-4.76%,0,1.38%,-27.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/23/2020,892.50,,,,,,,,,,1.46%,892.50,13.00,1.766,04,693.33,943.14,19%,98%,0.74%,1.88%,1.68%,-4.76%,-4.76%,0,1.38%,-27.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/24/2020,892.50,,,,,,,,,,1.46%,892.50,13.00,1.766,04,693.33,943.14,19%,98%,0.74%,1.88%,1.68%,-4.76%,-4.76%,0,1.38%,-27.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/27/2020,892.50,,,,,,,,,,1.46%,892.50,13.00,1.766,04,693.33,943.14,19%,98%,0.74%,1.88%,1.68%,-4.76%,-4.76%,0,1.38%,-27.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/28/2020,892.50,,,,,,,,,,1.46%,892.50,13.00,1.766,04,693.33,943.14,19%,98%,0.74%,1.88%,1.68%,-4.76%,-4.76%,0,1.38%,-27.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/29/2020,892.50,,,,,,,,,,1.46%,892.50,13.00,1.766,04,693.33,943.14,19%,98%,0.74%,1.88%,1.68%,-4.76%,-4.76%,0,1.38%,-27.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/30/2020,892.50,,,,,,,,,,1.46%,892.50,13.00,1.766,04,693.33,943.14,19%,98%,0.74%,1.88%,1.68%,-4.76%,-4.76%,0,1.38%,-27.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/31/2020,892.50,,,,,,,,,,1.46%,892.50,13.00,1.766,04,693.33,943.14,19%,98%,0.74%,1.88%,1.68%,-4.76%,-4.76%,0,1.38%,-27.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/3/2020,892.50,,,,,,,,,,1.46%,892.50,13.00,1.766,04,693.33,943.14,19%,98%,0.74%,1.88%,1.68%,-4.76%,-4.76%,0,1.38%,-27.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/4/2020,892.50,,,,,,,,,,1.46%,892.50,13.00,1.766,04,693.33,943.14,19%,98%,0.74%,1.88%,1.68%,-4.76%,-4.76%,0,1.38%,-27.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/5/2020,892.50,,,,,,,,,,1.46%,892.50,13.00,1.766,04,693.33,943.14,19%,98%,0.74%,1.88%,1.68%,-4.76%,-4.76%,0,1.38%,-27.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/6/2020,892.50,,,,,,,,,,1.46%,892.50,13.00,1.766,04,693.33,943.14,19%,98%,0.74%,1.88%,1.68%,-4.76%,-4.76%,0,1.38%,-27.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/7/2020,905.00,,,,,,,,,,1.44%,905.00,13.00,1.766,04,693.33,943.14,20%,95%,0.74%,1.88%,1.66%,-6.08%,-6.08%,0,1.38%,-26.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/10/2020,960.00,,,,,,,,,,1.35%,960.00,13.00,1.766,04,693.33,943.14,25%,84%,0.74%,1.88%,1.56%,-11.46%,-11.46%,0,1.38%,-21.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/11/2020,935.00,,,,,,,,,,1.39%,935.00,13.00,1.766,04,693.33,943.14,23%,89%,0.74%,1.88%,1.60%,-9.09%,-9.09%,0,1.38%,-23.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/12/2020,935.00,,,,,,,,,,1.39%,935.00,13.00,1.766,04,693.33,943.14,23%,89%,0.74%,1.88%,1.60%,-9.09%,-9.09%,0,1.38%,-23.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/13/2020,935.00,,,,,,,,,,1.39%,935.00,13.00,1.766,04,693.33,943.14,23%,89%,0.74%,1.88%,1.60%,-9.09%,-9.09%,0,1.38%,-23.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/14/2020,935.00,,,,,,,,,,1.39%,935.00,13.00,1.766,04,693.33,943.14,23%,89%,0.74%,1.88%,1.60%,-9.09%,-9.09%,0,1.38%,-23.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/17/2020,935.00,,,,,,,,,,1.39%,935.00,13.00,1.766,04,693.33,943.14,23%,89%,0.74%,1.88%,1.60%,-9.09%,-9.09%,0,1.38%,-23.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/18/2020,940.00,,,,,,,,,,1.38%,940.00,13.00,1.766,04,693.33,943.14,23%,88%,0.74%,1.88%,1.60%,-9.57%,-9.57%,0,1.38%,-23.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/19/2020,940.00,,,,,,,,,,1.38%,940.00,13.00,1.766,04,693.33,943.14,23%,88%,0.74%,1.88%,1.60%,-9.57%,-9.57%,0,1.38%,-23.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/20/2020,940.00,,,,,,,,,,1.38%,940.00,13.00,1.766,04,693.33,943.14,23%,88%,0.74%,1.88%,1.60%,-9.57%,-9.57%,0,1.38%,-23.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/21/2020,940.00,,,,,,,,,,1.38%,940.00,13.00,1.766,04,693.33,943.14,23%,88%,0.74%,1.88%,1.60%,-9.57%,-9.57%,0,1.38%,-23.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/24/2020,940.00,,,,,,,,,,1.38%,940.00,13.00,1.766,04,693.33,943.14,23%,88%,0.74%,1.88%,1.60%,-9.57%,-9.57%,0,1.38%,-23.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/25/2020,940.00,,,,,,,,,,1.38%,940.00,13.00,1.766,04,693.33,943.14,23%,88%,0.74%,1.88%,1.60%,-9.57%,-9.57%,0,1.38%,-23.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/26/2020,940.00,,,,,,,,,,1.38%,940.00,13.00,1.766,04,693.33,943.14,23%,88%,0.74%,1.88%,1.60%,-9.57%,-9.57%,0,1.38%,-23.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/27/2020,940.00,,,,,,,,,,1.38%,940.00,13.00,1.766,04,693.33,943.14,23%,88%,0.74%,1.88%,1.60%,-9.57%,-9.57%,0,1.38%,-23.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/28/2020,940.00,,,,,,,,,,1.38%,940.00,13.00,1.766,04,693.33,943.14,23%,88%,0.74%,1.88%,1.60%,-9.57%,-9.57%,0,1.38%,-23.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/31/2020,,,,,,,,,,,1.38%,940.00,13.00,1.766,04,693.33,943.14,23%,88%,0.74%,1.88%,1.60%,-9.57%,-9.57%,0,1.38%,-23.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/1/2020,940.00,,,,,,,,,,1.38%,940.00,13.00,1.766,04,693.33,943.14,23%,88%,0.74%,1.88%,1.60%,-9.57%,-9.57%,0,1.38%,-23.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/2/2020,940.00,,,,,,,,,,1.38%,940.00,13.00,1.766,04,693.33,943.14,23%,88%,0.74%,1.88%,1.60%,-9.57%,-9.57%,0,1.38%,-23.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/3/2020,940.00,,,,,,,,,,1.38%,940.00,13.00,1.766,04,693.33,943.14,23%,88%,0.74%,1.88%,1.60%,-9.57%,-9.57%,0,1.38%,-23.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/4/2020,940.00,,,,,,,,,,1.38%,940.00,13.00,1.766,04,693.33,943.14,23%,88%,0.74%,1.88%,1.60%,-9.57%,-9.57%,0,1.38%,-23.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/7/2020,940.00,,,,,,,,,,1.38%,940.00,13.00,1.766,04,693.33,943.14,23%,88%,0.74%,1.88%,1.60%,-9.57%,-9.57%,0,1.38%,-23.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/8/2020,940.00,,,,,,,,,,1.38%,940.00,13.00,1.766,04,693.33,943.14,23%,88%,0.74%,1.88%,1.60%,-9.57%,-9.57%,0,1.38%,-23.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/9/2020,940.00,,,,,,,,,,1.38%,940.00,13.00,1.766,04,693.33,943.14,23%,88%,0.74%,1.88%,1.60%,-9.57%,-9.57%,0,1.38%,-23.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/10/2020,940.00,,,,,,,,,,1.38%,940.00,13.00,1.766,04,693.33,943.14,23%,88%,0.74%,1.88%,1.60%,-9.57%,-9.57%,0,1.38%,-23.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/11/2020,940.00,,,,,,,,,,1.38%,940.00,13.00,1.766,04,693.33,943.14,23%,88%,0.74%,1.88%,1.60%,-9.57%,-9.57%,0,1.38%,-23.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/14/2020,940.00,,,,,,,,,,1.38%,940.00,13.00,1.766,04,693.33,943.14,23%,88%,0.74%,1.88%,1.60%,-9.57%,-9.57%,0,1.38%,-23.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/15/2020,940.00,,,,,,,,,,1.38%,940.00,13.00,1.766,04,693.33,943.14,23%,88%,0.74%,1.88%,1.60%,-9.57%,-9.57%,0,1.38%,-23.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/16/2020,940.00,,,,,,,,,,1.38%,940.00,13.00,1.766,04,693.33,943.14,23%,88%,0.74%,1.88%,1.60%,-9.57%,-9.57%,0,1.38%,-23.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/17/2020,940.00,,,,,,,,,,1.38%,940.00,13.00,1.766,04,693.33,943.14,23%,88%,0.74%,1.88%,1.60%,-9.57%,-9.57%,0,1.38%,-23.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/18/2020,940.00,,,,,,,,,,1.38%,940.00,13.00,1.766,04,693.33,943.14,23%,88%,0.74%,1.88%,1.60%,-9.57%,-9.57%,0,1.38%,-23.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/21/2020,940.00,,,,,,,,,,1.38%,940.00,13.00,1.766,04,693.33,943.14,23%,88%,0.74%,1.88%,1.60%,-9.57%,-9.57%,0,1.38%,-23.27%,,,,,,,,,,,,
