,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,BNZL LN,Bunzl PLC,,,,,,,,,,27%,47%,$2.758,00,$  2.278,88,$  3.449,84,$       3.714,00,$   4.063,17,4.04%,1.82%,2.27%,4.98%,115.97%,115.97%,130%,,,,,,,NO,,,3.62%,1.64%,1.98%,0.03%,66
,,,,,,,,,,,,,,,,,,2024,3/4/2024,3.066,00,,,,,,,,,,2.29%,3.066,00,70.20,3.849,32,2.158,93,3.268,27,54%,26%,1.82%,3.25%,2.07%,-10.05%,-10.05%,0,2.15%,-7.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/5/2024,3.087,00,,,,,,,,,,2.27%,3.087,00,70.20,3.849,32,2.158,93,3.268,27,55%,25%,1.82%,3.25%,2.06%,-10.66%,-10.66%,0,2.15%,-6.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/6/2024,3.065,00,,,,,,,,,,2.29%,3.065,00,70.20,3.849,32,2.158,93,3.268,27,54%,26%,1.82%,3.25%,2.08%,-10.02%,-10.02%,0,2.15%,-7.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/7/2024,3.068,00,,,,,,,,,,2.29%,3.068,00,70.20,3.849,32,2.158,93,3.268,27,54%,25%,1.82%,3.25%,2.07%,-10.10%,-10.10%,0,2.15%,-7.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/8/2024,3.095,00,,,,,,,,,,2.27%,3.095,00,70.20,3.849,32,2.158,93,3.268,27,55%,24%,1.82%,3.25%,2.05%,-10.89%,-10.89%,0,2.15%,-6.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/11/2024,3.074,00,,,,,,,,,,2.28%,3.074,00,70.20,3.849,32,2.158,93,3.268,27,54%,25%,1.82%,3.25%,2.07%,-10.28%,-10.28%,0,2.15%,-7.02%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/12/2024,3.098,00,,,,,,,,,,2.27%,3.098,00,70.20,3.849,32,2.158,93,3.268,27,56%,24%,1.82%,3.25%,2.05%,-10.97%,-10.97%,0,2.15%,-6.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/13/2024,3.068,00,,,,,,,,,,2.29%,3.068,00,70.20,3.849,32,2.158,93,3.268,27,54%,25%,1.82%,3.25%,2.07%,-10.10%,-10.10%,0,2.15%,-7.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/14/2024,3.024,00,,,,,,,,,,2.32%,3.024,00,70.20,3.849,32,2.158,93,3.268,27,51%,27%,1.82%,3.25%,2.10%,-8.80%,-8.80%,0,2.15%,-8.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/15/2024,3.004,00,,,,,,,,,,2.34%,3.004,00,70.20,3.849,32,2.158,93,3.268,27,50%,28%,1.82%,3.25%,2.12%,-8.19%,-8.19%,0,2.15%,-9.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/18/2024,3.011,00,,,,,,,,,,2.33%,3.011,00,70.20,3.849,32,2.158,93,3.268,27,50%,28%,1.82%,3.25%,2.11%,-8.40%,-8.40%,0,2.15%,-8.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/19/2024,3.012,00,,,,,,,,,,2.33%,3.012,00,70.20,3.849,32,2.158,93,3.268,27,50%,28%,1.82%,3.25%,2.11%,-8.43%,-8.43%,0,2.15%,-8.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/20/2024,3.017,00,,,,,,,,,,2.33%,3.017,00,70.20,3.849,32,2.158,93,3.268,27,51%,28%,1.82%,3.25%,2.11%,-8.58%,-8.58%,0,2.15%,-8.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/21/2024,3.061,00,,,,,,,,,,2.29%,3.061,00,70.20,3.849,32,2.158,93,3.268,27,53%,26%,1.82%,3.25%,2.08%,-9.90%,-9.90%,0,2.15%,-7.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/22/2024,3.073,00,,,,,,,,,,2.28%,3.073,00,70.20,3.849,32,2.158,93,3.268,27,54%,25%,1.82%,3.25%,2.07%,-10.25%,-10.25%,0,2.15%,-7.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/25/2024,3.037,00,,,,,,,,,,2.31%,3.037,00,70.20,3.849,32,2.158,93,3.268,27,52%,27%,1.82%,3.25%,2.09%,-9.19%,-9.19%,0,2.15%,-8.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/26/2024,3.061,00,,,,,,,,,,2.29%,3.061,00,70.20,3.849,32,2.158,93,3.268,27,53%,26%,1.82%,3.25%,2.08%,-9.90%,-9.90%,0,2.15%,-7.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/27/2024,3.056,00,,,,,,,,,,2.30%,3.056,00,70.20,3.849,32,2.158,93,3.268,27,53%,26%,1.82%,3.25%,2.08%,-9.75%,-9.75%,0,2.15%,-7.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/28/2024,3.048,00,,,,,,,,,,2.30%,3.048,00,70.20,3.849,32,2.158,93,3.268,27,53%,26%,1.82%,3.25%,2.09%,-9.51%,-9.51%,0,2.15%,-7.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/2/2024,2.950,00,,,,,,,,,,2.38%,2.950,00,70.20,3.849,32,2.158,93,3.268,27,47%,30%,1.82%,3.25%,2.16%,-6.51%,-6.51%,0,2.15%,-10.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/3/2024,2.946,00,,,,,,,,,,2.38%,2.946,00,70.20,3.849,32,2.158,93,3.268,27,47%,31%,1.82%,3.25%,2.16%,-6.38%,-6.38%,0,2.15%,-10.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/4/2024,2.926,00,,,,,,,,,,2.40%,2.926,00,70.20,3.849,32,2.158,93,3.268,27,45%,32%,1.82%,3.25%,2.17%,-5.74%,-5.74%,0,2.15%,-11.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/5/2024,2.940,00,,,,,,,,,,2.39%,2.940,00,70.20,3.849,32,2.158,93,3.268,27,46%,31%,1.82%,3.25%,2.16%,-6.19%,-6.19%,0,2.15%,-11.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/8/2024,2.924,00,,,,,,,,,,2.40%,2.924,00,70.20,3.849,32,2.158,93,3.268,27,45%,32%,1.82%,3.25%,2.18%,-5.68%,-5.68%,0,2.15%,-11.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/9/2024,2.952,00,,,,,,,,,,2.38%,2.952,00,70.20,3.849,32,2.158,93,3.268,27,47%,30%,1.82%,3.25%,2.15%,-6.57%,-6.57%,0,2.15%,-10.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/10/2024,2.968,00,,,,,,,,,,2.37%,2.968,00,70.20,3.849,32,2.158,93,3.268,27,48%,30%,1.82%,3.25%,2.14%,-7.08%,-7.08%,0,2.15%,-10.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/11/2024,2.996,00,,,,,,,,,,2.34%,2.996,00,70.20,3.849,32,2.158,93,3.268,27,50%,28%,1.82%,3.25%,2.12%,-7.94%,-7.94%,0,2.15%,-9.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/12/2024,2.974,00,,,,,,,,,,2.36%,2.974,00,70.20,3.849,32,2.158,93,3.268,27,48%,29%,1.82%,3.25%,2.14%,-7.26%,-7.26%,0,2.15%,-10.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/15/2024,2.994,00,,,,,,,,,,2.34%,2.994,00,70.20,3.849,32,2.158,93,3.268,27,49%,29%,1.82%,3.25%,2.12%,-7.88%,-7.88%,0,2.15%,-9.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/16/2024,2.968,00,,,,,,,,,,2.37%,2.968,00,70.20,3.849,32,2.158,93,3.268,27,48%,30%,1.82%,3.25%,2.14%,-7.08%,-7.08%,0,2.15%,-10.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/17/2024,2.978,00,,,,,,,,,,2.36%,2.978,00,70.20,3.849,32,2.158,93,3.268,27,48%,29%,1.82%,3.25%,2.14%,-7.39%,-7.39%,0,2.15%,-9.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/18/2024,2.974,00,,,,,,,,,,2.36%,2.974,00,70.20,3.849,32,2.158,93,3.268,27,48%,29%,1.82%,3.25%,2.14%,-7.26%,-7.26%,0,2.15%,-10.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/19/2024,2.994,00,,,,,,,,,,2.34%,2.994,00,70.20,3.849,32,2.158,93,3.268,27,49%,29%,1.82%,3.25%,2.12%,-7.88%,-7.88%,0,2.15%,-9.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/22/2024,3.050,00,,,,,,,,,,2.30%,3.050,00,70.20,3.849,32,2.158,93,3.268,27,53%,26%,1.82%,3.25%,2.09%,-9.57%,-9.57%,0,2.15%,-7.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/23/2024,3.054,00,,,,,,,,,,2.30%,3.054,00,70.20,3.849,32,2.158,93,3.268,27,53%,26%,1.82%,3.25%,2.08%,-9.69%,-9.69%,0,2.15%,-7.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/24/2024,3.088,00,,,,,,,,,,2.27%,3.088,00,70.20,3.849,32,2.158,93,3.268,27,55%,25%,1.82%,3.25%,2.06%,-10.69%,-10.69%,0,2.15%,-6.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/25/2024,3.034,00,,,,,,,,,,2.31%,3.034,00,70.20,3.849,32,2.158,93,3.268,27,52%,27%,1.82%,3.25%,2.10%,-9.10%,-9.10%,0,2.15%,-8.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/26/2024,3.070,00,,,,,,,,,,2.29%,3.070,00,70.20,3.849,32,2.158,93,3.268,27,54%,25%,1.82%,3.25%,2.07%,-10.16%,-10.16%,0,2.15%,-7.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/29/2024,3.080,00,,,,,,,,,,2.28%,3.080,00,70.20,3.849,32,2.158,93,3.268,27,54%,25%,1.82%,3.25%,2.06%,-10.45%,-10.45%,0,2.15%,-6.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/30/2024,3.074,00,,,,,,,,,,2.28%,3.074,00,70.20,3.849,32,2.158,93,3.268,27,54%,25%,1.82%,3.25%,2.07%,-10.28%,-10.28%,0,2.15%,-7.02%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/1/2024,3.054,00,,,,,,,,,,2.30%,3.054,00,70.20,3.849,32,2.158,93,3.268,27,53%,26%,1.82%,3.25%,2.08%,-9.69%,-9.69%,0,2.15%,-7.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/2/2024,3.086,00,,,,,,,,,,2.27%,3.086,00,70.20,3.849,32,2.158,93,3.268,27,55%,25%,1.82%,3.25%,2.06%,-10.63%,-10.63%,0,2.15%,-6.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/3/2024,3.106,00,,,,,,,,,,2.26%,3.106,00,70.20,3.849,32,2.158,93,3.268,27,56%,24%,1.82%,3.25%,2.05%,-11.20%,-11.20%,0,2.15%,-6.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/6/2024,,,,,,,,,,,2.26%,3.106,00,70.20,3.849,32,2.158,93,3.268,27,56%,24%,1.82%,3.25%,2.05%,-11.20%,-11.20%,0,2.15%,-6.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/7/2024,3.148,00,,,,,,,,,,2.23%,3.148,00,70.20,3.849,32,2.158,93,3.268,27,59%,22%,1.82%,3.25%,2.02%,-12.39%,-12.39%,0,2.15%,-4.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/8/2024,3.158,00,,,,,,,,,,2.22%,3.158,00,70.20,3.849,32,2.158,93,3.268,27,59%,22%,1.82%,3.25%,2.01%,-12.67%,-12.67%,0,2.15%,-4.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/9/2024,3.174,00,,,,,,,,,,2.21%,3.174,00,70.20,3.849,32,2.158,93,3.268,27,60%,21%,1.82%,3.25%,2.00%,-13.11%,-13.11%,0,2.15%,-3.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/10/2024,3.184,00,,,,,,,,,,2.20%,3.184,00,70.20,3.849,32,2.158,93,3.268,27,61%,21%,1.82%,3.25%,2.00%,-13.38%,-13.38%,0,2.15%,-3.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/13/2024,3.138,00,,,,,,,,,,2.24%,3.138,00,70.20,3.849,32,2.158,93,3.268,27,58%,23%,1.82%,3.25%,2.03%,-12.11%,-12.11%,0,2.15%,-5.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/14/2024,3.122,00,,,,,,,,,,2.25%,3.122,00,70.20,3.849,32,2.158,93,3.268,27,57%,23%,1.82%,3.25%,2.04%,-11.66%,-11.66%,0,2.15%,-5.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/15/2024,3.110,00,,,,,,,,,,2.26%,3.110,00,70.20,3.849,32,2.158,93,3.268,27,56%,24%,1.82%,3.25%,2.05%,-11.32%,-11.32%,0,2.15%,-5.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/16/2024,3.044,00,,,,,,,,,,2.31%,3.044,00,70.20,3.849,32,2.158,93,3.268,27,52%,26%,1.82%,3.25%,2.09%,-9.40%,-9.40%,0,2.15%,-7.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/17/2024,3.044,00,,,,,,,,,,2.31%,3.044,00,70.20,3.849,32,2.158,93,3.268,27,52%,26%,1.82%,3.25%,2.09%,-9.40%,-9.40%,0,2.15%,-7.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/20/2024,3.042,00,,,,,,,,,,2.31%,3.042,00,70.20,3.849,32,2.158,93,3.268,27,52%,27%,1.82%,3.25%,2.09%,-9.34%,-9.34%,0,2.15%,-7.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/21/2024,3.038,00,,,,,,,,,,2.31%,3.038,00,70.20,3.849,32,2.158,93,3.268,27,52%,27%,1.82%,3.25%,2.09%,-9.22%,-9.22%,0,2.15%,-8.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/22/2024,3.038,00,,,,,,,,,,2.31%,3.038,00,70.20,3.849,32,2.158,93,3.268,27,52%,27%,1.82%,3.25%,2.09%,-9.22%,-9.22%,0,2.15%,-8.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/23/2024,3.022,00,,,,,,,,,,2.32%,3.022,00,70.20,3.849,32,2.158,93,3.268,27,51%,27%,1.82%,3.25%,2.10%,-8.74%,-8.74%,0,2.15%,-8.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/24/2024,3.022,00,,,,,,,,,,2.32%,3.022,00,70.20,3.849,32,2.158,93,3.268,27,51%,27%,1.82%,3.25%,2.10%,-8.74%,-8.74%,0,2.15%,-8.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/27/2024,,,,,,,,,,,2.32%,3.022,00,70.20,3.849,32,2.158,93,3.268,27,51%,27%,1.82%,3.25%,2.10%,-8.74%,-8.74%,0,2.15%,-8.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/28/2024,2.984,00,,,,,,,,,,2.35%,2.984,00,70.20,3.849,32,2.158,93,3.268,27,49%,29%,1.82%,3.25%,2.13%,-7.57%,-7.57%,0,2.15%,-9.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/29/2024,2.974,00,,,,,,,,,,2.36%,2.974,00,70.20,3.849,32,2.158,93,3.268,27,48%,29%,1.82%,3.25%,2.14%,-7.26%,-7.26%,0,2.15%,-10.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/30/2024,2.982,00,,,,,,,,,,2.35%,2.982,00,70.20,3.849,32,2.158,93,3.268,27,49%,29%,1.82%,3.25%,2.13%,-7.51%,-7.51%,0,2.15%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/31/2024,2.936,00,,,,,,,,,,2.39%,2.936,00,70.20,3.849,32,2.158,93,3.268,27,46%,31%,1.82%,3.25%,2.17%,-6.06%,-6.06%,0,2.15%,-11.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/3/2024,2.970,00,,,,,,,,,,2.36%,2.970,00,70.20,3.849,32,2.158,93,3.268,27,48%,30%,1.82%,3.25%,2.14%,-7.14%,-7.14%,0,2.15%,-10.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/4/2024,2.950,00,,,,,,,,,,2.38%,2.950,00,70.20,3.849,32,2.158,93,3.268,27,47%,30%,1.82%,3.25%,2.16%,-6.51%,-6.51%,0,2.15%,-10.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/5/2024,2.958,00,,,,,,,,,,2.37%,2.958,00,70.20,3.849,32,2.158,93,3.268,27,47%,30%,1.82%,3.25%,2.15%,-6.76%,-6.76%,0,2.15%,-10.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/6/2024,2.972,00,,,,,,,,,,2.36%,2.972,00,70.20,3.849,32,2.158,93,3.268,27,48%,30%,1.82%,3.25%,2.14%,-7.20%,-7.20%,0,2.15%,-10.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/7/2024,2.946,00,,,,,,,,,,2.38%,2.946,00,70.20,3.849,32,2.158,93,3.268,27,47%,31%,1.82%,3.25%,2.16%,-6.38%,-6.38%,0,2.15%,-10.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/10/2024,2.948,00,,,,,,,,,,2.38%,2.948,00,70.20,3.849,32,2.158,93,3.268,27,47%,31%,1.82%,3.25%,2.16%,-6.45%,-6.45%,0,2.15%,-10.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/11/2024,2.958,00,,,,,,,,,,2.37%,2.958,00,70.20,3.849,32,2.158,93,3.268,27,47%,30%,1.82%,3.25%,2.15%,-6.76%,-6.76%,0,2.15%,-10.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/12/2024,2.988,00,,,,,,,,,,2.35%,2.988,00,70.20,3.849,32,2.158,93,3.268,27,49%,29%,1.82%,3.25%,2.13%,-7.70%,-7.70%,0,2.15%,-9.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/13/2024,2.970,00,,,,,,,,,,2.36%,2.970,00,70.20,3.849,32,2.158,93,3.268,27,48%,30%,1.82%,3.25%,2.14%,-7.14%,-7.14%,0,2.15%,-10.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/14/2024,2.922,00,,,,,,,,,,2.40%,2.922,00,70.20,3.849,32,2.158,93,3.268,27,45%,32%,1.82%,3.25%,2.18%,-5.61%,-5.61%,0,2.15%,-11.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/17/2024,2.898,00,,,,,,,,,,2.42%,2.898,00,70.20,3.849,32,2.158,93,3.268,27,44%,33%,1.82%,3.25%,2.19%,-4.83%,-4.83%,0,2.15%,-12.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/18/2024,2.998,00,,,,,,,,,,2.34%,2.998,00,70.20,3.849,32,2.158,93,3.268,27,50%,28%,1.82%,3.25%,2.12%,-8.01%,-8.01%,0,2.15%,-9.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/19/2024,3.006,00,,,,,,,,,,2.34%,3.006,00,70.20,3.849,32,2.158,93,3.268,27,50%,28%,1.82%,3.25%,2.12%,-8.25%,-8.25%,0,2.15%,-9.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/20/2024,3.024,00,,,,,,,,,,2.32%,3.024,00,70.20,3.849,32,2.158,93,3.268,27,51%,27%,1.82%,3.25%,2.10%,-8.80%,-8.80%,0,2.15%,-8.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/21/2024,3.014,00,,,,,,,,,,2.33%,3.014,00,70.20,3.849,32,2.158,93,3.268,27,51%,28%,1.82%,3.25%,2.11%,-8.49%,-8.49%,0,2.15%,-8.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/24/2024,3.054,00,,,,,,,,,,2.30%,3.054,00,70.20,3.849,32,2.158,93,3.268,27,53%,26%,1.82%,3.25%,2.08%,-9.69%,-9.69%,0,2.15%,-7.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/25/2024,3.018,00,,,,,,,,,,2.33%,3.018,00,70.20,3.849,32,2.158,93,3.268,27,51%,28%,1.82%,3.25%,2.11%,-8.61%,-8.61%,0,2.15%,-8.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/26/2024,3.038,00,,,,,,,,,,2.31%,3.038,00,70.20,3.849,32,2.158,93,3.268,27,52%,27%,1.82%,3.25%,2.09%,-9.22%,-9.22%,0,2.15%,-8.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/27/2024,3.070,00,,,,,,,,,,2.29%,3.070,00,70.20,3.849,32,2.158,93,3.268,27,54%,25%,1.82%,3.25%,2.07%,-10.16%,-10.16%,0,2.15%,-7.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/28/2024,3.010,00,,,,,,,,,,2.33%,3.010,00,70.20,3.849,32,2.158,93,3.268,27,50%,28%,1.82%,3.25%,2.11%,-8.37%,-8.37%,0,2.15%,-8.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/1/2024,2.992,00,,,,,,,,,,2.35%,2.992,00,70.20,3.849,32,2.158,93,3.268,27,49%,29%,1.82%,3.25%,2.13%,-7.82%,-7.82%,0,2.15%,-9.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/2/2024,2.998,00,,,,,,,,,,2.34%,2.998,00,70.20,3.849,32,2.158,93,3.268,27,50%,28%,1.82%,3.25%,2.12%,-8.01%,-8.01%,0,2.15%,-9.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/3/2024,3.032,00,,,,,,,,,,2.32%,3.032,00,70.20,3.849,32,2.158,93,3.268,27,52%,27%,1.82%,3.25%,2.10%,-9.04%,-9.04%,0,2.15%,-8.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/4/2024,3.120,00,,,,,,,,,,2.25%,3.120,00,70.20,3.849,32,2.158,93,3.268,27,57%,23%,1.82%,3.25%,2.04%,-11.60%,-11.60%,0,2.15%,-5.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/5/2024,3.148,00,,,,,,,,,,2.23%,3.148,00,70.20,3.849,32,2.158,93,3.268,27,59%,22%,1.82%,3.25%,2.02%,-12.39%,-12.39%,0,2.15%,-4.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/8/2024,3.116,00,,,,,,,,,,2.25%,3.116,00,70.20,3.849,32,2.158,93,3.268,27,57%,24%,1.82%,3.25%,2.04%,-11.49%,-11.49%,0,2.15%,-5.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/9/2024,3.110,00,,,,,,,,,,2.26%,3.110,00,70.20,3.849,32,2.158,93,3.268,27,56%,24%,1.82%,3.25%,2.05%,-11.32%,-11.32%,0,2.15%,-5.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/10/2024,3.160,00,,,,,,,,,,2.22%,3.160,00,70.20,3.849,32,2.158,93,3.268,27,59%,22%,1.82%,3.25%,2.01%,-12.72%,-12.72%,0,2.15%,-4.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/11/2024,3.188,00,,,,,,,,,,2.20%,3.188,00,70.20,3.849,32,2.158,93,3.268,27,61%,21%,1.82%,3.25%,1.99%,-13.49%,-13.49%,0,2.15%,-3.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/12/2024,3.188,00,,,,,,,,,,2.20%,3.188,00,70.20,3.849,32,2.158,93,3.268,27,61%,21%,1.82%,3.25%,1.99%,-13.49%,-13.49%,0,2.15%,-3.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/15/2024,3.156,00,,,,,,,,,,2.22%,3.156,00,70.20,3.849,32,2.158,93,3.268,27,59%,22%,1.82%,3.25%,2.02%,-12.61%,-12.61%,0,2.15%,-4.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/16/2024,3.170,00,,,,,,,,,,2.21%,3.170,00,70.20,3.849,32,2.158,93,3.268,27,60%,21%,1.82%,3.25%,2.01%,-13.00%,-13.00%,0,2.15%,-4.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/17/2024,3.198,00,,,,,,,,,,2.20%,3.198,00,70.20,3.849,32,2.158,93,3.268,27,61%,20%,1.82%,3.25%,1.99%,-13.76%,-13.76%,0,2.15%,-3.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/18/2024,3.230,00,,,,,,,,,,2.17%,3.230,00,70.20,3.849,32,2.158,93,3.268,27,63%,19%,1.82%,3.25%,1.97%,-14.61%,-14.61%,0,2.15%,-2.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/19/2024,3.220,00,,,,,,,,,,2.18%,3.220,00,70.20,3.849,32,2.158,93,3.268,27,63%,20%,1.82%,3.25%,1.98%,-14.35%,-14.35%,0,2.15%,-2.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/22/2024,3.230,00,,,,,,,,,,2.17%,3.230,00,70.20,3.849,32,2.158,93,3.268,27,63%,19%,1.82%,3.25%,1.97%,-14.61%,-14.61%,0,2.15%,-2.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/23/2024,3.250,00,,,,,,,,,,2.16%,3.250,00,70.20,3.849,32,2.158,93,3.268,27,65%,18%,1.82%,3.25%,1.96%,-15.14%,-15.14%,0,2.15%,-1.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/24/2024,3.248,00,,,,,,,,,,2.16%,3.248,00,70.20,3.849,32,2.158,93,3.268,27,64%,19%,1.82%,3.25%,1.96%,-15.09%,-15.09%,0,2.15%,-1.75%,,,,,,,,,,,,
