,,,,,,,,,,,,,,,,,90%,NO,4.49%,11/10/2017,,,,,,,,,,$  3.360,05,65%,3.88%,$  4.703,58,$   1.899,49,$       1.509,00,$       993.77,1.26%,4.49%,2.35%,1.84%,-52.41%,-52.41%,-8%,,,,5Y CAGR,0.92%,,Derwent London PLC - Returns (%),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10Y CAGR,5.87%,,Derwent London PLC - Yield On Cost (YOC),,,,,,,
,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,Derwent London PLC - Rating: 10% - Upside: 131%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2018,6/12/2018,3.043,00,,,,,,,,,,2.02%,3.043,00,61.50,3.661,65,1.368,49,2.615,74,73%,20%,1.68%,4.49%,2.60%,-33.03%,-28.78%,129.25,2.35%,-13.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/13/2018,3.052,00,,,,,,,,,,2.02%,3.052,00,61.50,3.661,65,1.368,49,2.615,74,73%,20%,1.68%,4.49%,2.59%,-33.22%,-28.99%,129.25,2.35%,-13.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/14/2018,3.064,00,,,,,,,,,,2.01%,3.064,00,61.50,3.661,65,1.368,49,2.615,74,74%,20%,1.68%,4.49%,2.58%,-33.49%,-29.27%,129.25,2.35%,-13.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/15/2018,3.063,00,,,,,,,,,,2.01%,3.063,00,61.50,3.661,65,1.368,49,2.615,74,74%,20%,1.68%,4.49%,2.58%,-33.46%,-29.24%,129.25,2.35%,-13.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/18/2018,3.071,00,,,,,,,,,,2.00%,3.071,00,61.50,3.661,65,1.368,49,2.615,74,74%,19%,1.68%,4.49%,2.57%,-33.64%,-29.43%,129.25,2.35%,-13.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/19/2018,3.050,00,,,,,,,,,,2.02%,3.050,00,61.50,3.661,65,1.368,49,2.615,74,73%,20%,1.68%,4.49%,2.59%,-33.18%,-28.94%,129.25,2.35%,-13.64%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/20/2018,3.095,00,,,,,,,,,,1.99%,3.095,00,61.50,3.661,65,1.368,49,2.615,74,75%,18%,1.68%,4.49%,2.55%,-34.15%,-29.98%,129.25,2.35%,-12.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/21/2018,3.058,00,,,,,,,,,,2.01%,3.058,00,61.50,3.661,65,1.368,49,2.615,74,74%,20%,1.68%,4.49%,2.58%,-33.36%,-29.13%,129.25,2.35%,-13.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/22/2018,3.089,00,,,,,,,,,,1.99%,3.089,00,61.50,3.661,65,1.368,49,2.615,74,75%,19%,1.68%,4.49%,2.56%,-34.02%,-29.84%,129.25,2.35%,-12.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/25/2018,3.071,00,,,,,,,,,,2.00%,3.071,00,61.50,3.661,65,1.368,49,2.615,74,74%,19%,1.68%,4.49%,2.57%,-33.64%,-29.43%,129.25,2.35%,-13.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/26/2018,3.083,00,,,,,,,,,,1.99%,3.083,00,61.50,3.661,65,1.368,49,2.615,74,75%,19%,1.68%,4.49%,2.56%,-33.90%,-29.70%,129.25,2.35%,-12.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/27/2018,3.061,00,,,,,,,,,,2.01%,3.061,00,61.50,3.661,65,1.368,49,2.615,74,74%,20%,1.68%,4.49%,2.58%,-33.42%,-29.20%,129.25,2.35%,-13.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/28/2018,3.078,00,,,,,,,,,,2.00%,3.078,00,61.50,3.661,65,1.368,49,2.615,74,75%,19%,1.68%,4.49%,2.57%,-33.79%,-29.59%,129.25,2.35%,-12.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/29/2018,3.106,00,,,,,,,,,,1.98%,3.106,00,61.50,3.661,65,1.368,49,2.615,74,76%,18%,1.68%,4.49%,2.54%,-34.39%,-30.22%,129.25,2.35%,-12.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/2/2018,3.078,00,,,,,,,,,,2.00%,3.078,00,61.50,3.661,65,1.368,49,2.615,74,75%,19%,1.68%,4.49%,2.57%,-33.79%,-29.59%,129.25,2.35%,-12.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/3/2018,3.073,00,,,,,,,,,,2.00%,3.073,00,61.50,3.661,65,1.368,49,2.615,74,74%,19%,1.68%,4.49%,2.57%,-33.68%,-29.47%,129.25,2.35%,-12.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/4/2018,3.096,00,,,,,,,,,,1.99%,3.096,00,61.50,3.661,65,1.368,49,2.615,74,75%,18%,1.68%,4.49%,2.55%,-34.17%,-30.00%,129.25,2.35%,-12.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/5/2018,3.087,00,,,,,,,,,,1.99%,3.087,00,61.50,3.661,65,1.368,49,2.615,74,75%,19%,1.68%,4.49%,2.56%,-33.98%,-29.79%,129.25,2.35%,-12.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/6/2018,3.096,00,,,,,,,,,,1.99%,3.096,00,61.50,3.661,65,1.368,49,2.615,74,75%,18%,1.68%,4.49%,2.55%,-34.17%,-30.00%,129.25,2.35%,-12.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/9/2018,3.081,00,,,,,,,,,,2.00%,3.081,00,61.50,3.661,65,1.368,49,2.615,74,75%,19%,1.68%,4.49%,2.56%,-33.85%,-29.66%,129.25,2.35%,-12.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/10/2018,3.076,00,,,,,,,,,,2.00%,3.076,00,61.50,3.661,65,1.368,49,2.615,74,74%,19%,1.68%,4.49%,2.57%,-33.75%,-29.54%,129.25,2.35%,-12.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/11/2018,3.043,00,,,,,,,,,,2.02%,3.043,00,61.50,3.661,65,1.368,49,2.615,74,73%,20%,1.68%,4.49%,2.60%,-33.03%,-28.78%,129.25,2.35%,-13.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/12/2018,3.042,00,,,,,,,,,,2.02%,3.042,00,61.50,3.661,65,1.368,49,2.615,74,73%,20%,1.68%,4.49%,2.60%,-33.00%,-28.76%,129.25,2.35%,-13.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/13/2018,3.038,00,,,,,,,,,,2.02%,3.038,00,61.50,3.661,65,1.368,49,2.615,74,73%,21%,1.68%,4.49%,2.60%,-32.92%,-28.66%,129.25,2.35%,-13.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/16/2018,3.027,00,,,,,,,,,,2.03%,3.027,00,61.50,3.661,65,1.368,49,2.615,74,72%,21%,1.68%,4.49%,2.61%,-32.67%,-28.40%,129.25,2.35%,-14.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/17/2018,3.037,00,,,,,,,,,,2.03%,3.037,00,61.50,3.661,65,1.368,49,2.615,74,73%,21%,1.68%,4.49%,2.60%,-32.89%,-28.64%,129.25,2.35%,-14.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/18/2018,3.064,00,,,,,,,,,,2.01%,3.064,00,61.50,3.661,65,1.368,49,2.615,74,74%,20%,1.68%,4.49%,2.58%,-33.49%,-29.27%,129.25,2.35%,-13.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/19/2018,3.070,00,,,,,,,,,,2.00%,3.070,00,61.50,3.661,65,1.368,49,2.615,74,74%,19%,1.68%,4.49%,2.57%,-33.62%,-29.41%,129.25,2.35%,-13.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/20/2018,3.091,00,,,,,,,,,,1.99%,3.091,00,61.50,3.661,65,1.368,49,2.615,74,75%,18%,1.68%,4.49%,2.56%,-34.07%,-29.89%,129.25,2.35%,-12.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/23/2018,3.070,00,,,,,,,,,,2.00%,3.070,00,61.50,3.661,65,1.368,49,2.615,74,74%,19%,1.68%,4.49%,2.57%,-33.62%,-29.41%,129.25,2.35%,-13.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/24/2018,3.068,00,,,,,,,,,,2.00%,3.068,00,61.50,3.661,65,1.368,49,2.615,74,74%,19%,1.68%,4.49%,2.57%,-33.57%,-29.36%,129.25,2.35%,-13.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/25/2018,3.081,00,,,,,,,,,,2.00%,3.081,00,61.50,3.661,65,1.368,49,2.615,74,75%,19%,1.68%,4.49%,2.56%,-33.85%,-29.66%,129.25,2.35%,-12.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/26/2018,3.075,00,,,,,,,,,,2.00%,3.075,00,61.50,3.661,65,1.368,49,2.615,74,74%,19%,1.68%,4.49%,2.57%,-33.72%,-29.52%,129.25,2.35%,-12.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/27/2018,3.092,00,,,,,,,,,,1.99%,3.092,00,61.50,3.661,65,1.368,49,2.615,74,75%,18%,1.68%,4.49%,2.55%,-34.09%,-29.91%,129.25,2.35%,-12.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/30/2018,3.103,00,,,,,,,,,,1.98%,3.103,00,61.50,3.661,65,1.368,49,2.615,74,76%,18%,1.68%,4.49%,2.55%,-34.32%,-30.16%,129.25,2.35%,-12.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/31/2018,3.123,00,,,,,,,,,,1.97%,3.123,00,61.50,3.661,65,1.368,49,2.615,74,77%,17%,1.68%,4.49%,2.53%,-34.74%,-30.60%,129.25,2.35%,-11.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/1/2018,3.111,00,,,,,,,,,,1.98%,3.111,00,61.50,3.661,65,1.368,49,2.615,74,76%,18%,1.68%,4.49%,2.54%,-34.49%,-30.34%,129.25,2.35%,-11.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/2/2018,3.113,00,,,,,,,,,,1.98%,3.113,00,61.50,3.661,65,1.368,49,2.615,74,76%,18%,1.68%,4.49%,2.54%,-34.53%,-30.38%,129.25,2.35%,-11.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/3/2018,3.133,00,,,,,,,,,,1.96%,3.133,00,61.50,3.661,65,1.368,49,2.615,74,77%,17%,1.68%,4.49%,2.52%,-34.95%,-30.83%,129.25,2.35%,-11.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/6/2018,3.115,00,,,,,,,,,,1.97%,3.115,00,61.50,3.661,65,1.368,49,2.615,74,76%,18%,1.68%,4.49%,2.54%,-34.57%,-30.43%,129.25,2.35%,-11.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/7/2018,3.116,00,,,,,,,,,,1.97%,3.116,00,61.50,3.661,65,1.368,49,2.615,74,76%,18%,1.68%,4.49%,2.54%,-34.60%,-30.45%,129.25,2.35%,-11.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/8/2018,3.116,00,,,,,,,,,,1.97%,3.116,00,61.50,3.661,65,1.368,49,2.615,74,76%,18%,1.68%,4.49%,2.54%,-34.60%,-30.45%,129.25,2.35%,-11.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/9/2018,3.145,00,,,,,,,,,,1.96%,3.145,00,61.50,3.661,65,1.368,49,2.615,74,77%,16%,1.68%,4.49%,2.51%,-35.20%,-31.09%,129.25,2.35%,-10.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/10/2018,3.130,00,,,,,,,,,,1.96%,3.130,00,61.50,3.661,65,1.368,49,2.615,74,77%,17%,1.68%,4.49%,2.52%,-34.89%,-30.76%,129.25,2.35%,-11.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/13/2018,3.085,00,,,,,,,,,,1.99%,3.085,00,61.50,3.661,65,1.368,49,2.615,74,75%,19%,1.68%,4.49%,2.56%,-33.94%,-29.75%,129.25,2.35%,-12.64%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/14/2018,3.033,00,,,,,,,,,,2.03%,3.033,00,61.50,3.661,65,1.368,49,2.615,74,73%,21%,1.68%,4.49%,2.60%,-32.81%,-28.54%,129.25,2.35%,-14.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/15/2018,3.054,00,,,,,,,,,,2.01%,3.054,00,61.50,3.661,65,1.368,49,2.615,74,74%,20%,1.68%,4.49%,2.59%,-33.27%,-29.04%,129.25,2.35%,-13.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/16/2018,3.084,00,,,,,,,,,,1.99%,3.084,00,61.50,3.661,65,1.368,49,2.615,74,75%,19%,1.68%,4.49%,2.56%,-33.92%,-29.73%,129.25,2.35%,-12.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/17/2018,3.081,00,,,,,,,,,,2.00%,3.081,00,61.50,3.661,65,1.368,49,2.615,74,75%,19%,1.68%,4.49%,2.56%,-33.85%,-29.66%,129.25,2.35%,-12.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/20/2018,3.087,00,,,,,,,,,,1.99%,3.087,00,61.50,3.661,65,1.368,49,2.615,74,75%,19%,1.68%,4.49%,2.56%,-33.98%,-29.79%,129.25,2.35%,-12.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/21/2018,3.098,00,,,,,,,,,,1.99%,3.098,00,61.50,3.661,65,1.368,49,2.615,74,75%,18%,1.68%,4.49%,2.55%,-34.22%,-30.04%,129.25,2.35%,-12.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/22/2018,3.052,00,,,,,,,,,,2.02%,3.052,00,61.50,3.661,65,1.368,49,2.615,74,73%,20%,1.68%,4.49%,2.59%,-33.22%,-28.99%,129.25,2.35%,-13.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/23/2018,3.058,00,,,,,,,,,,2.01%,3.058,00,61.50,3.661,65,1.368,49,2.615,74,74%,20%,1.68%,4.49%,2.58%,-33.36%,-29.13%,129.25,2.35%,-13.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/24/2018,3.044,00,,,,,,,,,,2.02%,3.044,00,61.50,3.661,65,1.368,49,2.615,74,73%,20%,1.68%,4.49%,2.60%,-33.05%,-28.80%,129.25,2.35%,-13.81%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/28/2018,3.040,00,,,,,,,,,,2.02%,3.040,00,61.50,3.661,65,1.368,49,2.615,74,73%,20%,1.68%,4.49%,2.60%,-32.96%,-28.71%,129.25,2.35%,-13.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/29/2018,3.045,00,,,,,,,,,,2.02%,3.045,00,61.50,3.661,65,1.368,49,2.615,74,73%,20%,1.68%,4.49%,2.59%,-33.07%,-28.83%,129.25,2.35%,-13.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/30/2018,3.041,00,,,,,,,,,,2.02%,3.041,00,61.50,3.661,65,1.368,49,2.615,74,73%,20%,1.68%,4.49%,2.60%,-32.98%,-28.73%,129.25,2.35%,-13.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/31/2018,3.042,00,,,,,,,,,,2.02%,3.042,00,61.50,3.661,65,1.368,49,2.615,74,73%,20%,1.68%,4.49%,2.60%,-33.00%,-28.76%,129.25,2.35%,-13.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/3/2018,3.014,00,,,,,,,,,,2.04%,3.014,00,61.50,3.661,65,1.368,49,2.615,74,72%,21%,1.68%,4.49%,2.62%,-32.38%,-28.09%,129.25,2.35%,-14.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/4/2018,3.019,00,,,,,,,,,,2.04%,3.019,00,61.50,3.661,65,1.368,49,2.615,74,72%,21%,1.68%,4.49%,2.62%,-32.49%,-28.21%,129.25,2.35%,-14.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/5/2018,2.983,00,,,,,,,,,,2.06%,2.983,00,61.50,3.661,65,1.368,49,2.615,74,70%,23%,1.68%,4.49%,2.65%,-31.68%,-27.35%,129.25,2.35%,-15.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/6/2018,2.981,00,,,,,,,,,,2.06%,2.981,00,61.50,3.661,65,1.368,49,2.615,74,70%,23%,1.68%,4.49%,2.65%,-31.63%,-27.30%,129.25,2.35%,-15.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/7/2018,2.966,00,,,,,,,,,,2.07%,2.966,00,61.50,3.661,65,1.368,49,2.615,74,70%,23%,1.68%,4.49%,2.66%,-31.29%,-26.93%,129.25,2.35%,-16.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/10/2018,2.965,00,,,,,,,,,,2.07%,2.965,00,61.50,3.661,65,1.368,49,2.615,74,70%,23%,1.68%,4.49%,2.66%,-31.26%,-26.91%,129.25,2.35%,-16.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/11/2018,2.960,00,,,,,,,,,,2.08%,2.960,00,61.50,3.661,65,1.368,49,2.615,74,69%,24%,1.68%,4.49%,2.67%,-31.15%,-26.78%,129.25,2.35%,-16.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/12/2018,2.981,00,,,,,,,,,,2.06%,2.981,00,61.50,3.661,65,1.368,49,2.615,74,70%,23%,1.68%,4.49%,2.65%,-31.63%,-27.30%,129.25,2.35%,-15.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/13/2018,2.925,00,,,,,,,,,,2.10%,2.925,00,61.50,3.661,65,1.368,49,2.615,74,68%,25%,1.68%,4.49%,2.70%,-30.32%,-25.91%,129.25,2.35%,-17.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/14/2018,2.937,00,,,,,,,,,,2.09%,2.937,00,61.50,3.661,65,1.368,49,2.615,74,68%,25%,1.68%,4.49%,2.69%,-30.61%,-26.21%,129.25,2.35%,-16.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/17/2018,2.946,00,,,,,,,,,,2.09%,2.946,00,61.50,3.661,65,1.368,49,2.615,74,69%,24%,1.68%,4.49%,2.68%,-30.82%,-26.43%,129.25,2.35%,-16.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/18/2018,2.945,00,,,,,,,,,,2.09%,2.945,00,61.50,3.661,65,1.368,49,2.615,74,69%,24%,1.68%,4.49%,2.68%,-30.80%,-26.41%,129.25,2.35%,-16.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/19/2018,2.932,00,,,,,,,,,,2.10%,2.932,00,61.50,3.661,65,1.368,49,2.615,74,68%,25%,1.68%,4.49%,2.69%,-30.49%,-26.08%,129.25,2.35%,-16.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/20/2018,2.937,00,,,,,,,,,,2.09%,2.937,00,61.50,3.661,65,1.368,49,2.615,74,68%,25%,1.68%,4.49%,2.69%,-30.61%,-26.21%,129.25,2.35%,-16.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/21/2018,2.937,00,,,,,,,,,,2.09%,2.937,00,61.50,3.661,65,1.368,49,2.615,74,68%,25%,1.68%,4.49%,2.69%,-30.61%,-26.21%,129.25,2.35%,-16.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/24/2018,2.913,00,,,,,,,,,,2.11%,2.913,00,61.50,3.661,65,1.368,49,2.615,74,67%,26%,1.68%,4.49%,2.71%,-30.04%,-25.60%,129.25,2.35%,-17.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/25/2018,2.880,00,,,,,,,,,,2.14%,2.880,00,61.50,3.661,65,1.368,49,2.615,74,66%,27%,1.68%,4.49%,2.74%,-29.24%,-24.75%,129.25,2.35%,-18.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/26/2018,2.870,00,,,,,,,,,,2.14%,2.870,00,61.50,3.661,65,1.368,49,2.615,74,65%,28%,1.68%,4.49%,2.75%,-28.99%,-24.49%,129.25,2.35%,-18.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/27/2018,2.859,00,,,,,,,,,,2.15%,2.859,00,61.50,3.661,65,1.368,49,2.615,74,65%,28%,1.68%,4.49%,2.76%,-28.72%,-24.20%,129.25,2.35%,-19.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/28/2018,2.857,00,,,,,,,,,,2.15%,2.857,00,61.50,3.661,65,1.368,49,2.615,74,65%,28%,1.68%,4.49%,2.77%,-28.67%,-24.14%,129.25,2.35%,-19.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/1/2018,2.870,00,,,,,,,,,,2.14%,2.870,00,61.50,3.661,65,1.368,49,2.615,74,65%,28%,1.68%,4.49%,2.75%,-28.99%,-24.49%,129.25,2.35%,-18.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/2/2018,2.835,00,,,,,,,,,,2.17%,2.835,00,61.50,3.661,65,1.368,49,2.615,74,64%,29%,1.68%,4.49%,2.79%,-28.11%,-23.55%,129.25,2.35%,-19.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/3/2018,2.840,00,,,,,,,,,,2.17%,2.840,00,61.50,3.661,65,1.368,49,2.615,74,64%,29%,1.68%,4.49%,2.78%,-28.24%,-23.69%,129.25,2.35%,-19.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/4/2018,2.771,00,,,,,,,,,,2.22%,2.771,00,61.50,3.661,65,1.368,49,2.615,74,61%,32%,1.68%,4.49%,2.85%,-26.45%,-21.79%,129.25,2.35%,-21.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/5/2018,2.784,00,,,,,,,,,,2.21%,2.784,00,61.50,3.661,65,1.368,49,2.615,74,62%,32%,1.68%,4.49%,2.84%,-26.80%,-22.15%,129.25,2.35%,-21.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/8/2018,2.798,00,,,,,,,,,,2.20%,2.798,00,61.50,3.661,65,1.368,49,2.615,74,62%,31%,1.68%,4.49%,2.82%,-27.16%,-22.54%,129.25,2.35%,-20.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/9/2018,2.837,00,,,,,,,,,,2.17%,2.837,00,61.50,3.661,65,1.368,49,2.615,74,64%,29%,1.68%,4.49%,2.78%,-28.16%,-23.61%,129.25,2.35%,-19.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/10/2018,2.781,00,,,,,,,,,,2.21%,2.781,00,61.50,3.661,65,1.368,49,2.615,74,62%,32%,1.68%,4.49%,2.84%,-26.72%,-22.07%,129.25,2.35%,-21.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/11/2018,2.779,00,,,,,,,,,,2.21%,2.779,00,61.50,3.661,65,1.368,49,2.615,74,62%,32%,1.68%,4.49%,2.84%,-26.66%,-22.01%,129.25,2.35%,-21.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/12/2018,2.797,00,,,,,,,,,,2.20%,2.797,00,61.50,3.661,65,1.368,49,2.615,74,62%,31%,1.68%,4.49%,2.82%,-27.14%,-22.52%,129.25,2.35%,-20.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/15/2018,2.761,00,,,,,,,,,,2.23%,2.761,00,61.50,3.661,65,1.368,49,2.615,74,61%,33%,1.68%,4.49%,2.86%,-26.19%,-21.50%,129.25,2.35%,-21.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/16/2018,2.862,00,,,,,,,,,,2.15%,2.862,00,61.50,3.661,65,1.368,49,2.615,74,65%,28%,1.68%,4.49%,2.76%,-28.79%,-24.27%,129.25,2.35%,-18.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/17/2018,2.911,00,,,,,,,,,,2.11%,2.911,00,61.50,3.661,65,1.368,49,2.615,74,67%,26%,1.68%,4.49%,2.71%,-29.99%,-25.55%,129.25,2.35%,-17.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/18/2018,2.950,00,,,,,,,,,,2.08%,2.950,00,61.50,3.661,65,1.368,49,2.615,74,69%,24%,1.68%,4.49%,2.68%,-30.92%,-26.53%,129.25,2.35%,-16.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/19/2018,2.968,00,,,,,,,,,,2.07%,2.968,00,61.50,3.661,65,1.368,49,2.615,74,70%,23%,1.68%,4.49%,2.66%,-31.33%,-26.98%,129.25,2.35%,-15.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/22/2018,2.962,00,,,,,,,,,,2.08%,2.962,00,61.50,3.661,65,1.368,49,2.615,74,69%,24%,1.68%,4.49%,2.67%,-31.20%,-26.83%,129.25,2.35%,-16.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/23/2018,2.946,00,,,,,,,,,,2.09%,2.946,00,61.50,3.661,65,1.368,49,2.615,74,69%,24%,1.68%,4.49%,2.68%,-30.82%,-26.43%,129.25,2.35%,-16.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/24/2018,2.964,00,,,,,,,,,,2.07%,2.964,00,61.50,3.661,65,1.368,49,2.615,74,70%,24%,1.68%,4.49%,2.67%,-31.24%,-26.88%,129.25,2.35%,-16.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/25/2018,2.936,00,,,,,,,,,,2.09%,2.936,00,61.50,3.661,65,1.368,49,2.615,74,68%,25%,1.68%,4.49%,2.69%,-30.59%,-26.18%,129.25,2.35%,-16.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/26/2018,2.952,00,,,,,,,,,,2.08%,2.952,00,61.50,3.661,65,1.368,49,2.615,74,69%,24%,1.68%,4.49%,2.68%,-30.96%,-26.58%,129.25,2.35%,-16.41%,,,,,,,,,,,,
