,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,HSBA LN,HSBC,,,,,,,,,,152%,-22%,$ 1.552,80,$        538.15,$       766.20,$       1.552,80,$   1.207,87,9.36%,3.58%,5.63%,15.64%,461.09%,461.09%,152%,,,,,,,NO,,,9.10%,2.97%,6.12%,0.10%,61
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,0.00%,,HSBC - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/8/2021,381.30,,,,,,,,,,4.16%,381.30,15.85,442.30,197.06,280.57,75%,16%,3.58%,8.04%,11.35%,307.24%,307.24%,0,5.65%,-50.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/9/2021,385.79,,,,,,,,,,4.11%,385.79,15.85,442.30,197.06,280.57,77%,15%,3.58%,8.04%,11.22%,302.50%,302.50%,0,5.65%,-50.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/10/2021,389.41,,,,,,,,,,4.07%,389.41,15.85,442.30,197.06,280.57,78%,14%,3.58%,8.04%,11.11%,298.76%,298.76%,0,5.65%,-49.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/11/2021,388.09,,,,,,,,,,4.08%,388.09,15.85,442.30,197.06,280.57,78%,14%,3.58%,8.04%,11.15%,300.12%,300.12%,0,5.65%,-50.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/12/2021,392.43,,,,,,,,,,4.04%,392.43,15.85,442.30,197.06,280.57,80%,13%,3.58%,8.04%,11.03%,295.68%,295.68%,0,5.65%,-49.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/15/2021,400.88,,,,,,,,,,3.95%,400.88,15.85,442.30,197.06,280.57,83%,10%,3.58%,8.04%,10.80%,287.35%,287.35%,0,5.65%,-48.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/16/2021,417.78,,,,,,,,,,3.79%,417.78,15.85,442.30,197.06,280.57,90%,6%,3.58%,8.04%,10.36%,271.68%,271.68%,0,5.65%,-46.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/17/2021,422.17,,,,,,,,,,3.75%,422.17,15.85,442.30,197.06,280.57,92%,5%,3.58%,8.04%,10.25%,267.81%,267.81%,0,5.65%,-45.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/18/2021,409.43,,,,,,,,,,3.87%,409.43,15.85,442.30,197.06,280.57,87%,8%,3.58%,8.04%,10.57%,279.26%,279.26%,0,5.65%,-47.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/19/2021,414.07,,,,,,,,,,3.83%,414.07,15.85,442.30,197.06,280.57,88%,7%,3.58%,8.04%,10.45%,275.01%,275.01%,0,5.65%,-46.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/22/2021,421.59,,,,,,,,,,3.76%,421.59,15.85,442.30,197.06,280.57,92%,5%,3.58%,8.04%,10.27%,268.32%,268.32%,0,5.65%,-45.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/23/2021,418.02,,,,,,,,,,3.79%,418.02,15.85,442.30,197.06,280.57,90%,6%,3.58%,8.04%,10.35%,271.46%,271.46%,0,5.65%,-46.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/24/2021,419.29,,,,,,,,,,3.78%,419.29,15.85,442.30,197.06,280.57,91%,5%,3.58%,8.04%,10.32%,270.34%,270.34%,0,5.65%,-46.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/25/2021,425.01,,,,,,,,,,3.73%,425.01,15.85,442.30,197.06,280.57,93%,4%,3.58%,8.04%,10.18%,265.36%,265.36%,0,5.65%,-45.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/26/2021,416.27,,,,,,,,,,3.81%,416.27,15.85,442.30,197.06,280.57,89%,6%,3.58%,8.04%,10.40%,273.03%,273.03%,0,5.65%,-46.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/1/2021,410.36,,,,,,,,,,3.86%,410.36,15.85,442.30,197.06,280.57,87%,8%,3.58%,8.04%,10.55%,278.40%,278.40%,0,5.65%,-47.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/2/2021,413.87,,,,,,,,,,3.83%,413.87,15.85,442.30,197.06,280.57,88%,7%,3.58%,8.04%,10.46%,275.19%,275.19%,0,5.65%,-46.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/3/2021,422.81,,,,,,,,,,3.75%,422.81,15.85,442.30,197.06,280.57,92%,5%,3.58%,8.04%,10.24%,267.26%,267.26%,0,5.65%,-45.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/4/2021,416.56,,,,,,,,,,3.80%,416.56,15.85,442.30,197.06,280.57,90%,6%,3.58%,8.04%,10.39%,272.77%,272.77%,0,5.65%,-46.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/5/2021,427.40,,,,,,,,,,3.71%,427.40,15.85,442.30,197.06,280.57,94%,3%,3.58%,8.04%,10.13%,263.31%,263.31%,0,5.65%,-45.03%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/8/2021,444.88,,,,,,,,,,3.56%,444.88,15.85,442.30,197.06,280.57,101%,-1%,3.58%,8.04%,9.73%,249.04%,249.04%,0,5.65%,-42.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/9/2021,436.92,,,,,,,,,,3.63%,436.92,15.85,442.30,197.06,280.57,98%,1%,3.58%,8.04%,9.91%,255.39%,255.39%,0,5.65%,-43.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/10/2021,435.70,,,,,,,,,,3.64%,435.70,15.85,442.30,197.06,280.57,97%,2%,3.58%,8.04%,9.93%,256.39%,256.39%,0,5.65%,-43.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/11/2021,415.14,,,,,,,,,,3.82%,415.14,15.85,442.30,197.06,280.57,89%,7%,3.58%,8.04%,10.43%,274.04%,274.04%,0,5.65%,-46.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/12/2021,418.41,,,,,,,,,,3.79%,418.41,15.85,442.30,197.06,280.57,90%,6%,3.58%,8.04%,10.34%,271.12%,271.12%,0,5.65%,-46.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/15/2021,414.12,,,,,,,,,,3.83%,414.12,15.85,442.30,197.06,280.57,89%,7%,3.58%,8.04%,10.45%,274.97%,274.97%,0,5.65%,-46.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/16/2021,412.94,,,,,,,,,,3.84%,412.94,15.85,442.30,197.06,280.57,88%,7%,3.58%,8.04%,10.48%,276.03%,276.03%,0,5.65%,-46.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/17/2021,420.56,,,,,,,,,,3.77%,420.56,15.85,442.30,197.06,280.57,91%,5%,3.58%,8.04%,10.29%,269.22%,269.22%,0,5.65%,-45.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/18/2021,431.26,,,,,,,,,,3.67%,431.26,15.85,442.30,197.06,280.57,95%,3%,3.58%,8.04%,10.04%,260.06%,260.06%,0,5.65%,-44.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/19/2021,420.81,,,,,,,,,,3.77%,420.81,15.85,442.30,197.06,280.57,91%,5%,3.58%,8.04%,10.28%,269.01%,269.01%,0,5.65%,-45.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/22/2021,415.09,,,,,,,,,,3.82%,415.09,15.85,442.30,197.06,280.57,89%,7%,3.58%,8.04%,10.43%,274.08%,274.08%,0,5.65%,-46.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/23/2021,414.46,,,,,,,,,,3.82%,414.46,15.85,442.30,197.06,280.57,89%,7%,3.58%,8.04%,10.44%,274.66%,274.66%,0,5.65%,-46.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/24/2021,413.82,,,,,,,,,,3.83%,413.82,15.85,442.30,197.06,280.57,88%,7%,3.58%,8.04%,10.46%,275.23%,275.23%,0,5.65%,-46.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/25/2021,411.58,,,,,,,,,,3.85%,411.58,15.85,442.30,197.06,280.57,87%,7%,3.58%,8.04%,10.52%,277.28%,277.28%,0,5.65%,-47.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/26/2021,412.85,,,,,,,,,,3.84%,412.85,15.85,442.30,197.06,280.57,88%,7%,3.58%,8.04%,10.48%,276.12%,276.12%,0,5.65%,-46.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/29/2021,408.35,,,,,,,,,,3.88%,408.35,15.85,442.30,197.06,280.57,86%,8%,3.58%,8.04%,10.60%,280.26%,280.26%,0,5.65%,-47.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/30/2021,420.61,,,,,,,,,,3.77%,420.61,15.85,442.30,197.06,280.57,91%,5%,3.58%,8.04%,10.29%,269.18%,269.18%,0,5.65%,-45.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/31/2021,413.34,,,,,,,,,,3.83%,413.34,15.85,442.30,197.06,280.57,88%,7%,3.58%,8.04%,10.47%,275.68%,275.68%,0,5.65%,-46.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/1/2021,413.34,,,,,,,,,,3.83%,413.34,15.85,442.30,197.06,280.57,88%,7%,3.58%,8.04%,10.47%,275.68%,275.68%,0,5.65%,-46.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/6/2021,416.90,,,,,,,,,,3.80%,416.90,15.85,442.30,197.06,280.57,90%,6%,3.58%,8.04%,10.38%,272.46%,272.46%,0,5.65%,-46.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/7/2021,423.83,,,,,,,,,,3.74%,423.83,15.85,442.30,197.06,280.57,92%,4%,3.58%,8.04%,10.21%,266.37%,266.37%,0,5.65%,-45.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/8/2021,429.74,,,,,,,,,,3.69%,429.74,15.85,442.30,197.06,280.57,95%,3%,3.58%,8.04%,10.07%,261.33%,261.33%,0,5.65%,-44.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/9/2021,427.20,,,,,,,,,,3.71%,427.20,15.85,442.30,197.06,280.57,94%,4%,3.58%,8.04%,10.13%,263.48%,263.48%,0,5.65%,-45.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/12/2021,422.47,,,,,,,,,,3.75%,422.47,15.85,442.30,197.06,280.57,92%,5%,3.58%,8.04%,10.24%,267.56%,267.56%,0,5.65%,-45.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/13/2021,416.95,,,,,,,,,,3.80%,416.95,15.85,442.30,197.06,280.57,90%,6%,3.58%,8.04%,10.38%,272.42%,272.42%,0,5.65%,-46.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/14/2021,418.90,,,,,,,,,,3.78%,418.90,15.85,442.30,197.06,280.57,90%,6%,3.58%,8.04%,10.33%,270.68%,270.68%,0,5.65%,-46.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/15/2021,411.33,,,,,,,,,,3.85%,411.33,15.85,442.30,197.06,280.57,87%,8%,3.58%,8.04%,10.52%,277.50%,277.50%,0,5.65%,-47.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/16/2021,417.49,,,,,,,,,,3.80%,417.49,15.85,442.30,197.06,280.57,90%,6%,3.58%,8.04%,10.37%,271.94%,271.94%,0,5.65%,-46.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/19/2021,418.12,,,,,,,,,,3.79%,418.12,15.85,442.30,197.06,280.57,90%,6%,3.58%,8.04%,10.35%,271.38%,271.38%,0,5.65%,-46.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/20/2021,407.52,,,,,,,,,,3.89%,407.52,15.85,442.30,197.06,280.57,86%,9%,3.58%,8.04%,10.62%,281.03%,281.03%,0,5.65%,-47.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/21/2021,406.16,,,,,,,,,,3.90%,406.16,15.85,442.30,197.06,280.57,85%,9%,3.58%,8.04%,10.66%,282.32%,282.32%,0,5.65%,-47.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/22/2021,405.81,,,,,,,,,,3.91%,405.81,15.85,442.30,197.06,280.57,85%,9%,3.58%,8.04%,10.66%,282.64%,282.64%,0,5.65%,-47.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/23/2021,409.23,,,,,,,,,,3.87%,409.23,15.85,442.30,197.06,280.57,87%,8%,3.58%,8.04%,10.58%,279.44%,279.44%,0,5.65%,-47.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/26/2021,412.90,,,,,,,,,,3.84%,412.90,15.85,442.30,197.06,280.57,88%,7%,3.58%,8.04%,10.48%,276.08%,276.08%,0,5.65%,-46.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/27/2021,430.13,,,,,,,,,,3.68%,430.13,15.85,442.30,197.06,280.57,95%,3%,3.58%,8.04%,10.06%,261.00%,261.00%,0,5.65%,-44.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/28/2021,433.02,,,,,,,,,,3.66%,433.02,15.85,442.30,197.06,280.57,96%,2%,3.58%,8.04%,9.99%,258.60%,258.60%,0,5.65%,-44.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/29/2021,443.71,,,,,,,,,,3.57%,443.71,15.85,442.30,197.06,280.57,101%,0%,3.58%,8.04%,9.75%,249.96%,249.96%,0,5.65%,-42.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/30/2021,442.25,,,,,,,,,,3.58%,442.25,15.85,442.30,197.06,280.57,100%,0%,3.58%,8.04%,9.79%,251.12%,251.12%,0,5.65%,-43.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/3/2021,,,,,,,,,,,3.58%,442.25,15.85,442.30,197.06,280.57,100%,0%,3.58%,8.04%,9.79%,251.12%,251.12%,0,5.65%,-43.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/4/2021,430.92,,,,,,,,,,3.68%,430.92,15.85,442.30,197.06,280.57,95%,3%,3.58%,8.04%,10.04%,260.35%,260.35%,0,5.65%,-44.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/5/2021,443.81,,,,,,,,,,3.57%,443.81,15.85,442.30,197.06,280.57,101%,0%,3.58%,8.04%,9.75%,249.88%,249.88%,0,5.65%,-42.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/6/2021,444.54,,,,,,,,,,3.57%,444.54,15.85,442.30,197.06,280.57,101%,-1%,3.58%,8.04%,9.74%,249.30%,249.30%,0,5.65%,-42.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/7/2021,440.68,,,,,,,,,,3.60%,440.68,15.85,442.30,197.06,280.57,99%,0%,3.58%,8.04%,9.82%,252.36%,252.36%,0,5.65%,-43.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/10/2021,443.81,,,,,,,,,,3.57%,443.81,15.85,442.30,197.06,280.57,101%,0%,3.58%,8.04%,9.75%,249.88%,249.88%,0,5.65%,-42.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/11/2021,429.74,,,,,,,,,,3.69%,429.74,15.85,442.30,197.06,280.57,95%,3%,3.58%,8.04%,10.07%,261.33%,261.33%,0,5.65%,-44.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/12/2021,433.55,,,,,,,,,,3.66%,433.55,15.85,442.30,197.06,280.57,96%,2%,3.58%,8.04%,9.98%,258.16%,258.16%,0,5.65%,-44.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/13/2021,433.41,,,,,,,,,,3.66%,433.41,15.85,442.30,197.06,280.57,96%,2%,3.58%,8.04%,9.99%,258.28%,258.28%,0,5.65%,-44.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/14/2021,438.34,,,,,,,,,,3.62%,438.34,15.85,442.30,197.06,280.57,98%,1%,3.58%,8.04%,9.87%,254.25%,254.25%,0,5.65%,-43.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/17/2021,433.06,,,,,,,,,,3.66%,433.06,15.85,442.30,197.06,280.57,96%,2%,3.58%,8.04%,9.99%,258.56%,258.56%,0,5.65%,-44.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/18/2021,436.29,,,,,,,,,,3.63%,436.29,15.85,442.30,197.06,280.57,98%,1%,3.58%,8.04%,9.92%,255.91%,255.91%,0,5.65%,-43.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/19/2021,432.97,,,,,,,,,,3.66%,432.97,15.85,442.30,197.06,280.57,96%,2%,3.58%,8.04%,10.00%,258.64%,258.64%,0,5.65%,-44.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/20/2021,435.55,,,,,,,,,,3.64%,435.55,15.85,442.30,197.06,280.57,97%,2%,3.58%,8.04%,9.94%,256.51%,256.51%,0,5.65%,-43.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/21/2021,434.09,,,,,,,,,,3.65%,434.09,15.85,442.30,197.06,280.57,97%,2%,3.58%,8.04%,9.97%,257.71%,257.71%,0,5.65%,-44.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/24/2021,436.14,,,,,,,,,,3.63%,436.14,15.85,442.30,197.06,280.57,97%,1%,3.58%,8.04%,9.92%,256.03%,256.03%,0,5.65%,-43.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/25/2021,439.46,,,,,,,,,,3.61%,439.46,15.85,442.30,197.06,280.57,99%,1%,3.58%,8.04%,9.85%,253.34%,253.34%,0,5.65%,-43.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/26/2021,436.43,,,,,,,,,,3.63%,436.43,15.85,442.30,197.06,280.57,98%,1%,3.58%,8.04%,9.92%,255.79%,255.79%,0,5.65%,-43.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/27/2021,439.71,,,,,,,,,,3.60%,439.71,15.85,442.30,197.06,280.57,99%,1%,3.58%,8.04%,9.84%,253.15%,253.15%,0,5.65%,-43.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/28/2021,444.69,,,,,,,,,,3.56%,444.69,15.85,442.30,197.06,280.57,101%,-1%,3.58%,8.04%,9.73%,249.19%,249.19%,0,5.65%,-42.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/31/2021,,,,,,,,,,,3.56%,444.69,15.85,442.30,197.06,280.57,101%,-1%,3.58%,8.04%,9.73%,249.19%,249.19%,0,5.65%,-42.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/1/2021,435.90,,,,,,,,,,3.64%,435.90,15.85,442.30,197.06,280.57,97%,1%,3.58%,8.04%,9.93%,256.23%,256.23%,0,5.65%,-43.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/2/2021,441.17,,,,,,,,,,3.59%,441.17,15.85,442.30,197.06,280.57,100%,0%,3.58%,8.04%,9.81%,251.97%,251.97%,0,5.65%,-43.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/3/2021,438.83,,,,,,,,,,3.61%,438.83,15.85,442.30,197.06,280.57,99%,1%,3.58%,8.04%,9.86%,253.85%,253.85%,0,5.65%,-43.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/4/2021,433.60,,,,,,,,,,3.65%,433.60,15.85,442.30,197.06,280.57,96%,2%,3.58%,8.04%,9.98%,258.12%,258.12%,0,5.65%,-44.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/7/2021,435.12,,,,,,,,,,3.64%,435.12,15.85,442.30,197.06,280.57,97%,2%,3.58%,8.04%,9.95%,256.87%,256.87%,0,5.65%,-44.03%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/8/2021,433.94,,,,,,,,,,3.65%,433.94,15.85,442.30,197.06,280.57,97%,2%,3.58%,8.04%,9.97%,257.83%,257.83%,0,5.65%,-44.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/9/2021,427.89,,,,,,,,,,3.70%,427.89,15.85,442.30,197.06,280.57,94%,3%,3.58%,8.04%,10.11%,262.90%,262.90%,0,5.65%,-44.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/10/2021,425.98,,,,,,,,,,3.72%,425.98,15.85,442.30,197.06,280.57,93%,4%,3.58%,8.04%,10.16%,264.52%,264.52%,0,5.65%,-45.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/11/2021,426.76,,,,,,,,,,3.71%,426.76,15.85,442.30,197.06,280.57,94%,4%,3.58%,8.04%,10.14%,263.85%,263.85%,0,5.65%,-45.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/14/2021,429.21,,,,,,,,,,3.69%,429.21,15.85,442.30,197.06,280.57,95%,3%,3.58%,8.04%,10.08%,261.78%,261.78%,0,5.65%,-44.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/15/2021,425.98,,,,,,,,,,3.72%,425.98,15.85,442.30,197.06,280.57,93%,4%,3.58%,8.04%,10.16%,264.52%,264.52%,0,5.65%,-45.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/16/2021,427.84,,,,,,,,,,3.70%,427.84,15.85,442.30,197.06,280.57,94%,3%,3.58%,8.04%,10.12%,262.94%,262.94%,0,5.65%,-44.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/17/2021,429.16,,,,,,,,,,3.69%,429.16,15.85,442.30,197.06,280.57,95%,3%,3.58%,8.04%,10.08%,261.83%,261.83%,0,5.65%,-44.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/18/2021,419.39,,,,,,,,,,3.78%,419.39,15.85,442.30,197.06,280.57,91%,5%,3.58%,8.04%,10.32%,270.25%,270.25%,0,5.65%,-46.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/21/2021,416.61,,,,,,,,,,3.80%,416.61,15.85,442.30,197.06,280.57,90%,6%,3.58%,8.04%,10.39%,272.73%,272.73%,0,5.65%,-46.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/22/2021,413.87,,,,,,,,,,3.83%,413.87,15.85,442.30,197.06,280.57,88%,7%,3.58%,8.04%,10.46%,275.19%,275.19%,0,5.65%,-46.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/23/2021,411.09,,,,,,,,,,3.86%,411.09,15.85,442.30,197.06,280.57,87%,8%,3.58%,8.04%,10.53%,277.73%,277.73%,0,5.65%,-47.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/24/2021,414.70,,,,,,,,,,3.82%,414.70,15.85,442.30,197.06,280.57,89%,7%,3.58%,8.04%,10.44%,274.44%,274.44%,0,5.65%,-46.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/25/2021,417.58,,,,,,,,,,3.80%,417.58,15.85,442.30,197.06,280.57,90%,6%,3.58%,8.04%,10.36%,271.85%,271.85%,0,5.65%,-46.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/28/2021,410.60,,,,,,,,,,3.86%,410.60,15.85,442.30,197.06,280.57,87%,8%,3.58%,8.04%,10.54%,278.18%,278.18%,0,5.65%,-47.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/29/2021,411.48,,,,,,,,,,3.85%,411.48,15.85,442.30,197.06,280.57,87%,7%,3.58%,8.04%,10.52%,277.37%,277.37%,0,5.65%,-47.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/30/2021,407.57,,,,,,,,,,3.89%,407.57,15.85,442.30,197.06,280.57,86%,9%,3.58%,8.04%,10.62%,280.99%,280.99%,0,5.65%,-47.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,7/1/2021,413.48,,,,,,,,,,3.83%,413.48,15.85,442.30,197.06,280.57,88%,7%,3.58%,8.04%,10.47%,275.54%,275.54%,0,5.65%,-46.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,7/2/2021,406.94,,,,,,,,,,3.89%,406.94,15.85,442.30,197.06,280.57,86%,9%,3.58%,8.04%,10.64%,281.58%,281.58%,0,5.65%,-47.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,7/5/2021,413.24,,,,,,,,,,3.84%,413.24,15.85,442.30,197.06,280.57,88%,7%,3.58%,8.04%,10.47%,275.76%,275.76%,0,5.65%,-46.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,7/6/2021,406.79,,,,,,,,,,3.90%,406.79,15.85,442.30,197.06,280.57,86%,9%,3.58%,8.04%,10.64%,281.72%,281.72%,0,5.65%,-47.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,7/7/2021,408.21,,,,,,,,,,3.88%,408.21,15.85,442.30,197.06,280.57,86%,8%,3.58%,8.04%,10.60%,280.39%,280.39%,0,5.65%,-47.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,7/8/2021,401.03,,,,,,,,,,3.95%,401.03,15.85,442.30,197.06,280.57,83%,10%,3.58%,8.04%,10.79%,287.20%,287.20%,0,5.65%,-48.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,7/9/2021,404.45,,,,,,,,,,3.92%,404.45,15.85,442.30,197.06,280.57,85%,9%,3.58%,8.04%,10.70%,283.93%,283.93%,0,5.65%,-47.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,7/12/2021,403.23,,,,,,,,,,3.93%,403.23,15.85,442.30,197.06,280.57,84%,10%,3.58%,8.04%,10.73%,285.09%,285.09%,0,5.65%,-48.13%,,,,,,,,,,,,
