,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,HSBA LN,HSBC,,,,,,,,,,152%,-22%,$ 1.552,80,$        538.15,$       766.20,$       1.552,80,$   1.207,87,9.36%,3.58%,5.63%,15.64%,461.09%,461.09%,152%,,,,,,,NO,,,9.10%,2.97%,6.12%,0.10%,61
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,0.00%,,HSBC - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/13/2024,699.20,,,,,,,,,,6.19%,699.20,43.28,1.207,87,538.15,766.20,24%,73%,3.58%,8.04%,6.19%,122.08%,122.08%,0,5.65%,-10.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/14/2024,706.40,,,,,,,,,,6.13%,706.40,43.28,1.207,87,538.15,766.20,25%,71%,3.58%,8.04%,6.13%,119.82%,119.82%,0,5.65%,-9.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/15/2024,701.70,,,,,,,,,,6.17%,701.70,43.28,1.207,87,538.15,766.20,24%,72%,3.58%,8.04%,6.17%,121.29%,121.29%,0,5.65%,-9.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/16/2024,696.50,,,,,,,,,,6.21%,696.50,43.28,1.207,87,538.15,766.20,24%,73%,3.58%,8.04%,6.21%,122.94%,122.94%,0,5.65%,-10.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/17/2024,697.00,,,,,,,,,,6.21%,697.00,43.28,1.207,87,538.15,766.20,24%,73%,3.58%,8.04%,6.21%,122.78%,122.78%,0,5.65%,-10.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/20/2024,695.60,,,,,,,,,,6.22%,695.60,43.28,1.207,87,538.15,766.20,24%,74%,3.58%,8.04%,6.22%,123.23%,123.23%,0,5.65%,-10.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/21/2024,697.70,,,,,,,,,,6.20%,697.70,43.28,1.207,87,538.15,766.20,24%,73%,3.58%,8.04%,6.20%,122.56%,122.56%,0,5.65%,-10.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/22/2024,692.80,,,,,,,,,,6.25%,692.80,43.28,1.207,87,538.15,766.20,23%,74%,3.58%,8.04%,6.25%,124.13%,124.13%,0,5.65%,-10.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/23/2024,691.40,,,,,,,,,,6.26%,691.40,43.28,1.207,87,538.15,766.20,23%,75%,3.58%,8.04%,6.26%,124.59%,124.59%,0,5.65%,-11.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/24/2024,693.40,,,,,,,,,,6.24%,693.40,43.28,1.207,87,538.15,766.20,23%,74%,3.58%,8.04%,6.24%,123.94%,123.94%,0,5.65%,-10.81%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/27/2024,,,,,,,,,,,6.24%,693.40,43.28,1.207,87,538.15,766.20,23%,74%,3.58%,8.04%,6.24%,123.94%,123.94%,0,5.65%,-10.81%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/28/2024,688.00,,,,,,,,,,6.29%,688.00,43.28,1.207,87,538.15,766.20,22%,76%,3.58%,8.04%,6.29%,125.70%,125.70%,0,5.65%,-11.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/29/2024,685.10,,,,,,,,,,6.32%,685.10,43.28,1.207,87,538.15,766.20,22%,76%,3.58%,8.04%,6.32%,126.65%,126.65%,0,5.65%,-11.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/30/2024,692.80,,,,,,,,,,6.25%,692.80,43.28,1.207,87,538.15,766.20,23%,74%,3.58%,8.04%,6.25%,124.13%,124.13%,0,5.65%,-10.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/31/2024,696.40,,,,,,,,,,6.21%,696.40,43.28,1.207,87,538.15,766.20,24%,73%,3.58%,8.04%,6.21%,122.98%,122.98%,0,5.65%,-10.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/3/2024,693.30,,,,,,,,,,6.24%,693.30,43.28,1.207,87,538.15,766.20,23%,74%,3.58%,8.04%,6.24%,123.97%,123.97%,0,5.65%,-10.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/4/2024,690.20,,,,,,,,,,6.27%,690.20,43.28,1.207,87,538.15,766.20,23%,75%,3.58%,8.04%,6.27%,124.98%,124.98%,0,5.65%,-11.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/5/2024,685.50,,,,,,,,,,6.31%,685.50,43.28,1.207,87,538.15,766.20,22%,76%,3.58%,8.04%,6.31%,126.52%,126.52%,0,5.65%,-11.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/6/2024,692.20,,,,,,,,,,6.25%,692.20,43.28,1.207,87,538.15,766.20,23%,74%,3.58%,8.04%,6.25%,124.33%,124.33%,0,5.65%,-10.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/7/2024,694.60,,,,,,,,,,6.23%,694.60,43.28,1.207,87,538.15,766.20,23%,74%,3.58%,8.04%,6.23%,123.55%,123.55%,0,5.65%,-10.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/10/2024,693.60,,,,,,,,,,6.24%,693.60,43.28,1.207,87,538.15,766.20,23%,74%,3.58%,8.04%,6.24%,123.88%,123.88%,0,5.65%,-10.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/11/2024,677.60,,,,,,,,,,6.39%,677.60,43.28,1.207,87,538.15,766.20,21%,78%,3.58%,8.04%,6.39%,129.16%,129.16%,0,5.65%,-12.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/12/2024,681.80,,,,,,,,,,6.35%,681.80,43.28,1.207,87,538.15,766.20,21%,77%,3.58%,8.04%,6.35%,127.75%,127.75%,0,5.65%,-12.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/13/2024,673.20,,,,,,,,,,6.43%,673.20,43.28,1.207,87,538.15,766.20,20%,79%,3.58%,8.04%,6.43%,130.66%,130.66%,0,5.65%,-13.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/14/2024,676.80,,,,,,,,,,6.39%,676.80,43.28,1.207,87,538.15,766.20,21%,78%,3.58%,8.04%,6.39%,129.43%,129.43%,0,5.65%,-12.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/17/2024,683.00,,,,,,,,,,6.34%,683.00,43.28,1.207,87,538.15,766.20,22%,77%,3.58%,8.04%,6.34%,127.35%,127.35%,0,5.65%,-12.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/18/2024,686.50,,,,,,,,,,6.30%,686.50,43.28,1.207,87,538.15,766.20,22%,76%,3.58%,8.04%,6.30%,126.19%,126.19%,0,5.65%,-11.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/19/2024,693.00,,,,,,,,,,6.25%,693.00,43.28,1.207,87,538.15,766.20,23%,74%,3.58%,8.04%,6.25%,124.07%,124.07%,0,5.65%,-10.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/20/2024,697.00,,,,,,,,,,6.21%,697.00,43.28,1.207,87,538.15,766.20,24%,73%,3.58%,8.04%,6.21%,122.78%,122.78%,0,5.65%,-10.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/21/2024,683.70,,,,,,,,,,6.33%,683.70,43.28,1.207,87,538.15,766.20,22%,77%,3.58%,8.04%,6.33%,127.12%,127.12%,0,5.65%,-12.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/24/2024,690.70,,,,,,,,,,6.27%,690.70,43.28,1.207,87,538.15,766.20,23%,75%,3.58%,8.04%,6.27%,124.82%,124.82%,0,5.65%,-11.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/25/2024,687.00,,,,,,,,,,6.30%,687.00,43.28,1.207,87,538.15,766.20,22%,76%,3.58%,8.04%,6.30%,126.03%,126.03%,0,5.65%,-11.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/26/2024,688.10,,,,,,,,,,6.29%,688.10,43.28,1.207,87,538.15,766.20,22%,76%,3.58%,8.04%,6.29%,125.66%,125.66%,0,5.65%,-11.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/27/2024,689.30,,,,,,,,,,6.28%,689.30,43.28,1.207,87,538.15,766.20,23%,75%,3.58%,8.04%,6.28%,125.27%,125.27%,0,5.65%,-11.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,6/28/2024,683.90,,,,,,,,,,6.33%,683.90,43.28,1.207,87,538.15,766.20,22%,77%,3.58%,8.04%,6.33%,127.05%,127.05%,0,5.65%,-12.03%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/1/2024,690.90,,,,,,,,,,6.26%,690.90,43.28,1.207,87,538.15,766.20,23%,75%,3.58%,8.04%,6.26%,124.75%,124.75%,0,5.65%,-11.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/2/2024,688.90,,,,,,,,,,6.28%,688.90,43.28,1.207,87,538.15,766.20,23%,75%,3.58%,8.04%,6.28%,125.40%,125.40%,0,5.65%,-11.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/3/2024,685.30,,,,,,,,,,6.32%,685.30,43.28,1.207,87,538.15,766.20,22%,76%,3.58%,8.04%,6.32%,126.59%,126.59%,0,5.65%,-11.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/4/2024,691.30,,,,,,,,,,6.26%,691.30,43.28,1.207,87,538.15,766.20,23%,75%,3.58%,8.04%,6.26%,124.62%,124.62%,0,5.65%,-11.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/5/2024,673.60,,,,,,,,,,6.42%,673.60,43.28,1.207,87,538.15,766.20,20%,79%,3.58%,8.04%,6.42%,130.52%,130.52%,0,5.65%,-13.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/8/2024,672.90,,,,,,,,,,6.43%,672.90,43.28,1.207,87,538.15,766.20,20%,80%,3.58%,8.04%,6.43%,130.76%,130.76%,0,5.65%,-13.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/9/2024,669.50,,,,,,,,,,6.46%,669.50,43.28,1.207,87,538.15,766.20,20%,80%,3.58%,8.04%,6.46%,131.93%,131.93%,0,5.65%,-13.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/10/2024,670.50,,,,,,,,,,6.45%,670.50,43.28,1.207,87,538.15,766.20,20%,80%,3.58%,8.04%,6.45%,131.59%,131.59%,0,5.65%,-13.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/11/2024,669.40,,,,,,,,,,6.47%,669.40,43.28,1.207,87,538.15,766.20,20%,80%,3.58%,8.04%,6.47%,131.97%,131.97%,0,5.65%,-13.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/12/2024,671.10,,,,,,,,,,6.45%,671.10,43.28,1.207,87,538.15,766.20,20%,80%,3.58%,8.04%,6.45%,131.38%,131.38%,0,5.65%,-13.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/15/2024,663.80,,,,,,,,,,6.52%,663.80,43.28,1.207,87,538.15,766.20,19%,82%,3.58%,8.04%,6.52%,133.93%,133.93%,0,5.65%,-14.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/16/2024,664.00,,,,,,,,,,6.52%,664.00,43.28,1.207,87,538.15,766.20,19%,82%,3.58%,8.04%,6.52%,133.86%,133.86%,0,5.65%,-14.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/17/2024,666.70,,,,,,,,,,6.49%,666.70,43.28,1.207,87,538.15,766.20,19%,81%,3.58%,8.04%,6.49%,132.91%,132.91%,0,5.65%,-14.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/18/2024,663.50,,,,,,,,,,6.52%,663.50,43.28,1.207,87,538.15,766.20,19%,82%,3.58%,8.04%,6.52%,134.03%,134.03%,0,5.65%,-14.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/19/2024,660.10,,,,,,,,,,6.56%,660.10,43.28,1.207,87,538.15,766.20,18%,83%,3.58%,8.04%,6.56%,135.24%,135.24%,0,5.65%,-15.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/22/2024,667.60,,,,,,,,,,6.48%,667.60,43.28,1.207,87,538.15,766.20,19%,81%,3.58%,8.04%,6.48%,132.59%,132.59%,0,5.65%,-14.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/23/2024,666.10,,,,,,,,,,6.50%,666.10,43.28,1.207,87,538.15,766.20,19%,81%,3.58%,8.04%,6.50%,133.12%,133.12%,0,5.65%,-14.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/24/2024,663.00,,,,,,,,,,6.53%,663.00,43.28,1.207,87,538.15,766.20,19%,82%,3.58%,8.04%,6.53%,134.21%,134.21%,0,5.65%,-14.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/25/2024,661.00,,,,,,,,,,6.55%,661.00,43.28,1.207,87,538.15,766.20,18%,83%,3.58%,8.04%,6.55%,134.92%,134.92%,0,5.65%,-14.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/26/2024,665.20,,,,,,,,,,6.51%,665.20,43.28,1.207,87,538.15,766.20,19%,82%,3.58%,8.04%,6.51%,133.43%,133.43%,0,5.65%,-14.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/29/2024,670.00,,,,,,,,,,6.46%,670.00,43.28,1.207,87,538.15,766.20,20%,80%,3.58%,8.04%,6.46%,131.76%,131.76%,0,5.65%,-13.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/30/2024,676.90,,,,,,,,,,6.39%,676.90,43.28,1.207,87,538.15,766.20,21%,78%,3.58%,8.04%,6.39%,129.40%,129.40%,0,5.65%,-12.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,7/31/2024,704.00,,,,,,,,,,6.15%,704.00,43.28,1.207,87,538.15,766.20,25%,72%,3.58%,8.04%,6.15%,120.57%,120.57%,0,5.65%,-9.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/1/2024,658.50,,,,,,,,,,6.57%,658.50,43.28,1.207,87,538.15,766.20,18%,83%,3.58%,8.04%,6.57%,135.81%,135.81%,0,5.65%,-15.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/2/2024,636.30,,,,,,,,,,6.80%,636.30,43.28,1.207,87,538.15,766.20,15%,90%,3.58%,8.04%,6.80%,144.04%,144.04%,0,5.65%,-18.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/5/2024,625.80,,,,,,,,,,6.92%,625.80,43.28,1.207,87,538.15,766.20,13%,93%,3.58%,8.04%,6.92%,148.13%,148.13%,0,5.65%,-19.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/6/2024,628.00,,,,,,,,,,6.89%,628.00,43.28,1.207,87,538.15,766.20,13%,92%,3.58%,8.04%,6.89%,147.26%,147.26%,0,5.65%,-19.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/7/2024,640.60,,,,,,,,,,6.76%,640.60,43.28,1.207,87,538.15,766.20,15%,89%,3.58%,8.04%,6.76%,142.40%,142.40%,0,5.65%,-17.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/8/2024,639.60,,,,,,,,,,6.77%,639.60,43.28,1.207,87,538.15,766.20,15%,89%,3.58%,8.04%,6.77%,142.78%,142.78%,0,5.65%,-17.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/9/2024,642.50,,,,,,,,,,6.74%,642.50,43.28,1.207,87,538.15,766.20,16%,88%,3.58%,8.04%,6.74%,141.68%,141.68%,0,5.65%,-17.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/12/2024,643.90,,,,,,,,,,6.72%,643.90,43.28,1.207,87,538.15,766.20,16%,88%,3.58%,8.04%,6.72%,141.16%,141.16%,0,5.65%,-17.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/13/2024,645.50,,,,,,,,,,6.70%,645.50,43.28,1.207,87,538.15,766.20,16%,87%,3.58%,8.04%,6.70%,140.56%,140.56%,0,5.65%,-16.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/14/2024,649.80,,,,,,,,,,6.66%,649.80,43.28,1.207,87,538.15,766.20,17%,86%,3.58%,8.04%,6.66%,138.97%,138.97%,0,5.65%,-16.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/15/2024,655.80,,,,,,,,,,6.60%,655.80,43.28,1.207,87,538.15,766.20,18%,84%,3.58%,8.04%,6.60%,136.78%,136.78%,0,5.65%,-15.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/16/2024,656.60,,,,,,,,,,6.59%,656.60,43.28,1.207,87,538.15,766.20,18%,84%,3.58%,8.04%,6.59%,136.49%,136.49%,0,5.65%,-15.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/19/2024,663.60,,,,,,,,,,6.52%,663.60,43.28,1.207,87,538.15,766.20,19%,82%,3.58%,8.04%,6.52%,134.00%,134.00%,0,5.65%,-14.64%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/20/2024,651.10,,,,,,,,,,6.65%,651.10,43.28,1.207,87,538.15,766.20,17%,86%,3.58%,8.04%,6.65%,138.49%,138.49%,0,5.65%,-16.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/21/2024,653.50,,,,,,,,,,6.62%,653.50,43.28,1.207,87,538.15,766.20,17%,85%,3.58%,8.04%,6.62%,137.61%,137.61%,0,5.65%,-15.94%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/22/2024,654.10,,,,,,,,,,6.62%,654.10,43.28,1.207,87,538.15,766.20,17%,85%,3.58%,8.04%,6.62%,137.39%,137.39%,0,5.65%,-15.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/23/2024,654.70,,,,,,,,,,6.61%,654.70,43.28,1.207,87,538.15,766.20,17%,84%,3.58%,8.04%,6.61%,137.18%,137.18%,0,5.65%,-15.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/26/2024,,,,,,,,,,,6.61%,654.70,43.28,1.207,87,538.15,766.20,17%,84%,3.58%,8.04%,6.61%,137.18%,137.18%,0,5.65%,-15.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/27/2024,660.90,,,,,,,,,,6.55%,660.90,43.28,1.207,87,538.15,766.20,18%,83%,3.58%,8.04%,6.55%,134.95%,134.95%,0,5.65%,-14.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/28/2024,659.70,,,,,,,,,,6.56%,659.70,43.28,1.207,87,538.15,766.20,18%,83%,3.58%,8.04%,6.56%,135.38%,135.38%,0,5.65%,-15.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/29/2024,660.80,,,,,,,,,,6.55%,660.80,43.28,1.207,87,538.15,766.20,18%,83%,3.58%,8.04%,6.55%,134.99%,134.99%,0,5.65%,-15.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/30/2024,666.70,,,,,,,,,,6.49%,666.70,43.28,1.207,87,538.15,766.20,19%,81%,3.58%,8.04%,6.49%,132.91%,132.91%,0,5.65%,-14.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/2/2024,665.90,,,,,,,,,,6.50%,665.90,43.28,1.207,87,538.15,766.20,19%,81%,3.58%,8.04%,6.50%,133.19%,133.19%,0,5.65%,-14.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/3/2024,658.40,,,,,,,,,,6.57%,658.40,43.28,1.207,87,538.15,766.20,18%,83%,3.58%,8.04%,6.57%,135.84%,135.84%,0,5.65%,-15.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/4/2024,658.70,,,,,,,,,,6.57%,658.70,43.28,1.207,87,538.15,766.20,18%,83%,3.58%,8.04%,6.57%,135.74%,135.74%,0,5.65%,-15.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/5/2024,660.90,,,,,,,,,,6.55%,660.90,43.28,1.207,87,538.15,766.20,18%,83%,3.58%,8.04%,6.55%,134.95%,134.95%,0,5.65%,-14.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/6/2024,648.80,,,,,,,,,,6.67%,648.80,43.28,1.207,87,538.15,766.20,17%,86%,3.58%,8.04%,6.67%,139.33%,139.33%,0,5.65%,-16.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/9/2024,661.10,,,,,,,,,,6.55%,661.10,43.28,1.207,87,538.15,766.20,18%,83%,3.58%,8.04%,6.55%,134.88%,134.88%,0,5.65%,-14.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/10/2024,649.00,,,,,,,,,,6.67%,649.00,43.28,1.207,87,538.15,766.20,17%,86%,3.58%,8.04%,6.67%,139.26%,139.26%,0,5.65%,-16.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/11/2024,649.10,,,,,,,,,,6.67%,649.10,43.28,1.207,87,538.15,766.20,17%,86%,3.58%,8.04%,6.67%,139.22%,139.22%,0,5.65%,-16.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/12/2024,655.60,,,,,,,,,,6.60%,655.60,43.28,1.207,87,538.15,766.20,18%,84%,3.58%,8.04%,6.60%,136.85%,136.85%,0,5.65%,-15.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/13/2024,658.70,,,,,,,,,,6.57%,658.70,43.28,1.207,87,538.15,766.20,18%,83%,3.58%,8.04%,6.57%,135.74%,135.74%,0,5.65%,-15.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/16/2024,654.70,,,,,,,,,,6.61%,654.70,43.28,1.207,87,538.15,766.20,17%,84%,3.58%,8.04%,6.61%,137.18%,137.18%,0,5.65%,-15.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/17/2024,661.80,,,,,,,,,,6.54%,661.80,43.28,1.207,87,538.15,766.20,18%,83%,3.58%,8.04%,6.54%,134.63%,134.63%,0,5.65%,-14.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/18/2024,658.30,,,,,,,,,,6.57%,658.30,43.28,1.207,87,538.15,766.20,18%,83%,3.58%,8.04%,6.57%,135.88%,135.88%,0,5.65%,-15.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/19/2024,669.30,,,,,,,,,,6.47%,669.30,43.28,1.207,87,538.15,766.20,20%,80%,3.58%,8.04%,6.47%,132.00%,132.00%,0,5.65%,-13.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/20/2024,660.50,,,,,,,,,,6.55%,660.50,43.28,1.207,87,538.15,766.20,18%,83%,3.58%,8.04%,6.55%,135.09%,135.09%,0,5.65%,-15.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/23/2024,670.70,,,,,,,,,,6.45%,670.70,43.28,1.207,87,538.15,766.20,20%,80%,3.58%,8.04%,6.45%,131.52%,131.52%,0,5.65%,-13.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/24/2024,672.20,,,,,,,,,,6.44%,672.20,43.28,1.207,87,538.15,766.20,20%,80%,3.58%,8.04%,6.44%,131.00%,131.00%,0,5.65%,-13.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/25/2024,665.80,,,,,,,,,,6.50%,665.80,43.28,1.207,87,538.15,766.20,19%,81%,3.58%,8.04%,6.50%,133.22%,133.22%,0,5.65%,-14.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/26/2024,679.80,,,,,,,,,,6.37%,679.80,43.28,1.207,87,538.15,766.20,21%,78%,3.58%,8.04%,6.37%,128.42%,128.42%,0,5.65%,-12.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/27/2024,680.90,,,,,,,,,,6.36%,680.90,43.28,1.207,87,538.15,766.20,21%,77%,3.58%,8.04%,6.36%,128.05%,128.05%,0,5.65%,-12.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/30/2024,669.20,,,,,,,,,,6.47%,669.20,43.28,1.207,87,538.15,766.20,20%,80%,3.58%,8.04%,6.47%,132.04%,132.04%,0,5.65%,-13.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/1/2024,664.70,,,,,,,,,,6.51%,664.70,43.28,1.207,87,538.15,766.20,19%,82%,3.58%,8.04%,6.51%,133.61%,133.61%,0,5.65%,-14.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/2/2024,676.00,,,,,,,,,,6.40%,676.00,43.28,1.207,87,538.15,766.20,21%,79%,3.58%,8.04%,6.40%,129.70%,129.70%,0,5.65%,-13.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/3/2024,685.00,,,,,,,,,,6.32%,685.00,43.28,1.207,87,538.15,766.20,22%,76%,3.58%,8.04%,6.32%,126.69%,126.69%,0,5.65%,-11.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/4/2024,691.80,,,,,,,,,,6.26%,691.80,43.28,1.207,87,538.15,766.20,23%,75%,3.58%,8.04%,6.26%,124.46%,124.46%,0,5.65%,-11.02%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/7/2024,695.20,,,,,,,,,,6.23%,695.20,43.28,1.207,87,538.15,766.20,23%,74%,3.58%,8.04%,6.23%,123.36%,123.36%,0,5.65%,-10.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/8/2024,666.00,,,,,,,,,,6.50%,666.00,43.28,1.207,87,538.15,766.20,19%,81%,3.58%,8.04%,6.50%,133.15%,133.15%,0,5.65%,-14.33%,,,,,,,,,,,,
