,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,Lotus Bakeries NV - Rating: 98% - Upside: 1%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2018,4/5/2018,€                                                  2.350,00,,,1/19/2026,,1/20/2026,,,,,0.83%,€       2.350,00,19.50,4.696,90,1.633,97,2.696,33,23%,100%,0.42%,1.19%,1.91%,356.17%,358.23%,48.5,0.72%,-9.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/6/2018,€                                                  2.330,00,,,1/26/2026,,1/26/2026,,,,,0.84%,€       2.330,00,19.50,4.696,90,1.633,97,2.696,33,23%,102%,0.42%,1.19%,1.93%,360.09%,362.17%,48.5,0.72%,-10.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/9/2018,€                                                  2.340,00,,,2/2/2026,,2/2/2026,,,,,0.83%,€       2.340,00,19.50,4.696,90,1.633,97,2.696,33,23%,101%,0.42%,1.19%,1.92%,358.12%,360.19%,48.5,0.72%,-9.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/10/2018,€                                                  2.400,00,,,2/9/2026,,2/9/2026,,,,,0.81%,€       2.400,00,19.50,4.696,90,1.633,97,2.696,33,25%,96%,0.42%,1.19%,1.88%,346.67%,348.69%,48.5,0.72%,-7.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/11/2018,€                                                  2.400,00,,,2/16/2026,,2/17/2026,,,,,0.81%,€       2.400,00,19.50,4.696,90,1.633,97,2.696,33,25%,96%,0.42%,1.19%,1.88%,346.67%,348.69%,48.5,0.72%,-7.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/12/2018,€                                                  2.400,00,,,2/23/2026,,2/23/2026,,,,,0.81%,€       2.400,00,19.50,4.696,90,1.633,97,2.696,33,25%,96%,0.42%,1.19%,1.88%,346.67%,348.69%,48.5,0.72%,-7.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/13/2018,€                                                  2.390,00,,,3/2/2026,,3/2/2026,,,,,0.82%,€       2.390,00,19.50,4.696,90,1.633,97,2.696,33,25%,97%,0.42%,1.19%,1.88%,348.54%,350.56%,48.5,0.72%,-8.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/16/2018,€                                                  2.400,00,,,3/9/2026,,3/9/2026,,,,,0.81%,€       2.400,00,19.50,4.696,90,1.633,97,2.696,33,25%,96%,0.42%,1.19%,1.88%,346.67%,348.69%,48.5,0.72%,-7.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/17/2018,€                                                  2.430,00,,,3/16/2026,,3/16/2026,,,,,0.80%,€       2.430,00,19.50,4.696,90,1.633,97,2.696,33,26%,93%,0.42%,1.19%,1.85%,341.15%,343.15%,48.5,0.72%,-6.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/18/2018,€                                                  2.430,00,,,3/23/2026,,3/23/2026,,,,,0.80%,€       2.430,00,19.50,4.696,90,1.633,97,2.696,33,26%,93%,0.42%,1.19%,1.85%,341.15%,343.15%,48.5,0.72%,-6.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/19/2018,€                                                  2.390,00,,,3/30/2026,,3/30/2026,,,,,0.82%,€       2.390,00,19.50,4.696,90,1.633,97,2.696,33,25%,97%,0.42%,1.19%,1.88%,348.54%,350.56%,48.5,0.72%,-8.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/20/2018,€                                                  2.340,00,,,4/7/2026,,4/6/2026,,,,,0.83%,€       2.340,00,19.50,4.696,90,1.633,97,2.696,33,23%,101%,0.42%,1.19%,1.92%,358.12%,360.19%,48.5,0.72%,-9.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/23/2018,€                                                  2.400,00,,,4/13/2026,,4/13/2026,,,,,0.81%,€       2.400,00,19.50,4.696,90,1.633,97,2.696,33,25%,96%,0.42%,1.19%,1.88%,346.67%,348.69%,48.5,0.72%,-7.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/24/2018,€                                                   2.410,00,,,4/20/2026,,4/20/2026,,,,,0.81%,€        2.410,00,19.50,4.696,90,1.633,97,2.696,33,25%,95%,0.42%,1.19%,1.87%,344.81%,346.83%,48.5,0.72%,-7.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/25/2018,€                                                  2.380,00,,,4/27/2026,,4/27/2026,,,,,0.82%,€       2.380,00,19.50,4.696,90,1.633,97,2.696,33,24%,97%,0.42%,1.19%,1.89%,350.42%,352.46%,48.5,0.72%,-8.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/26/2018,€                                                  2.390,00,,,5/4/2026,,5/4/2026,,,,,0.82%,€       2.390,00,19.50,4.696,90,1.633,97,2.696,33,25%,97%,0.42%,1.19%,1.88%,348.54%,350.56%,48.5,0.72%,-8.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/27/2018,€                                                  2.360,00,,,5/11/2026,,5/11/2026,,,,,0.83%,€       2.360,00,19.50,4.696,90,1.633,97,2.696,33,24%,99%,0.42%,1.19%,1.91%,354.24%,356.29%,48.5,0.72%,-9.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/30/2018,€                                                  2.350,00,,,5/18/2026,,5/18/2026,,,,,0.83%,€       2.350,00,19.50,4.696,90,1.633,97,2.696,33,23%,100%,0.42%,1.19%,1.91%,356.17%,358.23%,48.5,0.72%,-9.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/2/2018,€                                                  2.350,00,,,5/25/2026,,5/26/2026,,,,,0.83%,€       2.350,00,19.50,4.696,90,1.633,97,2.696,33,23%,100%,0.42%,1.19%,1.91%,356.17%,358.23%,48.5,0.72%,-9.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/3/2018,€                                                  2.330,00,,,6/1/2026,,6/1/2026,,,,,0.84%,€       2.330,00,19.50,4.696,90,1.633,97,2.696,33,23%,102%,0.42%,1.19%,1.93%,360.09%,362.17%,48.5,0.72%,-10.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/4/2018,€                                                  2.330,00,,,6/8/2026,,6/8/2026,,,,,0.84%,€       2.330,00,19.50,4.696,90,1.633,97,2.696,33,23%,102%,0.42%,1.19%,1.93%,360.09%,362.17%,48.5,0.72%,-10.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/7/2018,€                                                  2.350,00,,,6/15/2026,,6/15/2026,,,,,0.83%,€       2.350,00,19.50,4.696,90,1.633,97,2.696,33,23%,100%,0.42%,1.19%,1.91%,356.17%,358.23%,48.5,0.72%,-9.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/8/2018,€                                                  2.370,00,,,6/22/2026,,6/22/2026,,,,,0.82%,€       2.370,00,19.50,4.696,90,1.633,97,2.696,33,24%,98%,0.42%,1.19%,1.90%,352.32%,354.37%,48.5,0.72%,-8.81%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/9/2018,€                                                  2.380,00,,,6/29/2026,,6/29/2026,,,,,0.82%,€       2.380,00,19.50,4.696,90,1.633,97,2.696,33,24%,97%,0.42%,1.19%,1.89%,350.42%,352.46%,48.5,0.72%,-8.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/10/2018,€                                                  2.380,00,,,7/6/2026,,7/6/2026,,,,,0.82%,€       2.380,00,19.50,4.696,90,1.633,97,2.696,33,24%,97%,0.42%,1.19%,1.89%,350.42%,352.46%,48.5,0.72%,-8.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/11/2018,€                                                  2.350,00,,,7/13/2026,,7/13/2026,,,,,0.83%,€       2.350,00,19.50,4.696,90,1.633,97,2.696,33,23%,100%,0.42%,1.19%,1.91%,356.17%,358.23%,48.5,0.72%,-9.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/14/2018,€                                                  2.340,00,,,7/20/2026,,7/20/2026,,,,,0.83%,€       2.340,00,19.50,4.696,90,1.633,97,2.696,33,23%,101%,0.42%,1.19%,1.92%,358.12%,360.19%,48.5,0.72%,-9.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/15/2018,€                                                   2.310,00,,,,,,,,,,0.84%,€        2.310,00,19.50,4.696,90,1.633,97,2.696,33,22%,103%,0.42%,1.19%,1.95%,364.07%,366.17%,48.5,0.72%,-11.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/16/2018,€                                                  2.330,00,,,,,,,,,,0.84%,€       2.330,00,19.50,4.696,90,1.633,97,2.696,33,23%,102%,0.42%,1.19%,1.93%,360.09%,362.17%,48.5,0.72%,-10.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/17/2018,€                                                   2.310,00,,,,,,,,,,0.84%,€        2.310,00,19.50,4.696,90,1.633,97,2.696,33,22%,103%,0.42%,1.19%,1.95%,364.07%,366.17%,48.5,0.72%,-11.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/18/2018,€                                                   2.310,00,,,,,,,,,,0.84%,€        2.310,00,19.50,4.696,90,1.633,97,2.696,33,22%,103%,0.42%,1.19%,1.95%,364.07%,366.17%,48.5,0.72%,-11.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/21/2018,€                                                  2.330,00,,,,,,,,,,0.84%,€       2.330,00,19.50,4.696,90,1.633,97,2.696,33,23%,102%,0.42%,1.19%,1.93%,360.09%,362.17%,48.5,0.72%,-10.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/22/2018,€                                                  2.320,00,,,,,,,,,,0.84%,€       2.320,00,19.50,4.696,90,1.633,97,2.696,33,22%,102%,0.42%,1.19%,1.94%,362.07%,364.16%,48.5,0.72%,-10.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/23/2018,€                                                  2.330,00,,,,,,,,,,0.84%,€       2.330,00,19.50,4.696,90,1.633,97,2.696,33,23%,102%,0.42%,1.19%,1.93%,360.09%,362.17%,48.5,0.72%,-10.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/24/2018,€                                                  2.330,00,,,,,,,,,,0.84%,€       2.330,00,19.50,4.696,90,1.633,97,2.696,33,23%,102%,0.42%,1.19%,1.93%,360.09%,362.17%,48.5,0.72%,-10.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/25/2018,€                                                   2.310,00,,,,,,,,,,0.84%,€        2.310,00,19.50,4.696,90,1.633,97,2.696,33,22%,103%,0.42%,1.19%,1.95%,364.07%,366.17%,48.5,0.72%,-11.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/28/2018,€                                                   2.310,00,,,,,,,,,,0.84%,€        2.310,00,19.50,4.696,90,1.633,97,2.696,33,22%,103%,0.42%,1.19%,1.95%,364.07%,366.17%,48.5,0.72%,-11.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/29/2018,€                                                   2.310,00,,,,,,,,,,0.84%,€        2.310,00,19.50,4.696,90,1.633,97,2.696,33,22%,103%,0.42%,1.19%,1.95%,364.07%,366.17%,48.5,0.72%,-11.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/30/2018,€                                                  2.320,00,,,,,,,,,,0.84%,€       2.320,00,19.50,4.696,90,1.633,97,2.696,33,22%,102%,0.42%,1.19%,1.94%,362.07%,364.16%,48.5,0.72%,-10.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/31/2018,€                                                  2.350,00,,,,,,,,,,0.83%,€       2.350,00,19.50,4.696,90,1.633,97,2.696,33,23%,100%,0.42%,1.19%,1.91%,356.17%,358.23%,48.5,0.72%,-9.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/1/2018,€                                                  2.340,00,,,,,,,,,,0.83%,€       2.340,00,19.50,4.696,90,1.633,97,2.696,33,23%,101%,0.42%,1.19%,1.92%,358.12%,360.19%,48.5,0.72%,-9.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/4/2018,€                                                  2.360,00,,,,,,,,,,0.83%,€       2.360,00,19.50,4.696,90,1.633,97,2.696,33,24%,99%,0.42%,1.19%,1.91%,354.24%,356.29%,48.5,0.72%,-9.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/5/2018,€                                                  2.350,00,,,,,,,,,,0.83%,€       2.350,00,19.50,4.696,90,1.633,97,2.696,33,23%,100%,0.42%,1.19%,1.91%,356.17%,358.23%,48.5,0.72%,-9.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/6/2018,€                                                  2.430,00,,,,,,,,,,0.80%,€       2.430,00,19.50,4.696,90,1.633,97,2.696,33,26%,93%,0.42%,1.19%,1.85%,341.15%,343.15%,48.5,0.72%,-6.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/7/2018,€                                                   2.410,00,,,,,,,,,,0.81%,€        2.410,00,19.50,4.696,90,1.633,97,2.696,33,25%,95%,0.42%,1.19%,1.87%,344.81%,346.83%,48.5,0.72%,-7.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/8/2018,€                                                  2.400,00,,,,,,,,,,0.81%,€       2.400,00,19.50,4.696,90,1.633,97,2.696,33,25%,96%,0.42%,1.19%,1.88%,346.67%,348.69%,48.5,0.72%,-7.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/11/2018,€                                                  2.380,00,,,,,,,,,,0.82%,€       2.380,00,19.50,4.696,90,1.633,97,2.696,33,24%,97%,0.42%,1.19%,1.89%,350.42%,352.46%,48.5,0.72%,-8.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/12/2018,€                                                  2.400,00,,,,,,,,,,0.81%,€       2.400,00,19.50,4.696,90,1.633,97,2.696,33,25%,96%,0.42%,1.19%,1.88%,346.67%,348.69%,48.5,0.72%,-7.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/13/2018,€                                                   2.410,00,,,,,,,,,,0.81%,€        2.410,00,19.50,4.696,90,1.633,97,2.696,33,25%,95%,0.42%,1.19%,1.87%,344.81%,346.83%,48.5,0.72%,-7.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/14/2018,€                                                  2.390,00,,,,,,,,,,0.82%,€       2.390,00,19.50,4.696,90,1.633,97,2.696,33,25%,97%,0.42%,1.19%,1.88%,348.54%,350.56%,48.5,0.72%,-8.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/15/2018,€                                                  2.390,00,,,,,,,,,,0.82%,€       2.390,00,19.50,4.696,90,1.633,97,2.696,33,25%,97%,0.42%,1.19%,1.88%,348.54%,350.56%,48.5,0.72%,-8.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/18/2018,€                                                  2.370,00,,,,,,,,,,0.82%,€       2.370,00,19.50,4.696,90,1.633,97,2.696,33,24%,98%,0.42%,1.19%,1.90%,352.32%,354.37%,48.5,0.72%,-8.81%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/19/2018,€                                                  2.360,00,,,,,,,,,,0.83%,€       2.360,00,19.50,4.696,90,1.633,97,2.696,33,24%,99%,0.42%,1.19%,1.91%,354.24%,356.29%,48.5,0.72%,-9.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/20/2018,€                                                  2.390,00,,,,,,,,,,0.82%,€       2.390,00,19.50,4.696,90,1.633,97,2.696,33,25%,97%,0.42%,1.19%,1.88%,348.54%,350.56%,48.5,0.72%,-8.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/21/2018,€                                                  2.400,00,,,,,,,,,,0.81%,€       2.400,00,19.50,4.696,90,1.633,97,2.696,33,25%,96%,0.42%,1.19%,1.88%,346.67%,348.69%,48.5,0.72%,-7.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/22/2018,€                                                  2.400,00,,,,,,,,,,0.81%,€       2.400,00,19.50,4.696,90,1.633,97,2.696,33,25%,96%,0.42%,1.19%,1.88%,346.67%,348.69%,48.5,0.72%,-7.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/25/2018,€                                                   2.410,00,,,,,,,,,,0.81%,€        2.410,00,19.50,4.696,90,1.633,97,2.696,33,25%,95%,0.42%,1.19%,1.87%,344.81%,346.83%,48.5,0.72%,-7.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/26/2018,€                                                   2.410,00,,,,,,,,,,0.81%,€        2.410,00,19.50,4.696,90,1.633,97,2.696,33,25%,95%,0.42%,1.19%,1.87%,344.81%,346.83%,48.5,0.72%,-7.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/27/2018,€                                                  2.400,00,,,,,,,,,,0.81%,€       2.400,00,19.50,4.696,90,1.633,97,2.696,33,25%,96%,0.42%,1.19%,1.88%,346.67%,348.69%,48.5,0.72%,-7.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/28/2018,€                                                  2.380,00,,,,,,,,,,0.82%,€       2.380,00,19.50,4.696,90,1.633,97,2.696,33,24%,97%,0.42%,1.19%,1.89%,350.42%,352.46%,48.5,0.72%,-8.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/29/2018,€                                                  2.390,00,,,,,,,,,,0.82%,€       2.390,00,19.50,4.696,90,1.633,97,2.696,33,25%,97%,0.42%,1.19%,1.88%,348.54%,350.56%,48.5,0.72%,-8.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/2/2018,€                                                   2.410,00,,,,,,,,,,0.81%,€        2.410,00,19.50,4.696,90,1.633,97,2.696,33,25%,95%,0.42%,1.19%,1.87%,344.81%,346.83%,48.5,0.72%,-7.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/3/2018,€                                                  2.420,00,,,,,,,,,,0.81%,€       2.420,00,19.50,4.696,90,1.633,97,2.696,33,26%,94%,0.42%,1.19%,1.86%,342.98%,344.98%,48.5,0.72%,-6.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/4/2018,€                                                  2.430,00,,,,,,,,,,0.80%,€       2.430,00,19.50,4.696,90,1.633,97,2.696,33,26%,93%,0.42%,1.19%,1.85%,341.15%,343.15%,48.5,0.72%,-6.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/5/2018,€                                                  2.430,00,,,,,,,,,,0.80%,€       2.430,00,19.50,4.696,90,1.633,97,2.696,33,26%,93%,0.42%,1.19%,1.85%,341.15%,343.15%,48.5,0.72%,-6.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/6/2018,€                                                  2.400,00,,,,,,,,,,0.81%,€       2.400,00,19.50,4.696,90,1.633,97,2.696,33,25%,96%,0.42%,1.19%,1.88%,346.67%,348.69%,48.5,0.72%,-7.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/9/2018,€                                                  2.400,00,,,,,,,,,,0.81%,€       2.400,00,19.50,4.696,90,1.633,97,2.696,33,25%,96%,0.42%,1.19%,1.88%,346.67%,348.69%,48.5,0.72%,-7.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/10/2018,€                                                   2.410,00,,,,,,,,,,0.81%,€        2.410,00,19.50,4.696,90,1.633,97,2.696,33,25%,95%,0.42%,1.19%,1.87%,344.81%,346.83%,48.5,0.72%,-7.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/11/2018,€                                                  2.400,00,,,,,,,,,,0.81%,€       2.400,00,19.50,4.696,90,1.633,97,2.696,33,25%,96%,0.42%,1.19%,1.88%,346.67%,348.69%,48.5,0.72%,-7.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/12/2018,€                                                  2.400,00,,,,,,,,,,0.81%,€       2.400,00,19.50,4.696,90,1.633,97,2.696,33,25%,96%,0.42%,1.19%,1.88%,346.67%,348.69%,48.5,0.72%,-7.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/13/2018,€                                                  2.390,00,,,,,,,,,,0.82%,€       2.390,00,19.50,4.696,90,1.633,97,2.696,33,25%,97%,0.42%,1.19%,1.88%,348.54%,350.56%,48.5,0.72%,-8.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/16/2018,€                                                   2.410,00,,,,,,,,,,0.81%,€        2.410,00,19.50,4.696,90,1.633,97,2.696,33,25%,95%,0.42%,1.19%,1.87%,344.81%,346.83%,48.5,0.72%,-7.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/17/2018,€                                                  2.420,00,,,,,,,,,,0.81%,€       2.420,00,19.50,4.696,90,1.633,97,2.696,33,26%,94%,0.42%,1.19%,1.86%,342.98%,344.98%,48.5,0.72%,-6.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/18/2018,€                                                  2.420,00,,,,,,,,,,0.81%,€       2.420,00,19.50,4.696,90,1.633,97,2.696,33,26%,94%,0.42%,1.19%,1.86%,342.98%,344.98%,48.5,0.72%,-6.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/19/2018,€                                                   2.410,00,,,,,,,,,,0.81%,€        2.410,00,19.50,4.696,90,1.633,97,2.696,33,25%,95%,0.42%,1.19%,1.87%,344.81%,346.83%,48.5,0.72%,-7.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/20/2018,€                                                  2.420,00,,,,,,,,,,0.81%,€       2.420,00,19.50,4.696,90,1.633,97,2.696,33,26%,94%,0.42%,1.19%,1.86%,342.98%,344.98%,48.5,0.72%,-6.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/23/2018,€                                                  2.420,00,,,,,,,,,,0.81%,€       2.420,00,19.50,4.696,90,1.633,97,2.696,33,26%,94%,0.42%,1.19%,1.86%,342.98%,344.98%,48.5,0.72%,-6.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/24/2018,€                                                  2.380,00,,,,,,,,,,0.82%,€       2.380,00,19.50,4.696,90,1.633,97,2.696,33,24%,97%,0.42%,1.19%,1.89%,350.42%,352.46%,48.5,0.72%,-8.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/25/2018,€                                                  2.400,00,,,,,,,,,,0.81%,€       2.400,00,19.50,4.696,90,1.633,97,2.696,33,25%,96%,0.42%,1.19%,1.88%,346.67%,348.69%,48.5,0.72%,-7.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/26/2018,€                                                   2.410,00,,,,,,,,,,0.81%,€        2.410,00,19.50,4.696,90,1.633,97,2.696,33,25%,95%,0.42%,1.19%,1.87%,344.81%,346.83%,48.5,0.72%,-7.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/27/2018,€                                                  2.440,00,,,,,,,,,,0.80%,€       2.440,00,19.50,4.696,90,1.633,97,2.696,33,26%,92%,0.42%,1.19%,1.84%,339.34%,341.33%,48.5,0.72%,-6.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/30/2018,€                                                  2.440,00,,,,,,,,,,0.80%,€       2.440,00,19.50,4.696,90,1.633,97,2.696,33,26%,92%,0.42%,1.19%,1.84%,339.34%,341.33%,48.5,0.72%,-6.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/31/2018,€                                                  2.440,00,,,,,,,,,,0.80%,€       2.440,00,19.50,4.696,90,1.633,97,2.696,33,26%,92%,0.42%,1.19%,1.84%,339.34%,341.33%,48.5,0.72%,-6.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/1/2018,€                                                  2.480,00,,,,,,,,,,0.79%,€       2.480,00,19.50,4.696,90,1.633,97,2.696,33,28%,89%,0.42%,1.19%,1.81%,332.26%,334.21%,48.5,0.72%,-4.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/2/2018,€                                                  2.500,00,,,,,,,,,,0.78%,€       2.500,00,19.50,4.696,90,1.633,97,2.696,33,28%,88%,0.42%,1.19%,1.80%,328.80%,330.74%,48.5,0.72%,-3.81%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/3/2018,€                                                  2.520,00,,,,,,,,,,0.77%,€       2.520,00,19.50,4.696,90,1.633,97,2.696,33,29%,86%,0.42%,1.19%,1.79%,325.40%,327.32%,48.5,0.72%,-3.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/6/2018,€                                                  2.560,00,,,,,,,,,,0.76%,€       2.560,00,19.50,4.696,90,1.633,97,2.696,33,30%,83%,0.42%,1.19%,1.76%,318.75%,320.64%,48.5,0.72%,-1.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/7/2018,€                                                  2.590,00,,,,,,,,,,0.75%,€       2.590,00,19.50,4.696,90,1.633,97,2.696,33,31%,81%,0.42%,1.19%,1.74%,313.90%,315.77%,48.5,0.72%,-0.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/8/2018,€                                                  2.590,00,,,,,,,,,,0.75%,€       2.590,00,19.50,4.696,90,1.633,97,2.696,33,31%,81%,0.42%,1.19%,1.74%,313.90%,315.77%,48.5,0.72%,-0.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/9/2018,€                                                  2.680,00,,,,,,,,,,0.73%,€       2.680,00,19.50,4.696,90,1.633,97,2.696,33,34%,75%,0.42%,1.19%,1.68%,300.00%,301.81%,48.5,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/10/2018,€                                                  2.650,00,,,,,,,,,,0.74%,€       2.650,00,19.50,4.696,90,1.633,97,2.696,33,33%,77%,0.42%,1.19%,1.70%,304.53%,306.36%,48.5,0.72%,-1.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/13/2018,€                                                   2.610,00,,,,,,,,,,0.75%,€        2.610,00,19.50,4.696,90,1.633,97,2.696,33,32%,80%,0.42%,1.19%,1.72%,310.73%,312.59%,48.5,0.72%,-2.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/14/2018,€                                                  2.650,00,,,,,,,,,,0.74%,€       2.650,00,19.50,4.696,90,1.633,97,2.696,33,33%,77%,0.42%,1.19%,1.70%,304.53%,306.36%,48.5,0.72%,-1.12%,,,,,,,,,,,,
