,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,CWK LN,Cranswick PLC,,,,,,,,,,107%,-3%,$5.480,00,$   3.204,17,$  4.520,00,$      5.690,00,$  5.340,43,2.95%,1.53%,1.90%,4.31%,189.95%,200.33%,126%,,,,,,,NO,,,2.79%,1.44%,1.35%,0.02%,68
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,0.00%,,Cranswick PLC - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,90%,NO,2.54%,11/10/2017,,,,,,,,,,$  4.520,00,-18%,1.49%,$  5.340,43,$   2.162,94,$       1.890,00,$   1.533,28,1.38%,2.54%,1.80%,1.43%,-3.69%,-3.69%,-21%,,,,5Y CAGR,2.71%,,Cranswick PLC - Returns (%),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10Y CAGR,7.65%,,Cranswick PLC - Yield On Cost (YOC),,,,,,,
,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,Cranswick PLC - Rating: 107% - Upside: -3%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2025,1/10/2025,4.720,00,,,,,,,,,,1.73%,4.720,00,81.50,5.340,43,3.204,17,4.520,00,71%,13%,1.53%,2.54%,1.73%,16.10%,16.10%,0,1.80%,-9.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/13/2025,4.690,00,,,,,,,,,,1.74%,4.690,00,81.50,5.340,43,3.204,17,4.520,00,70%,14%,1.53%,2.54%,1.74%,16.84%,16.84%,0,1.80%,-9.81%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/14/2025,4.665,00,,,,,,,,,,1.75%,4.665,00,81.50,5.340,43,3.204,17,4.520,00,68%,14%,1.53%,2.54%,1.75%,17.47%,17.47%,0,1.80%,-10.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/15/2025,4.780,00,,,,,,,,,,1.71%,4.780,00,81.50,5.340,43,3.204,17,4.520,00,74%,12%,1.53%,2.54%,1.71%,14.64%,14.64%,0,1.80%,-8.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/16/2025,4.840,00,,,,,,,,,,1.68%,4.840,00,81.50,5.340,43,3.204,17,4.520,00,77%,10%,1.53%,2.54%,1.68%,13.22%,13.22%,0,1.80%,-6.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/17/2025,4.905,00,,,,,,,,,,1.66%,4.905,00,81.50,5.340,43,3.204,17,4.520,00,80%,9%,1.53%,2.54%,1.66%,11.72%,11.72%,0,1.80%,-5.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/20/2025,4.890,00,,,,,,,,,,1.67%,4.890,00,81.50,5.340,43,3.204,17,4.520,00,79%,9%,1.53%,2.54%,1.67%,12.07%,12.07%,0,1.80%,-5.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/21/2025,4.930,00,,,,,,,,,,1.65%,4.930,00,81.50,5.340,43,3.204,17,4.520,00,81%,8%,1.53%,2.54%,1.65%,11.16%,11.16%,0,1.80%,-5.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/22/2025,4.975,00,,,,,,,,,,1.64%,4.975,00,81.50,5.340,43,3.204,17,4.520,00,83%,7%,1.53%,2.54%,1.64%,10.15%,10.15%,0,1.80%,-4.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/23/2025,4.965,00,,,,,,,,,,1.64%,4.965,00,81.50,5.340,43,3.204,17,4.520,00,82%,8%,1.53%,2.54%,1.64%,10.37%,10.37%,0,1.80%,-4.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/24/2025,5.020,00,,,,,,,,,,1.62%,5.020,00,81.50,5.340,43,3.204,17,4.520,00,85%,6%,1.53%,2.54%,1.62%,9.16%,9.16%,0,1.80%,-3.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/27/2025,4.995,00,,,,,,,,,,1.63%,4.995,00,81.50,5.340,43,3.204,17,4.520,00,84%,7%,1.53%,2.54%,1.63%,9.71%,9.71%,0,1.80%,-3.94%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/28/2025,5.020,00,,,,,,,,,,1.62%,5.020,00,81.50,5.340,43,3.204,17,4.520,00,85%,6%,1.53%,2.54%,1.62%,9.16%,9.16%,0,1.80%,-3.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/29/2025,4.975,00,,,,,,,,,,1.64%,4.975,00,81.50,5.340,43,3.204,17,4.520,00,83%,7%,1.53%,2.54%,1.64%,10.15%,10.15%,0,1.80%,-4.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/30/2025,5.020,00,,,,,,,,,,1.62%,5.020,00,81.50,5.340,43,3.204,17,4.520,00,85%,6%,1.53%,2.54%,1.62%,9.16%,9.16%,0,1.80%,-3.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,1/31/2025,5.040,00,,,,,,,,,,1.62%,5.040,00,81.50,5.340,43,3.204,17,4.520,00,86%,6%,1.53%,2.54%,1.62%,8.73%,8.73%,0,1.80%,-3.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/3/2025,4.995,00,,,,,,,,,,1.63%,4.995,00,81.50,5.340,43,3.204,17,4.520,00,84%,7%,1.53%,2.54%,1.63%,9.71%,9.71%,0,1.80%,-3.94%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/4/2025,4.945,00,,,,,,,,,,1.65%,4.945,00,81.50,5.340,43,3.204,17,4.520,00,81%,8%,1.53%,2.54%,1.65%,10.82%,10.82%,0,1.80%,-4.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/5/2025,4.980,00,,,,,,,,,,1.64%,4.980,00,81.50,5.340,43,3.204,17,4.520,00,83%,7%,1.53%,2.54%,1.64%,10.04%,10.04%,0,1.80%,-4.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/6/2025,5.010,00,,,,,,,,,,1.63%,5.010,00,81.50,5.340,43,3.204,17,4.520,00,85%,7%,1.53%,2.54%,1.63%,9.38%,9.38%,0,1.80%,-3.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/7/2025,4.955,00,,,,,,,,,,1.64%,4.955,00,81.50,5.340,43,3.204,17,4.520,00,82%,8%,1.53%,2.54%,1.64%,10.60%,10.60%,0,1.80%,-4.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/10/2025,5.030,00,,,,,,,,,,1.62%,5.030,00,81.50,5.340,43,3.204,17,4.520,00,85%,6%,1.53%,2.54%,1.62%,8.95%,8.95%,0,1.80%,-3.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/11/2025,5.010,00,,,,,,,,,,1.63%,5.010,00,81.50,5.340,43,3.204,17,4.520,00,85%,7%,1.53%,2.54%,1.63%,9.38%,9.38%,0,1.80%,-3.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/12/2025,4.990,00,,,,,,,,,,1.63%,4.990,00,81.50,5.340,43,3.204,17,4.520,00,84%,7%,1.53%,2.54%,1.63%,9.82%,9.82%,0,1.80%,-4.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/13/2025,5.010,00,,,,,,,,,,1.63%,5.010,00,81.50,5.340,43,3.204,17,4.520,00,85%,7%,1.53%,2.54%,1.63%,9.38%,9.38%,0,1.80%,-3.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/14/2025,4.985,00,,,,,,,,,,1.63%,4.985,00,81.50,5.340,43,3.204,17,4.520,00,83%,7%,1.53%,2.54%,1.63%,9.93%,9.93%,0,1.80%,-4.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/17/2025,4.985,00,,,,,,,,,,1.63%,4.985,00,81.50,5.340,43,3.204,17,4.520,00,83%,7%,1.53%,2.54%,1.63%,9.93%,9.93%,0,1.80%,-4.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/18/2025,4.955,00,,,,,,,,,,1.64%,4.955,00,81.50,5.340,43,3.204,17,4.520,00,82%,8%,1.53%,2.54%,1.64%,10.60%,10.60%,0,1.80%,-4.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/19/2025,4.925,00,,,,,,,,,,1.65%,4.925,00,81.50,5.340,43,3.204,17,4.520,00,81%,8%,1.53%,2.54%,1.65%,11.27%,11.27%,0,1.80%,-5.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/20/2025,4.895,00,,,,,,,,,,1.66%,4.895,00,81.50,5.340,43,3.204,17,4.520,00,79%,9%,1.53%,2.54%,1.66%,11.95%,11.95%,0,1.80%,-5.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/21/2025,4.930,00,,,,,,,,,,1.65%,4.930,00,81.50,5.340,43,3.204,17,4.520,00,81%,8%,1.53%,2.54%,1.65%,11.16%,11.16%,0,1.80%,-5.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/24/2025,4.920,00,,,,,,,,,,1.66%,4.920,00,81.50,5.340,43,3.204,17,4.520,00,80%,9%,1.53%,2.54%,1.66%,11.38%,11.38%,0,1.80%,-5.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/25/2025,4.875,00,,,,,,,,,,1.67%,4.875,00,81.50,5.340,43,3.204,17,4.520,00,78%,10%,1.53%,2.54%,1.67%,12.41%,12.41%,0,1.80%,-6.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/26/2025,4.945,00,,,,,,,,,,1.65%,4.945,00,81.50,5.340,43,3.204,17,4.520,00,81%,8%,1.53%,2.54%,1.65%,10.82%,10.82%,0,1.80%,-4.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/27/2025,4.900,00,,,,,,,,,,1.66%,4.900,00,81.50,5.340,43,3.204,17,4.520,00,79%,9%,1.53%,2.54%,1.66%,11.84%,11.84%,0,1.80%,-5.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,2/28/2025,4.895,00,,,,,,,,,,1.66%,4.895,00,81.50,5.340,43,3.204,17,4.520,00,79%,9%,1.53%,2.54%,1.66%,11.95%,11.95%,0,1.80%,-5.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/3/2025,4.890,00,,,,,,,,,,1.67%,4.890,00,81.50,5.340,43,3.204,17,4.520,00,79%,9%,1.53%,2.54%,1.67%,12.07%,12.07%,0,1.80%,-5.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/4/2025,4.950,00,,,,,,,,,,1.65%,4.950,00,81.50,5.340,43,3.204,17,4.520,00,82%,8%,1.53%,2.54%,1.65%,10.71%,10.71%,0,1.80%,-4.81%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/5/2025,4.935,00,,,,,,,,,,1.65%,4.935,00,81.50,5.340,43,3.204,17,4.520,00,81%,8%,1.53%,2.54%,1.65%,11.04%,11.04%,0,1.80%,-5.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/6/2025,4.975,00,,,,,,,,,,1.64%,4.975,00,81.50,5.340,43,3.204,17,4.520,00,83%,7%,1.53%,2.54%,1.64%,10.15%,10.15%,0,1.80%,-4.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/7/2025,4.965,00,,,,,,,,,,1.64%,4.965,00,81.50,5.340,43,3.204,17,4.520,00,82%,8%,1.53%,2.54%,1.64%,10.37%,10.37%,0,1.80%,-4.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/10/2025,4.925,00,,,,,,,,,,1.65%,4.925,00,81.50,5.340,43,3.204,17,4.520,00,81%,8%,1.53%,2.54%,1.65%,11.27%,11.27%,0,1.80%,-5.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/11/2025,4.925,00,,,,,,,,,,1.65%,4.925,00,81.50,5.340,43,3.204,17,4.520,00,81%,8%,1.53%,2.54%,1.65%,11.27%,11.27%,0,1.80%,-5.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/12/2025,4.935,00,,,,,,,,,,1.65%,4.935,00,81.50,5.340,43,3.204,17,4.520,00,81%,8%,1.53%,2.54%,1.65%,11.04%,11.04%,0,1.80%,-5.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/13/2025,4.865,00,,,,,,,,,,1.68%,4.865,00,81.50,5.340,43,3.204,17,4.520,00,78%,10%,1.53%,2.54%,1.68%,12.64%,12.64%,0,1.80%,-6.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/14/2025,4.975,00,,,,,,,,,,1.64%,4.975,00,81.50,5.340,43,3.204,17,4.520,00,83%,7%,1.53%,2.54%,1.64%,10.15%,10.15%,0,1.80%,-4.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/17/2025,4.885,00,,,,,,,,,,1.67%,4.885,00,81.50,5.340,43,3.204,17,4.520,00,79%,9%,1.53%,2.54%,1.67%,12.18%,12.18%,0,1.80%,-6.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/18/2025,4.870,00,,,,,,,,,,1.67%,4.870,00,81.50,5.340,43,3.204,17,4.520,00,78%,10%,1.53%,2.54%,1.67%,12.53%,12.53%,0,1.80%,-6.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/19/2025,4.890,00,,,,,,,,,,1.67%,4.890,00,81.50,5.340,43,3.204,17,4.520,00,79%,9%,1.53%,2.54%,1.67%,12.07%,12.07%,0,1.80%,-5.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/20/2025,4.995,00,,,,,,,,,,1.63%,4.995,00,81.50,5.340,43,3.204,17,4.520,00,84%,7%,1.53%,2.54%,1.63%,9.71%,9.71%,0,1.80%,-3.94%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/21/2025,5.030,00,,,,,,,,,,1.62%,5.030,00,81.50,5.340,43,3.204,17,4.520,00,85%,6%,1.53%,2.54%,1.62%,8.95%,8.95%,0,1.80%,-3.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/24/2025,4.910,00,,,,,,,,,,1.66%,4.910,00,81.50,5.340,43,3.204,17,4.520,00,80%,9%,1.53%,2.54%,1.66%,11.61%,11.61%,0,1.80%,-5.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/25/2025,4.865,00,,,,,,,,,,1.68%,4.865,00,81.50,5.340,43,3.204,17,4.520,00,78%,10%,1.53%,2.54%,1.68%,12.64%,12.64%,0,1.80%,-6.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/26/2025,4.885,00,,,,,,,,,,1.67%,4.885,00,81.50,5.340,43,3.204,17,4.520,00,79%,9%,1.53%,2.54%,1.67%,12.18%,12.18%,0,1.80%,-6.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/27/2025,4.860,00,,,,,,,,,,1.68%,4.860,00,81.50,5.340,43,3.204,17,4.520,00,78%,10%,1.53%,2.54%,1.68%,12.76%,12.76%,0,1.80%,-6.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/28/2025,4.950,00,,,,,,,,,,1.65%,4.950,00,81.50,5.340,43,3.204,17,4.520,00,82%,8%,1.53%,2.54%,1.65%,10.71%,10.71%,0,1.80%,-4.81%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,3/31/2025,4.905,00,,,,,,,,,,1.66%,4.905,00,81.50,5.340,43,3.204,17,4.520,00,80%,9%,1.53%,2.54%,1.66%,11.72%,11.72%,0,1.80%,-5.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/1/2025,4.875,00,,,,,,,,,,1.67%,4.875,00,81.50,5.340,43,3.204,17,4.520,00,78%,10%,1.53%,2.54%,1.67%,12.41%,12.41%,0,1.80%,-6.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/2/2025,4.940,00,,,,,,,,,,1.65%,4.940,00,81.50,5.340,43,3.204,17,4.520,00,81%,8%,1.53%,2.54%,1.65%,10.93%,10.93%,0,1.80%,-5.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/3/2025,4.970,00,,,,,,,,,,1.64%,4.970,00,81.50,5.340,43,3.204,17,4.520,00,83%,7%,1.53%,2.54%,1.64%,10.26%,10.26%,0,1.80%,-4.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/4/2025,4.795,00,,,,,,,,,,1.70%,4.795,00,81.50,5.340,43,3.204,17,4.520,00,74%,11%,1.53%,2.54%,1.70%,14.29%,14.29%,0,1.80%,-7.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/7/2025,4.625,00,,,,,,,,,,1.76%,4.625,00,81.50,5.340,43,3.204,17,4.520,00,67%,15%,1.53%,2.54%,1.76%,18.49%,18.49%,0,1.80%,-11.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/8/2025,4.825,00,,,,,,,,,,1.69%,4.825,00,81.50,5.340,43,3.204,17,4.520,00,76%,11%,1.53%,2.54%,1.69%,13.58%,13.58%,0,1.80%,-7.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/9/2025,4.680,00,,,,,,,,,,1.74%,4.680,00,81.50,5.340,43,3.204,17,4.520,00,69%,14%,1.53%,2.54%,1.74%,17.09%,17.09%,0,1.80%,-10.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/10/2025,4.780,00,,,,,,,,,,1.71%,4.780,00,81.50,5.340,43,3.204,17,4.520,00,74%,12%,1.53%,2.54%,1.71%,14.64%,14.64%,0,1.80%,-8.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/11/2025,4.870,00,,,,,,,,,,1.67%,4.870,00,81.50,5.340,43,3.204,17,4.520,00,78%,10%,1.53%,2.54%,1.67%,12.53%,12.53%,0,1.80%,-6.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/14/2025,4.915,00,,,,,,,,,,1.66%,4.915,00,81.50,5.340,43,3.204,17,4.520,00,80%,9%,1.53%,2.54%,1.66%,11.50%,11.50%,0,1.80%,-5.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/15/2025,5.040,00,,,,,,,,,,1.62%,5.040,00,81.50,5.340,43,3.204,17,4.520,00,86%,6%,1.53%,2.54%,1.62%,8.73%,8.73%,0,1.80%,-3.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/16/2025,5.080,00,,,,,,,,,,1.60%,5.080,00,81.50,5.340,43,3.204,17,4.520,00,88%,5%,1.53%,2.54%,1.60%,7.87%,7.87%,0,1.80%,-2.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/17/2025,5.070,00,,,,,,,,,,1.61%,5.070,00,81.50,5.340,43,3.204,17,4.520,00,87%,5%,1.53%,2.54%,1.61%,8.09%,8.09%,0,1.80%,-2.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/22/2025,5.070,00,,,,,,,,,,1.61%,5.070,00,81.50,5.340,43,3.204,17,4.520,00,87%,5%,1.53%,2.54%,1.61%,8.09%,8.09%,0,1.80%,-2.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/23/2025,5.090,00,,,,,,,,,,1.60%,5.090,00,81.50,5.340,43,3.204,17,4.520,00,88%,5%,1.53%,2.54%,1.60%,7.66%,7.66%,0,1.80%,-2.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/24/2025,5.130,00,,,,,,,,,,1.59%,5.130,00,81.50,5.340,43,3.204,17,4.520,00,90%,4%,1.53%,2.54%,1.59%,6.82%,6.82%,0,1.80%,-1.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/25/2025,5.140,00,,,,,,,,,,1.59%,5.140,00,81.50,5.340,43,3.204,17,4.520,00,91%,4%,1.53%,2.54%,1.59%,6.61%,6.61%,0,1.80%,-1.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/28/2025,5.150,00,,,,,,,,,,1.58%,5.150,00,81.50,5.340,43,3.204,17,4.520,00,91%,4%,1.53%,2.54%,1.58%,6.41%,6.41%,0,1.80%,-0.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/29/2025,5.150,00,,,,,,,,,,1.58%,5.150,00,81.50,5.340,43,3.204,17,4.520,00,91%,4%,1.53%,2.54%,1.58%,6.41%,6.41%,0,1.80%,-0.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,4/30/2025,5.180,00,,,,,,,,,,1.57%,5.180,00,81.50,5.340,43,3.204,17,4.520,00,92%,3%,1.53%,2.54%,1.57%,5.79%,5.79%,0,1.80%,-0.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,5/1/2025,5.150,00,,,,,,,,,,1.58%,5.150,00,81.50,5.340,43,3.204,17,4.520,00,91%,4%,1.53%,2.54%,1.58%,6.41%,6.41%,0,1.80%,-0.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,5/2/2025,5.250,00,,,,,,,,,,1.55%,5.250,00,81.50,5.340,43,3.204,17,4.520,00,96%,2%,1.53%,2.54%,1.55%,4.38%,4.38%,0,1.80%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,5/5/2025,,,,,,,,,,,1.55%,5.250,00,81.50,5.340,43,3.204,17,4.520,00,96%,2%,1.53%,2.54%,1.55%,4.38%,4.38%,0,1.80%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,5/6/2025,5.350,00,,,,,,,,,,1.52%,5.350,00,81.50,5.340,43,3.204,17,4.520,00,100%,0%,1.53%,2.54%,1.52%,2.43%,2.43%,0,1.80%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,5/7/2025,5.330,00,,,,,,,,,,1.53%,5.330,00,81.50,5.340,43,3.204,17,4.520,00,100%,0%,1.53%,2.54%,1.53%,2.81%,2.81%,0,1.80%,-0.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,5/8/2025,5.370,00,,,,,,,,,,1.52%,5.370,00,81.50,5.340,43,3.204,17,4.520,00,101%,-1%,1.53%,2.54%,1.52%,2.05%,2.05%,0,1.80%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,5/9/2025,5.360,00,,,,,,,,,,1.52%,5.360,00,81.50,5.340,43,3.204,17,4.520,00,101%,0%,1.53%,2.54%,1.52%,2.24%,2.24%,0,1.80%,-0.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,5/12/2025,4.980,00,,,,,,,,,,1.64%,4.980,00,81.50,5.340,43,3.204,17,4.520,00,83%,7%,1.53%,2.54%,1.64%,10.04%,10.04%,0,1.80%,-7.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,5/13/2025,5.010,00,,,,,,,,,,1.63%,5.010,00,81.50,5.340,43,3.204,17,4.520,00,85%,7%,1.53%,2.54%,1.63%,9.38%,9.38%,0,1.80%,-6.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,5/14/2025,5.130,00,,,,,,,,,,1.59%,5.130,00,81.50,5.340,43,3.204,17,4.520,00,90%,4%,1.53%,2.54%,1.59%,6.82%,6.82%,0,1.80%,-4.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,5/15/2025,5.170,00,,,,,,,,,,1.58%,5.170,00,81.50,5.340,43,3.204,17,4.520,00,92%,3%,1.53%,2.54%,1.58%,6.00%,6.00%,0,1.80%,-3.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,5/16/2025,5.230,00,,,,,,,,,,1.56%,5.230,00,81.50,5.340,43,3.204,17,4.520,00,95%,2%,1.53%,2.54%,1.56%,4.78%,4.78%,0,1.80%,-2.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,5/19/2025,5.260,00,,,,,,,,,,1.55%,5.260,00,81.50,5.340,43,3.204,17,4.520,00,96%,2%,1.53%,2.54%,1.55%,4.18%,4.18%,0,1.80%,-2.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,5/20/2025,5.460,00,,,,,,,,,,1.49%,5.460,00,81.50,5.340,43,3.204,17,4.520,00,106%,-2%,1.53%,2.54%,1.49%,0.37%,0.37%,0,1.80%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,5/21/2025,5.490,00,,,,,,,,,,1.48%,5.490,00,81.50,5.340,43,3.204,17,4.520,00,107%,-3%,1.53%,2.54%,1.48%,-0.18%,-0.18%,0,1.80%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,5/22/2025,5.390,00,,,,,,,,,,1.51%,5.390,00,81.50,5.340,43,3.204,17,4.520,00,102%,-1%,1.53%,2.54%,1.51%,1.67%,1.67%,0,1.80%,-1.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,5/23/2025,5.360,00,,,,,,,,,,1.52%,5.360,00,81.50,5.340,43,3.204,17,4.520,00,101%,0%,1.53%,2.54%,1.52%,2.24%,2.24%,0,1.80%,-2.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,5/26/2025,,,,,,,,,,,1.52%,5.360,00,81.50,5.340,43,3.204,17,4.520,00,101%,0%,1.53%,2.54%,1.52%,2.24%,2.24%,0,1.80%,-2.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,5/27/2025,5.290,00,,,,,,,,,,1.54%,5.290,00,81.50,5.340,43,3.204,17,4.520,00,98%,1%,1.53%,2.54%,1.54%,3.59%,3.59%,0,1.80%,-3.64%,,,,,,,,,,,,
